Rk,Name,Age,Yrs,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,WHIP,H9,HR9,BB9,SO9,SO/W,ERA+,Name-additional
41,Erik Bedard*,24,1,0,0,,13.5,2,0,0,0,0,0,0.2,2,1,1,0,0,0,1,0,0,0,4,49,3,27,0,0,13.5,,49,bedarer01
42,Joe Beimel*,26,3,10,19,0.345,5,164,23,28,0,0,0,263,288,156,146,28,127,22,153,14,1,5,1176,88,1.578,9.9,1,4.3,5.2,1.2,88,beimejo01
43,Matt Belisle,23,1,1,1,0.5,5.19,6,0,2,0,0,0,8.2,10,5,5,1,2,0,6,1,0,0,39,83,1.385,10.4,1,2.1,6.2,3,83,belisma01
44,Rob Bell,26,4,21,25,0.457,5.86,89,86,0,1,0,0,485,522,332,316,95,211,8,323,14,0,27,2153,79,1.511,9.7,1.8,3.9,6,1.53,79,bellro01
45,Francis Beltran,23,1,0,0,,7.5,11,0,4,0,0,0,12,14,11,10,2,16,1,11,0,0,2,65,55,2.5,10.5,1.5,12,8.3,0.69,55,beltrfr01
46,Rigo Beltran*,33,4,2,3,0.4,4.34,76,5,28,0,0,1,105.2,109,58,51,13,43,3,106,1,0,8,465,104,1.438,9.3,1.1,3.7,9,2.47,104,beltrri01
47,Alan Benes,31,8,29,28,0.509,4.59,115,70,24,5,1,1,494,493,284,252,59,220,9,401,14,5,24,2153,93,1.443,9,1.1,4,7.3,1.82,93,benesal01
48,Armando Benitez,30,10,30,31,0.492,3.03,564,0,382,0,0,197,584.1,392,211,197,67,314,24,764,15,2,16,2439,145,1.208,6,1,4.8,11.8,2.43,145,benitar01
49,Joaquin Benoit,25,3,12,10,0.545,5.55,43,31,3,0,0,1,194.2,198,124,120,32,112,2,150,8,1,10,893,89,1.592,9.2,1.5,5.2,6.9,1.34,89,benoijo01
50,Kris Benson,28,4,35,41,0.461,4.27,106,106,0,4,1,0,649.2,669,352,308,72,255,22,470,20,2,17,2827,106,1.422,9.3,1,3.5,6.5,1.84,106,bensokr01
51,Jason Bere,32,11,71,65,0.522,5.14,211,203,2,4,0,0,1111,1095,694,634,145,626,25,920,29,1,51,4987,86,1.549,8.9,1.2,5.1,7.5,1.47,86,bereja01
52,Adam Bernero,26,4,5,22,0.185,5.85,94,32,18,0,0,0,281.2,311,195,183,43,102,3,177,16,1,10,1245,76,1.466,9.9,1.4,3.3,5.7,1.74,76,bernead01
53,Rafael Betancourt,28,1,2,2,0.5,2.13,33,0,13,0,0,1,38,27,11,9,5,13,2,36,1,0,1,154,208,1.053,6.4,1.2,3.1,8.5,2.77,208,betanra01
54,Rocky Biddle,27,4,16,22,0.421,5.09,151,32,68,0,0,35,300.2,311,197,170,44,139,12,210,19,0,21,1345,91,1.497,9.3,1.3,4.2,6.3,1.51,91,biddlro01
55,Nick Bierbrodt*,25,2,5,8,0.385,6.77,34,21,4,0,0,0,127.2,164,106,96,26,66,4,102,9,1,7,612,67,1.802,11.6,1.8,4.7,7.2,1.55,67,bierbni01
56,Nate Bland*,28,1,1,2,0.333,5.75,22,0,2,0,0,0,20.1,22,13,13,3,12,2,18,2,0,3,96,77,1.672,9.7,1.3,5.3,8,1.5,77,blandna01
57,Brian Boehringer,34,9,25,31,0.446,4.35,335,21,94,0,0,3,509.1,495,266,246,62,257,31,412,17,1,10,2261,100,1.476,8.7,1.1,4.5,7.3,1.6,100,boehrbr01
58,Jeremy Bonderman,20,1,6,19,0.24,5.56,33,28,0,0,0,0,162,193,118,100,23,58,2,108,4,2,12,727,78,1.549,10.7,1.3,3.2,6,1.86,78,bondeje01
59,Jung Bong*,22,2,6,3,0.667,5.29,45,1,14,0,0,1,63,64,37,37,8,33,6,51,2,1,6,274,82,1.54,9.1,1.1,4.7,7.3,1.55,82,bongju01
60,Chris Bootcheck,24,1,0,1,0,9.58,4,1,2,0,0,0,10.1,16,13,11,5,6,0,7,0,0,0,53,47,2.129,13.9,4.4,5.2,6.1,1.17,47,bootcch01
61,Pedro Borbon*,35,9,16,16,0.5,4.68,368,0,83,0,0,6,271,259,154,141,33,134,24,224,16,1,2,1211,97,1.45,8.6,1.1,4.5,7.4,1.67,97,borbope02
62,Dave Borkowski,26,3,2,9,0.182,6.93,34,13,9,0,0,0,111.2,127,92,86,17,62,4,81,7,0,3,520,68,1.693,10.2,1.4,5,6.5,1.31,68,borkoda01
63,Toby Borland,34,8,10,8,0.556,4.08,189,0,49,0,0,8,251.1,245,133,114,20,134,14,193,18,0,33,1131,105,1.508,8.8,0.7,4.8,6.9,1.44,105,borlato02
64,Joe Borowski,32,7,11,14,0.44,3.41,199,1,110,0,0,35,234.2,221,96,89,22,92,16,197,3,0,2,1000,125,1.334,8.5,0.8,3.5,7.6,2.14,125,borowjo01
65,Ricky Bottalico,33,10,28,38,0.424,4.03,462,0,282,0,0,114,517.2,464,244,232,61,263,23,485,20,1,27,2247,110,1.404,8.1,1.1,4.6,8.4,1.84,110,bottari01
66,Micah Bowie*,28,3,4,8,0.333,8.45,33,11,9,0,0,0,71.1,106,69,67,11,44,3,53,3,2,4,358,54,2.103,13.4,1.4,5.6,6.7,1.2,54,bowiemi01
67,Brian Bowles,26,3,2,1,0.667,3.23,24,0,9,0,0,0,30.2,25,15,11,1,17,1,25,5,1,6,138,148,1.37,7.3,0.3,5,7.3,1.47,148,bowlebr01
68,Jason Boyd,30,4,4,2,0.667,5.76,101,0,30,0,0,0,120.1,115,84,77,12,67,6,85,5,0,7,537,76,1.512,8.6,0.9,5,6.4,1.27,76,boydja02
69,Chad Bradford,28,6,16,8,0.667,3.23,226,0,58,0,0,6,237,230,97,85,16,63,15,172,13,3,2,988,139,1.236,8.7,0.6,2.4,6.5,2.73,139,bradfch01
70,Dewon Brazelton,23,2,1,7,0.125,6.46,12,12,0,0,0,0,61.1,69,56,44,12,29,1,29,5,0,1,276,69,1.598,10.1,1.8,4.3,4.3,1,69,brazede01
71,Doug Brocail,36,9,28,36,0.438,3.87,338,42,96,0,0,5,563,564,271,242,60,190,20,403,21,5,23,2409,113,1.339,9,1,3,6.4,2.12,113,brocado01
72,Troy Brohawn*,30,3,4,4,0.5,4.86,82,0,17,0,0,1,66.2,70,37,36,8,28,2,46,3,0,2,293,94,1.47,9.5,1.1,3.8,6.2,1.64,94,brohatr01
73,Jim Brower,30,5,23,21,0.523,4.44,175,28,51,0,0,3,397.1,393,211,196,51,172,11,266,13,1,13,1720,102,1.422,8.9,1.2,3.9,6,1.55,102,broweji01
74,Kevin Brown,38,17,197,131,0.601,3.16,451,441,1,72,17,0,3051,2840,1235,1072,189,847,41,2264,129,15,96,12645,131,1.208,8.4,0.6,2.5,6.7,2.67,131,brownke01
75,Mark Buehrle*,24,4,53,35,0.602,3.71,129,104,6,11,4,0,742,729,342,306,76,189,12,416,19,6,8,3072,124,1.237,8.8,0.9,2.3,5,2.2,124,buehrma01
76,Ryan Bukvich,25,2,2,0,1,7.13,35,0,8,0,0,0,35.1,38,30,28,4,28,3,28,1,0,2,173,70,1.868,9.7,1,7.1,7.1,1,70,bukviry01
77,Kirk Bullinger,33,4,1,0,1,7.08,22,0,5,0,0,0,20.1,27,17,16,3,3,0,11,0,1,0,91,67,1.475,12,1.3,1.3,4.9,3.67,67,bulliki01
78,Nate Bump,26,1,4,0,1,4.71,32,0,8,0,0,0,36.1,34,21,19,3,20,0,17,7,0,0,167,90,1.486,8.4,0.7,5,4.2,0.85,90,bumpna01
79,Dave Burba,36,14,111,86,0.563,4.5,460,234,55,6,1,1,1700.2,1707,921,850,194,736,51,1348,56,3,72,7423,99,1.436,9,1,3.9,7.1,1.83,99,burbada01
80,John Burkett,38,15,166,136,0.55,4.31,445,423,8,21,6,1,2648.1,2866,1374,1268,257,700,59,1766,90,8,33,11324,99,1.347,9.7,0.9,2.4,6,2.52,99,burkejo03
81,A.J. Burnett,26,5,30,32,0.484,3.86,82,80,0,9,6,0,524.2,433,248,225,45,260,15,442,20,1,25,2229,108,1.321,7.4,0.8,4.5,7.6,1.7,108,burnea.01
82,Mike Bynum*,25,2,2,4,0.333,7.25,27,8,6,0,0,0,63.1,77,51,51,17,30,2,52,4,0,2,295,54,1.689,10.9,2.4,4.3,7.4,1.73,54,bynummi01
83,Paul Byrd,32,8,52,46,0.531,4.39,196,108,30,11,3,0,793,796,432,387,119,243,16,473,34,7,26,3386,107,1.31,9,1.4,2.8,5.4,1.95,107,byrdpa01
84,Tim Byrdak*,29,3,0,4,0,8.27,48,0,6,0,0,1,32.2,48,33,30,9,24,2,26,1,1,4,171,62,2.204,13.2,2.5,6.6,7.2,1.08,62,byrdati01
85,Kiko Calero,28,1,1,1,0.5,2.82,26,1,7,0,0,1,38.1,29,12,12,5,20,2,51,1,1,3,162,147,1.278,6.8,1.2,4.7,12,2.55,147,calerki01
86,Mickey Callaway,28,4,4,10,0.286,6.11,36,17,10,0,0,0,119.1,148,94,81,15,51,2,77,5,0,5,550,76,1.668,11.2,1.1,3.8,5.8,1.51,76,callami01
87,Chris Capuano*,24,1,2,4,0.333,4.64,9,5,2,0,0,0,33,27,19,17,3,11,1,23,6,0,3,139,102,1.152,7.4,0.8,3,6.3,2.09,102,capuach01
88,Buddy Carlyle,25,2,1,3,0.25,7.08,11,7,2,0,0,0,40.2,42,35,32,7,20,0,31,2,0,1,180,60,1.525,9.3,1.5,4.4,6.9,1.55,60,carlybu01
89,Chris Carpenter,28,6,49,50,0.495,4.83,152,135,6,12,5,0,870.2,984,520,467,111,331,8,612,35,2,32,3831,98,1.51,10.2,1.1,3.4,6.3,1.85,98,carpech01
90,Giovanni Carrara,35,7,17,11,0.607,5.31,174,18,30,1,0,1,315.1,349,196,186,62,137,14,209,13,0,3,1410,80,1.541,10,1.8,3.9,6,1.53,80,carragi01
91,D.J. Carrasco,26,1,6,5,0.545,4.82,50,2,21,0,0,2,80.1,82,44,43,8,40,4,57,7,0,6,355,102,1.519,9.2,0.9,4.5,6.4,1.43,102,carradj01
92,Hector Carrasco,33,9,30,42,0.417,4.22,498,1,161,0,0,16,605.1,596,312,284,45,299,24,482,21,6,70,2687,108,1.479,8.9,0.7,4.4,7.2,1.61,108,carrahe01
93,Lance Carter,28,3,9,6,0.6,3.78,76,0,65,0,0,28,104.2,90,45,44,16,27,7,64,4,0,0,428,118,1.118,7.7,1.4,2.3,5.5,2.37,118,cartela02
94,Scott Cassidy,27,1,1,4,0.2,5.73,58,0,17,0,0,0,66,52,42,42,12,32,3,48,7,0,2,282,81,1.273,7.1,1.6,4.4,6.5,1.5,81,cassisc01
95,Frank Castillo,34,11,82,103,0.443,4.55,294,267,7,10,3,2,1590,1655,873,804,190,500,32,1097,59,9,33,6845,95,1.355,9.4,1.1,2.8,6.2,2.19,95,castifr01
96,Jaime Cerda*,24,2,1,1,0.5,4.34,59,0,16,0,0,0,58,54,28,28,4,34,1,40,1,2,3,257,96,1.517,8.4,0.6,5.3,6.2,1.18,96,cerdaja01
97,Juan Cerros,26,1,0,0,,4.85,11,0,2,0,0,0,13,11,7,7,1,5,2,9,2,0,0,57,87,1.231,7.6,0.7,3.5,6.2,1.8,87,cerroju01
98,Shawn Chacon,25,3,22,29,0.431,5.1,71,71,0,0,0,0,416.1,403,253,236,63,205,17,294,29,1,14,1844,99,1.46,8.7,1.4,4.4,6.4,1.43,99,chacosh01
99,Bruce Chen*,26,6,20,19,0.513,4.59,155,61,20,0,0,0,453.1,434,254,231,83,194,18,400,10,1,13,1968,97,1.385,8.6,1.6,3.9,7.9,2.06,97,chenbr01
100,Matt Childers,24,1,0,0,,12,8,0,2,0,0,0,9,13,12,12,2,8,1,6,1,0,0,48,35,2.333,13,2,8,6,0.75,35,childma01
101,Randy Choate*,27,4,3,2,0.6,4.43,82,0,32,0,0,0,91.1,73,52,45,4,51,2,64,13,0,7,399,104,1.358,7.2,0.4,5,6.3,1.25,104,choatra01
102,Jason Christiansen*,33,9,17,22,0.436,4.17,400,0,106,0,0,13,352,320,172,163,30,174,31,341,12,2,24,1536,106,1.403,8.2,0.8,4.4,8.7,1.96,106,chrisja01
103,Vinnie Chulk,24,1,0,0,,5.06,3,0,2,0,0,0,5.1,6,3,3,0,3,0,2,0,0,0,25,99,1.688,10.1,0,5.1,3.4,0.67,99,chulkvi01
104,Brandon Claussen*,24,1,1,0,1,1.42,1,1,0,0,0,0,6.1,8,2,1,1,1,0,5,0,0,0,28,326,1.421,11.4,1.4,1.4,7.1,5,326,clausbr01
105,Roger Clemens,40,20,310,160,0.66,3.19,607,606,0,117,46,0,4278.2,3677,1672,1517,321,1379,52,4099,141,19,125,17653,140,1.182,7.7,0.7,2.9,8.6,2.97,140,clemero02
106,Matt Clement,28,6,60,62,0.492,4.46,164,162,0,5,3,0,975.1,902,531,483,95,467,18,838,60,0,71,4274,95,1.404,8.3,0.9,4.3,7.7,1.79,95,clemema01
107,Jesus Colome,25,3,7,17,0.292,5.1,116,0,48,0,0,2,164,162,100,93,23,104,14,133,7,0,14,747,87,1.622,8.9,1.3,5.7,7.3,1.28,87,colomje01
108,Bartolo Colon,30,7,100,62,0.617,3.86,213,211,0,28,7,0,1388.2,1322,638,595,148,525,25,1120,26,4,33,5872,121,1.33,8.6,1,3.4,7.3,2.13,121,colonba01
109,Steve Colyer*,24,1,0,0,,2.75,13,0,3,0,0,0,19.2,22,6,6,0,9,0,16,0,0,1,84,150,1.576,10.1,0,4.1,7.3,1.78,150,colyest01
110,Clay Condrey,27,2,2,4,0.333,5.49,18,9,2,0,0,0,60.2,63,39,37,8,29,5,41,5,1,1,274,71,1.516,9.3,1.2,4.3,6.1,1.41,71,condrcl01
111,David Cone,40,17,194,126,0.606,3.46,450,419,9,56,22,1,2898.2,2504,1222,1115,258,1137,42,2668,106,32,149,12184,121,1.256,7.8,0.8,3.5,8.3,2.35,121,coneda01
112,José Contreras,31,1,7,2,0.778,3.3,18,9,2,0,0,0,71,52,27,26,4,30,1,72,5,0,2,293,134,1.155,6.6,0.5,3.8,9.1,2.4,134,contrjo01
113,Aaron Cook,24,2,6,7,0.462,5.69,52,21,5,1,0,0,159.2,201,107,101,12,70,7,57,10,0,10,733,87,1.697,11.3,0.7,3.9,3.2,0.81,87,cookaa01
114,Brian Cooper,28,4,5,11,0.313,5.86,29,23,5,1,1,0,136.2,152,99,89,28,61,1,61,6,0,2,616,84,1.559,10,1.8,4,4,1,84,coopebr01
115,Roy Corcoran,23,1,0,0,,1.23,5,0,2,0,0,0,7.1,7,2,1,0,3,0,2,0,0,1,31,384,1.364,8.6,0,3.7,2.5,0.67,384,corcoro01
116,Chad Cordero,21,1,1,0,1,1.64,12,0,4,0,0,1,11,4,2,2,1,3,1,12,0,0,1,40,284,0.636,3.3,0.8,2.5,9.8,4,284,cordech01
117,Francisco Cordero,28,5,10,13,0.435,3.57,191,0,80,0,0,25,226.2,212,104,90,19,119,13,200,8,0,11,997,139,1.46,8.4,0.8,4.7,7.9,1.68,139,cordefr01
118,Bryan Corey,29,2,0,0,,7.2,4,0,3,0,0,0,5,6,4,4,1,2,0,1,1,0,0,23,66,1.6,10.8,1.8,3.6,1.8,0.5,66,coreybr01
119,Mark Corey,28,3,1,5,0.167,7,50,0,18,0,0,0,54,66,45,42,11,30,4,51,4,0,3,259,64,1.778,11,1.8,5,8.5,1.7,64,coreyma02
120,Rheal Cormier*,36,12,61,54,0.53,4.04,472,108,73,7,1,2,1042.1,1070,523,468,99,257,27,660,40,4,33,4397,103,1.273,9.2,0.9,2.2,5.7,2.57,103,cormirh01
121,Nate Cornejo,23,3,11,26,0.297,5.14,51,51,0,3,0,0,287.1,362,182,164,34,104,12,91,8,0,4,1289,84,1.622,11.3,1.1,3.3,2.9,0.88,84,cornena01
122,Kevin Correia,22,1,3,1,0.75,3.66,10,7,1,0,0,0,39.1,41,16,16,6,18,1,28,4,0,2,173,116,1.5,9.4,1.4,4.1,6.4,1.56,116,correke01
123,David Cortes,29,2,0,0,,8.1,6,0,6,0,0,0,6.2,11,8,6,1,4,0,3,0,0,2,36,60,2.25,14.9,1.4,5.4,4.1,0.75,60,corteda01
124,Neal Cotts*,23,1,1,1,0.5,8.1,4,4,0,0,0,0,13.1,15,12,12,1,17,0,10,0,0,0,69,58,2.4,10.1,0.7,11.5,6.8,0.59,58,cottsne01
125,Doug Creek*,34,8,7,14,0.333,5.19,259,3,62,0,0,1,267,236,170,154,42,192,16,274,17,0,16,1215,87,1.603,8,1.4,6.5,9.2,1.43,87,creekdo01
126,Jack Cressend,28,4,5,4,0.556,3.97,111,0,25,0,0,0,145,150,69,64,13,50,5,96,4,0,4,621,115,1.379,9.3,0.8,3.1,6,1.92,115,cressja01
127,Jim Crowell*,29,1,0,1,0,9.95,2,1,1,0,0,0,6.1,12,7,7,2,5,0,3,0,0,0,36,46,2.684,17.1,2.8,7.1,4.3,0.6,46,croweji01
128,Mike Crudale,26,2,3,1,0.75,2.09,71,1,20,0,0,0,73.1,55,19,17,4,32,3,60,2,0,4,306,197,1.186,6.8,0.5,3.9,7.4,1.88,197,crudami01
129,Juan Cruz,24,3,8,19,0.296,4.43,78,23,17,0,0,1,203,190,116,100,22,104,5,185,17,0,5,900,94,1.448,8.4,1,4.6,8.2,1.78,94,cruzju02
130,Nelson Cruz,30,6,15,23,0.395,5.04,204,18,55,0,0,2,348.1,369,205,195,59,109,15,277,24,1,14,1518,93,1.372,9.5,1.5,2.8,7.2,2.54,93,cruzne01
131,Darwin Cubillan,30,2,1,0,1,7.09,49,0,17,0,0,0,59.2,83,49,47,10,37,1,46,1,0,2,293,69,2.011,12.5,1.5,5.6,6.9,1.24,69,cubilda01
132,Will Cunnane,29,7,12,11,0.522,5.16,175,12,39,0,0,3,261.2,294,167,150,35,124,16,223,9,0,9,1176,80,1.597,10.1,1.2,4.3,7.7,1.8,80,cunnawi01
133,Jeff D'Amico,27,7,44,50,0.468,4.49,132,124,2,5,4,0,753.1,787,419,376,114,215,25,482,25,2,17,3225,100,1.33,9.4,1.4,2.6,5.8,2.24,100,d'amije01
134,Omar Daal*,31,11,68,78,0.466,4.55,392,164,41,5,2,1,1198.2,1250,651,606,140,441,37,806,34,13,10,5183,95,1.411,9.4,1.1,3.3,6.1,1.83,95,daalom01
135,Vic Darensbourg*,32,6,7,15,0.318,5.1,280,0,67,0,0,2,273.2,293,164,155,31,116,18,219,10,3,6,1222,83,1.495,9.6,1,3.8,7.2,1.89,83,darenvi01
136,Doug Davis*,27,5,28,29,0.491,4.79,93,73,4,4,1,0,456.1,531,265,243,54,200,5,274,10,5,21,2051,99,1.602,10.5,1.1,3.9,5.4,1.37,99,davisdo02
137,Jason Davis,23,2,9,11,0.45,4.45,30,29,0,1,0,0,180,184,104,89,26,51,4,96,8,3,9,756,99,1.306,9.2,1.3,2.6,4.8,1.88,99,davisja02
138,Kane Davis,28,3,3,8,0.273,6.01,81,2,12,0,0,0,97.1,108,71,65,17,56,6,75,4,1,5,456,85,1.685,10,1.6,5.2,6.9,1.34,85,daviska01
139,Joey Dawley,31,2,0,0,,17.18,6,0,5,0,0,0,7.1,15,14,14,3,3,0,9,1,0,1,42,27,2.455,18.4,3.7,3.7,11,3,27,dawlejo01
140,Zach Day,25,2,13,9,0.591,4.06,42,25,5,1,1,1,168.2,160,82,76,11,74,5,86,11,0,14,733,110,1.387,8.5,0.6,3.9,4.6,1.16,110,dayza01
141,Valerio De Los Santos*,30,6,8,10,0.444,4.28,189,2,39,0,0,1,214.1,183,109,102,32,94,10,171,9,1,8,908,102,1.292,7.7,1.3,3.9,7.2,1.82,102,delosva01
142,Jorge De Paula,24,1,0,0,,0.79,4,1,3,0,0,0,11.1,3,1,1,1,1,0,7,1,0,0,38,570,0.353,2.4,0.8,0.8,5.6,7,570,depaujo01
