Rk,Name,Age,Yrs,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,WHIP,H9,HR9,BB9,SO9,SO/W,ERA+,Name-additional
16,Rick Ankiel*,20,2,11,8,0.579,3.46,40,35,1,0,0,1,208,163,92,80,23,104,2,233,7,2,14,872,135,1.284,7.1,1,4.5,10.1,2.24,135,ankieri01
17,Kevin Appier,32,12,136,105,0.564,3.63,324,312,2,33,11,0,2084.2,1926,913,841,166,759,41,1633,49,6,79,8786,125,1.288,8.3,0.7,3.3,7.1,2.15,125,appieke01
18,Tony Armas,22,2,7,10,0.412,4.19,18,18,0,0,0,0,101,82,53,47,10,52,3,61,3,0,5,431,115,1.327,7.3,0.9,4.6,5.4,1.17,115,armasto02
19,Jamie Arnold,26,2,2,7,0.222,5.73,50,7,23,0,0,2,108.1,119,81,69,7,58,2,42,10,0,5,494,77,1.634,9.9,0.6,4.8,3.5,0.72,77,arnolja01
20,Rolando Arrojo,34,3,31,35,0.47,4.7,88,88,0,4,2,0,515.1,544,286,269,68,193,10,383,49,3,9,2254,108,1.43,9.5,1.2,3.4,6.7,1.98,108,arrojro01
21,Bronson Arroyo,23,1,2,6,0.25,6.4,20,12,1,0,0,0,71.2,88,61,51,10,36,6,50,4,1,3,338,73,1.73,11.1,1.3,4.5,6.3,1.39,73,arroybr01
22,Andy Ashby,32,10,84,87,0.491,4.1,254,241,3,21,7,1,1542.1,1573,790,703,175,457,44,1016,50,4,51,6547,101,1.316,9.2,1,2.7,5.9,2.22,101,ashbyan01
23,Pedro Astacio,31,9,95,82,0.537,4.44,282,239,9,23,9,0,1573,1617,836,776,196,518,38,1222,76,14,45,6747,103,1.357,9.3,1.1,3,7,2.36,103,astacpe01
24,Steve Avery*,30,10,94,83,0.531,4.17,278,261,6,14,6,0,1538.2,1510,789,713,143,562,26,974,26,9,47,6538,100,1.347,8.8,0.8,3.3,5.7,1.73,100,averyst01
25,Manny Aybar,28,4,14,17,0.452,5.06,151,27,43,0,0,3,325.2,334,200,183,38,142,7,217,12,4,11,1443,88,1.462,9.2,1.1,3.9,6,1.53,88,aybarma01
26,Cory Bailey,29,6,5,5,0.5,4.23,82,0,24,0,0,0,93.2,98,47,44,5,52,8,65,1,1,6,414,104,1.601,9.4,0.5,5,6.2,1.25,104,baileco01
27,James Baldwin,28,6,62,48,0.564,5.09,167,149,4,5,1,0,920,985,556,520,135,349,13,624,34,7,47,4035,93,1.45,9.6,1.3,3.4,6.1,1.79,93,baldwja01
28,John Bale*,26,2,0,0,,14.29,3,0,0,0,0,0,5.2,7,10,9,2,5,0,10,2,0,0,32,39,2.118,11.1,3.2,7.9,15.9,2,39,balejo01
29,Willie Banks,31,7,31,38,0.449,4.93,147,84,21,1,1,1,560.2,595,351,307,60,284,16,392,12,9,39,2513,86,1.568,9.6,1,4.6,6.3,1.38,86,bankswi01
30,Lorenzo Barcelo,22,1,4,2,0.667,3.69,22,1,5,0,0,0,39,34,17,16,5,9,1,26,0,0,1,157,137,1.103,7.8,1.2,2.1,6,2.89,137,barcelo01
31,Miguel Batista,29,6,13,24,0.351,5.24,134,45,24,2,1,1,384.2,421,256,224,46,194,15,258,16,1,19,1744,85,1.599,9.9,1.1,4.5,6,1.33,85,batismi01
32,Rod Beck,31,10,29,37,0.439,3.2,574,0,451,0,0,260,628,574,241,223,70,143,25,534,16,2,17,2580,127,1.142,8.2,1,2,7.7,3.73,127,beckro01
33,Kevin Beirne,26,1,1,3,0.25,6.7,29,1,8,0,0,0,49.2,50,41,37,9,20,1,41,4,0,1,220,75,1.409,9.1,1.6,3.6,7.4,2.05,75,beirnke01
34,Tim Belcher,38,14,146,140,0.51,4.16,394,373,13,42,18,5,2442.2,2423,1253,1130,264,860,43,1519,58,10,73,10422,101,1.344,8.9,1,3.2,5.6,1.77,101,belchti01
35,Stan Belinda,33,12,41,37,0.526,4.15,585,0,263,0,0,79,685.1,590,336,316,85,285,43,622,34,0,25,2918,104,1.277,7.7,1.1,3.7,8.2,2.18,104,belinst01
36,Todd Belitz*,24,1,0,0,,2.7,5,0,3,0,0,0,3.1,4,2,1,0,4,0,3,0,0,1,19,190,2.4,10.8,0,10.8,8.1,0.75,190,belitto01
37,Derek Bell,31,1,0,0,,36,1,0,1,0,0,0,1,3,5,4,0,3,0,0,0,0,0,10,17,6,27,0,27,0,0,17,bellde01
38,Rob Bell,23,1,7,8,0.467,5,26,26,0,1,0,0,140.1,130,84,78,32,73,6,112,1,0,11,618,95,1.447,8.3,2.1,4.7,7.2,1.53,95,bellro01
39,Rigo Beltran*,30,4,2,3,0.4,4.34,76,5,28,0,0,1,105.2,109,58,51,13,43,3,106,1,0,8,465,104,1.438,9.3,1.1,3.7,9,2.47,104,beltrri01
40,Alan Benes,28,5,25,23,0.521,4.32,92,58,19,5,1,0,416.2,400,228,200,49,182,8,339,14,3,22,1803,98,1.397,8.6,1.1,3.9,7.3,1.86,98,benesal01
41,Andy Benes,32,12,143,128,0.528,3.86,358,351,3,20,9,1,2301,2175,1075,988,249,797,49,1858,44,16,62,9728,106,1.292,8.5,1,3.1,7.3,2.33,106,benesan01
42,Armando Benitez,27,7,19,23,0.452,3.04,360,0,217,0,0,100,367.2,228,132,124,41,208,15,517,11,1,7,1531,150,1.186,5.6,1,5.1,12.7,2.49,150,benitar01
43,Kris Benson,25,2,21,26,0.447,3.95,63,63,0,4,1,0,414.1,390,209,182,40,169,10,323,16,1,7,1776,117,1.349,8.5,0.9,3.7,7,1.91,117,bensokr01
44,Jason Bere,29,8,59,44,0.573,5.28,161,153,2,2,0,0,830.2,821,529,487,108,519,17,679,25,1,40,3779,86,1.613,8.9,1.2,5.6,7.4,1.31,86,bereja01
45,Sean Bergman,30,8,39,47,0.453,5.28,196,117,28,5,2,0,750.1,912,489,440,99,272,23,455,21,4,43,3359,83,1.578,10.9,1.2,3.3,5.5,1.67,83,bergmse01
46,Adam Bernero,23,1,0,1,0,4.19,12,4,4,0,0,0,34.1,33,18,16,3,13,1,20,1,0,1,141,113,1.34,8.7,0.8,3.4,5.2,1.54,113,bernead01
47,Rocky Biddle,24,1,1,2,0.333,8.34,4,4,0,0,0,0,22.2,31,25,21,5,8,0,7,0,0,2,105,61,1.721,12.3,2,3.2,2.8,0.88,61,biddlro01
48,Willie Blair,34,11,59,82,0.418,4.93,409,135,74,3,0,4,1250,1400,748,685,167,404,25,744,33,2,41,5451,90,1.443,10.1,1.2,2.9,5.4,1.84,90,blairwi01
49,Matt Blank*,24,1,0,1,0,5.14,13,0,3,0,0,0,14,12,8,8,1,5,1,4,1,0,0,63,96,1.214,7.7,0.6,3.2,2.6,0.8,96,blankma01
50,Doug Bochtler,29,6,9,18,0.333,4.57,220,0,58,0,0,6,260,231,140,132,36,166,23,215,6,2,22,1156,93,1.527,8,1.2,5.7,7.4,1.3,93,bochtdo01
51,Brian Boehringer,31,6,16,19,0.457,4.53,152,21,39,0,0,0,298.1,299,162,150,39,165,17,240,7,0,9,1344,96,1.555,9,1.2,5,7.2,1.45,96,boehrbr01
52,Tim Bogar,33,1,0,0,,4.5,2,0,2,0,0,0,2,2,1,1,1,1,0,1,0,0,0,9,127,1.5,9,4.5,4.5,4.5,1,127,bogarti01
53,Brian Bohanon*,31,11,49,52,0.485,5,284,138,26,8,2,2,1019,1102,627,566,122,442,22,624,51,2,40,4537,97,1.515,9.7,1.1,3.9,5.5,1.41,97,bohanbr01
54,Ricky Bones,31,10,59,78,0.431,4.84,314,164,39,11,1,1,1214.1,1351,715,653,160,431,25,523,47,6,36,5346,95,1.467,10,1.2,3.2,3.9,1.21,95,bonesri01
55,Pedro Borbon*,32,6,10,7,0.588,4.41,218,0,57,0,0,5,163.1,144,89,80,13,95,11,129,8,1,1,734,103,1.463,7.9,0.7,5.2,7.1,1.36,103,borbope02
56,Dave Borkowski,23,2,2,7,0.222,7.13,19,13,2,0,0,0,82,97,71,65,12,47,1,51,4,0,3,385,69,1.756,10.6,1.3,5.2,5.6,1.09,69,borkoda01
57,Toby Borland,31,5,9,7,0.563,4.01,165,0,44,0,0,8,224.2,220,117,100,16,120,13,178,15,0,31,1010,107,1.513,8.8,0.6,4.8,7.1,1.48,107,borlato02
58,Joe Borowski,29,4,5,7,0.417,4.43,57,0,26,0,0,0,69,78,36,34,6,41,9,33,1,0,1,316,101,1.725,10.2,0.8,5.3,4.3,0.8,101,borowjo01
59,Ricky Bottalico,30,7,24,31,0.436,4.01,364,0,258,0,0,111,421.2,370,196,188,47,223,18,402,14,1,20,1828,112,1.406,7.9,1,4.8,8.6,1.8,112,bottari01
60,Kent Bottenfield,31,8,44,44,0.5,4.43,279,107,48,2,1,9,859.2,889,462,423,107,369,27,527,26,3,15,3771,102,1.463,9.3,1.1,3.9,5.5,1.43,102,botteke01
61,Micah Bowie*,25,1,2,7,0.222,10.24,14,11,2,0,0,0,51,81,60,58,9,34,2,41,2,2,4,265,44,2.255,14.3,1.6,6,7.2,1.21,44,bowiemi01
62,Jason Boyd,27,2,0,1,0,6.13,34,0,11,0,0,0,39.2,44,30,27,2,26,4,36,2,0,2,185,78,1.765,10,0.5,5.9,8.2,1.38,78,boydja02
63,Chad Bradford,25,3,3,1,0.75,4.13,44,0,13,0,0,1,48,49,28,22,1,13,1,20,0,1,2,201,117,1.292,9.2,0.2,2.4,3.8,1.54,117,bradfch01
64,Jeff Brantley,36,13,43,45,0.489,3.35,597,18,372,0,0,172,838.1,728,336,312,100,357,50,717,27,13,25,3550,116,1.294,7.8,1.1,3.8,7.7,2.01,116,brantje01
65,Leslie Brea,26,1,0,1,0,11,6,1,3,0,0,0,9,12,11,11,1,10,0,5,1,0,1,49,45,2.444,12,1,10,5,0.5,45,breale01
66,Jamie Brewington,28,2,9,4,0.692,4.85,39,13,10,0,0,0,120.2,124,66,65,11,64,6,79,6,0,4,539,90,1.558,9.2,0.8,4.8,5.9,1.23,90,brewija01
67,Doug Brocail,33,9,28,36,0.438,3.87,338,42,96,0,0,5,563,564,271,242,60,190,20,403,21,5,23,2409,113,1.339,9,1,3,6.4,2.12,113,brocado01
68,Chris Brock,30,4,13,16,0.448,4.91,102,30,22,0,0,1,258.1,274,153,141,44,108,5,180,7,4,14,1146,90,1.479,9.5,1.5,3.8,6.3,1.67,90,brockch01
69,Jim Brower,27,2,5,4,0.556,5.75,26,13,2,0,0,0,87.2,107,58,56,19,41,2,50,3,0,3,406,86,1.688,11,2,4.2,5.1,1.22,86,broweji01
70,Kevin Brown,35,14,170,114,0.599,3.21,382,380,1,71,17,0,2660.2,2494,1091,948,161,730,36,1917,117,13,86,11046,130,1.212,8.4,0.5,2.5,6.5,2.63,130,brownke01
71,Mark Brownson,25,3,2,2,0.5,6.94,11,9,0,1,1,0,48,65,37,37,11,13,0,32,2,0,2,221,81,1.625,12.2,2.1,2.4,6,2.46,81,brownma04
72,Justin Brunette*,24,1,0,0,,5.79,4,0,2,0,0,0,4.2,8,3,3,0,5,0,2,0,1,1,27,87,2.786,15.4,0,9.6,3.9,0.4,87,bruneju01
73,Jim Bruske,35,5,9,1,0.9,4.13,105,1,26,0,0,2,144,154,77,66,16,68,6,95,8,0,9,646,100,1.542,9.6,1,4.3,5.9,1.4,100,bruskji01
74,Mike Buddie,29,3,4,1,0.8,5.44,31,2,10,0,0,0,49.2,57,33,30,6,14,2,26,3,1,2,216,84,1.43,10.3,1.1,2.5,4.7,1.86,84,buddimi01
75,Mark Buehrle*,21,1,4,1,0.8,4.21,28,3,6,0,0,0,51.1,55,27,24,5,19,1,37,3,0,0,225,120,1.442,9.6,0.9,3.3,6.5,1.95,120,buehrma01
76,Kirk Bullinger,30,3,1,0,1,7.3,15,0,2,0,0,0,12.1,20,11,10,1,2,0,6,0,1,0,58,66,1.784,14.6,0.7,1.5,4.4,3,66,bulliki01
77,Dave Burba,33,11,95,70,0.576,4.26,376,184,47,4,1,1,1361.1,1322,699,645,157,606,44,1100,40,2,55,5900,104,1.416,8.7,1,4,7.3,1.82,104,burbada01
78,John Burkett,35,12,129,107,0.547,4.35,350,330,7,18,4,1,2074.1,2278,1090,1003,195,533,40,1348,67,6,23,8877,96,1.355,9.9,0.8,2.3,5.8,2.53,96,burkejo03
79,A.J. Burnett,23,2,7,9,0.438,4.35,20,20,0,0,0,0,124,117,69,60,11,69,5,90,2,0,2,546,101,1.5,8.5,0.8,5,6.5,1.3,101,burnea.01
80,Paul Byrd,29,6,29,28,0.509,4.62,144,59,29,3,1,0,461.1,452,267,237,71,179,14,292,25,6,21,2007,99,1.368,8.8,1.4,3.5,5.7,1.63,99,byrdpa01
81,Tim Byrdak*,26,3,0,4,0,8.27,48,0,6,0,0,1,32.2,48,33,30,9,24,2,26,1,1,4,171,62,2.204,13.2,2.5,6.6,7.2,1.08,62,byrdati01
82,Jose Cabrera,28,4,6,3,0.667,4.32,93,0,40,0,0,2,108.1,108,53,52,14,33,5,88,3,1,5,461,109,1.302,9,1.2,2.7,7.3,2.67,109,cabrejo01
83,Cameron Cairncross*,28,1,1,0,1,3.86,15,0,2,0,0,0,9.1,11,4,4,1,3,1,8,0,0,0,40,132,1.5,10.6,1,2.9,7.7,2.67,132,cairnca01
84,Mickey Callaway,25,1,1,2,0.333,7.45,5,4,0,0,0,0,19.1,30,20,16,2,14,1,11,0,0,1,99,67,2.276,14,0.9,6.5,5.1,0.79,67,callami01
85,Eric Cammack,24,1,0,0,,6.3,8,0,2,0,0,0,10,7,7,7,1,10,1,9,1,0,0,48,73,1.7,6.3,0.9,9,8.1,0.9,73,cammaer01
86,Buddy Carlyle,22,2,1,3,0.25,7.08,11,7,2,0,0,0,40.2,42,35,32,7,20,0,31,2,0,1,180,60,1.525,9.3,1.5,4.4,6.9,1.55,60,carlybu01
87,Chris Carpenter,25,4,34,34,0.5,5.04,105,88,6,8,3,0,581.2,666,363,326,71,229,3,410,15,2,24,2574,95,1.539,10.3,1.1,3.5,6.3,1.79,95,carpech01
88,Giovanni Carrara,32,4,3,7,0.3,8.24,41,14,8,1,0,0,110.1,153,110,101,30,67,7,70,4,0,2,538,58,1.994,12.5,2.4,5.5,5.7,1.04,58,carragi01
89,Hector Carrasco,30,7,24,33,0.421,4.1,402,1,139,0,0,14,493.1,479,250,225,32,249,18,385,19,5,63,2196,111,1.476,8.7,0.6,4.5,7,1.55,111,carrahe01
90,Lance Carter,25,1,0,1,0,5.06,6,0,3,0,0,0,5.1,3,3,3,2,3,0,3,0,0,0,21,104,1.125,5.1,3.4,5.1,5.1,1,104,cartela02
91,Carlos Castillo,25,3,10,7,0.588,5.03,109,6,31,0,0,1,207.2,207,122,116,36,82,5,130,6,5,7,904,91,1.392,9,1.6,3.6,5.6,1.59,91,castica02
92,Frank Castillo,31,9,66,79,0.455,4.52,232,218,5,10,3,1,1290,1343,700,648,157,407,24,896,47,6,29,5554,94,1.357,9.4,1.1,2.8,6.3,2.2,94,castifr01
93,Norm Charlton*,37,12,47,52,0.475,3.75,561,37,270,1,1,96,851.2,762,400,355,66,398,27,760,28,9,73,3656,111,1.362,8.1,0.7,4.2,8,1.91,111,charlno01
94,Bruce Chen*,23,3,11,6,0.647,3.9,57,26,7,0,0,0,205.1,177,95,89,32,82,8,174,5,1,4,864,118,1.261,7.8,1.4,3.6,7.6,2.12,118,chenbr01
95,Randy Choate*,24,1,0,1,0,4.76,22,0,6,0,0,0,17,14,10,9,3,8,0,12,1,0,1,75,103,1.294,7.4,1.6,4.2,6.4,1.5,103,choatra01
96,Bobby Chouinard,28,4,11,8,0.579,4.41,103,13,24,0,0,1,173.1,187,98,85,22,64,9,105,4,0,6,760,112,1.448,9.7,1.1,3.3,5.5,1.64,112,chouibo01
97,Jason Christiansen*,30,6,15,20,0.429,4.17,299,0,86,0,0,10,284.2,260,141,132,21,146,30,287,10,2,18,1251,107,1.426,8.2,0.7,4.6,9.1,1.97,107,chrisja01
98,Mark Clark,32,10,74,71,0.51,4.61,219,197,3,15,3,0,1246.1,1364,687,638,154,367,21,728,24,6,47,5367,93,1.389,9.8,1.1,2.7,5.3,1.98,93,clarkma01
99,Roger Clemens,37,17,260,142,0.647,3.07,512,511,0,116,45,0,3666.2,3101,1385,1252,260,1186,44,3504,124,19,92,15089,146,1.169,7.6,0.6,2.9,8.6,2.95,146,clemero02
100,Matt Clement,25,3,25,29,0.463,4.82,69,67,0,0,0,0,399.1,399,245,214,40,218,7,318,25,0,36,1805,88,1.545,9,0.9,4.9,7.2,1.46,88,clemema01
101,Brad Clontz,29,6,22,8,0.733,4.34,272,0,63,0,0,8,277.2,276,147,134,30,120,26,210,12,1,4,1209,101,1.426,8.9,1,3.9,6.8,1.75,101,clontbr01
102,Pasqual Coco,22,1,0,0,,9,1,1,0,0,0,0,4,5,4,4,1,5,0,2,1,0,1,23,61,2.5,11.3,2.3,11.3,4.5,0.4,61,cocopa01
103,Dave Coggin,23,1,2,0,1,5.33,5,5,0,0,0,0,27,35,20,16,2,12,0,17,1,0,1,126,89,1.741,11.7,0.7,4,5.7,1.42,89,coggida01
104,Bartolo Colon,27,4,51,29,0.638,4.09,112,110,0,10,4,0,691,660,340,314,72,298,15,597,17,0,17,2975,119,1.386,8.6,0.9,3.9,7.8,2,119,colonba01
105,David Cone,37,15,184,116,0.613,3.4,420,390,9,56,22,1,2745,2336,1135,1037,237,1067,37,2540,96,32,140,11485,122,1.24,7.7,0.8,3.5,8.3,2.38,122,coneda01
106,Dennis Cook*,37,13,62,44,0.585,3.9,566,71,97,6,3,9,942,886,453,408,120,366,46,688,28,15,20,4004,106,1.329,8.5,1.1,3.5,6.6,1.88,106,cookde01
107,Brian Cooper,25,2,5,9,0.357,5.65,20,20,0,1,1,0,114.2,128,81,72,21,53,1,51,6,0,1,520,88,1.578,10,1.6,4.2,4,0.96,88,coopebr01
108,Rocky Coppinger,26,4,16,11,0.593,5.34,74,29,22,0,0,0,219,223,136,130,43,125,6,195,3,0,6,984,90,1.589,9.2,1.8,5.1,8,1.56,90,coppiro01
109,Francisco Cordero,25,2,3,4,0.429,4.95,76,0,17,0,0,0,96.1,106,58,53,13,66,5,68,4,0,8,456,101,1.785,9.9,1.2,6.2,6.4,1.03,101,cordefr01
110,Francisco Cordova,28,5,42,47,0.472,3.96,166,112,41,7,4,12,753.2,755,366,332,75,235,25,537,20,3,15,3182,112,1.314,9,0.9,2.8,6.4,2.29,112,cordofr01
111,Bryan Corey,26,1,0,0,,9,3,0,2,0,0,0,4,6,4,4,1,2,0,1,1,0,0,20,51,2,13.5,2.3,4.5,2.3,0.5,51,coreybr01
112,Rheal Cormier*,33,9,43,42,0.506,4.18,293,108,29,7,1,0,846.1,906,441,393,84,183,15,507,31,3,28,3580,100,1.287,9.6,0.9,1.9,5.4,2.77,100,cormirh01
113,Reid Cornelius,30,3,8,17,0.32,4.91,45,33,1,0,0,0,211,226,125,115,30,85,10,101,7,6,11,924,88,1.474,9.6,1.3,3.6,4.3,1.19,88,cornere01
114,David Cortes,26,1,0,0,,4.91,4,0,4,0,0,0,3.2,3,3,2,0,4,0,2,0,0,2,18,100,1.909,7.4,0,9.8,4.9,0.5,100,corteda01
115,Tim Crabtree,30,6,21,17,0.553,4.05,321,0,119,0,0,5,370.2,397,192,167,26,136,16,272,13,0,24,1622,121,1.438,9.6,0.6,3.3,6.6,2,121,crabtti01
116,Paxton Crawford,22,1,2,1,0.667,3.41,7,4,2,0,0,0,29,25,15,11,0,13,2,17,2,0,0,123,150,1.31,7.8,0,4,5.3,1.31,150,crawfpa02
117,Doug Creek*,31,5,2,7,0.222,5.53,120,3,26,0,0,1,135,114,93,83,23,96,6,141,4,0,6,605,82,1.556,7.6,1.5,6.4,9.4,1.47,82,creekdo01
118,Jack Cressend,25,1,0,0,,5.27,11,0,4,0,0,0,13.2,20,8,8,0,6,0,6,0,0,0,61,100,1.902,13.2,0,4,4,1,100,cressja01
119,Rich Croushore,29,3,5,11,0.313,4.88,111,0,31,0,0,11,142,131,87,77,16,83,8,149,9,0,17,652,95,1.507,8.3,1,5.3,9.4,1.8,95,crousri01
120,Jim Crowell*,26,1,0,1,0,9.95,2,1,1,0,0,0,6.1,12,7,7,2,5,0,3,0,0,0,36,46,2.684,17.1,2.8,7.1,4.3,0.6,46,croweji01
121,Nelson Cruz,27,3,7,9,0.438,5.04,75,6,27,0,0,0,134,142,77,75,21,45,5,103,6,0,7,583,94,1.396,9.5,1.4,3,6.9,2.29,94,cruzne01
122,Darwin Cubillan,27,1,1,0,1,9.45,20,0,6,0,0,0,33.1,52,36,35,9,25,0,27,1,0,1,172,54,2.31,14,2.4,6.8,7.3,1.08,54,cubilda01
123,Will Cunnane,26,4,9,5,0.643,5.33,108,11,23,0,0,0,163.2,187,111,97,22,83,7,136,6,0,7,743,77,1.65,10.3,1.2,4.6,7.5,1.64,77,cunnawi01
124,Jeff D'Amico,24,4,27,20,0.574,4,64,63,1,2,2,0,385,371,189,171,60,120,7,249,14,2,9,1623,119,1.275,8.7,1.4,2.8,5.8,2.08,119,d'amije01
125,Jeff D'Amico,25,1,0,1,0,9.22,7,1,1,0,0,0,13.2,19,14,14,2,15,1,9,0,2,1,71,56,2.488,12.5,1.3,9.9,5.9,0.6,56,d'amije02
126,Omar Daal*,28,8,40,51,0.44,4.49,302,92,37,5,2,1,758,775,409,378,83,301,30,541,23,10,8,3280,99,1.42,9.2,1,3.6,6.4,1.8,99,daalom01
127,Vic Darensbourg*,29,3,5,11,0.313,4.88,171,0,32,0,0,1,167.2,163,97,91,15,79,8,149,7,3,6,741,87,1.443,8.7,0.8,4.2,8,1.89,87,darenvi01
128,Joe Davenport,24,1,0,0,,0,3,0,2,0,0,0,1.2,1,0,0,0,2,0,0,0,0,0,7,,1.8,5.4,0,10.8,0,0,,davenjo01
129,Tom Davey,26,2,4,2,0.667,4.06,56,0,17,0,0,1,77.2,74,42,35,5,42,1,65,7,0,7,348,120,1.494,8.6,0.6,4.9,7.5,1.55,120,daveyto01
130,Doug Davis*,24,2,7,6,0.538,6.13,32,13,4,1,0,0,101.1,121,71,69,17,58,3,69,3,1,5,470,82,1.766,10.7,1.5,5.2,6.1,1.19,82,davisdo02
131,Kane Davis,25,1,0,3,0,12.6,8,2,1,0,0,0,15,27,24,21,4,13,0,4,2,1,0,85,40,2.667,16.2,2.4,7.8,2.4,0.31,40,daviska01
132,Valerio De Los Santos*,27,3,2,4,0.333,4.77,86,2,21,0,0,0,103.2,95,56,55,20,42,7,93,2,1,5,438,95,1.322,8.2,1.7,3.6,8.1,2.21,95,delosva01
133,Rick DeHart*,30,3,2,1,0.667,5.64,52,0,13,0,0,1,59,73,47,37,12,30,6,44,0,1,3,278,76,1.746,11.1,1.8,4.6,6.7,1.47,76,deharri01
134,Mike DeJean,29,4,14,9,0.609,4.95,224,1,56,0,0,4,256.1,289,155,141,30,110,17,130,6,0,13,1125,111,1.557,10.1,1.1,3.9,4.6,1.18,111,dejeami01
135,Miguel Del Toro,28,2,2,0,1,4.61,23,1,6,0,0,0,41,41,21,21,8,17,2,36,2,0,2,179,95,1.415,9,1.8,3.7,7.9,2.12,95,deltomi01
136,Ryan Dempster,23,3,22,23,0.489,4.46,72,69,1,2,1,0,428,428,226,212,57,228,10,370,20,0,17,1912,97,1.533,9,1.2,4.8,7.8,1.62,97,dempsry01
137,Sean DePaula,26,2,0,0,,5.4,24,0,7,0,0,0,28.1,28,17,17,3,17,2,34,0,0,0,128,94,1.588,8.9,1,5.4,10.8,2,94,depause01
138,Elmer Dessens,29,4,13,13,0.5,5.03,101,24,16,1,0,1,250.1,302,146,140,22,72,9,143,4,0,5,1097,92,1.494,10.9,0.8,2.6,5.1,1.99,92,desseel01
139,Matt DeWitt,22,1,1,0,1,8.56,8,0,4,0,0,0,13.2,20,13,13,4,9,0,6,2,0,1,68,61,2.122,13.2,2.6,5.9,4,0.67,61,dewitma01
140,Jason Dickson,27,4,26,25,0.51,4.99,73,63,6,2,1,0,397,474,242,220,60,122,5,214,15,2,11,1750,95,1.501,10.7,1.4,2.8,4.9,1.75,95,dicksja01
141,Craig Dingman,26,1,0,0,,6.55,10,0,4,0,0,0,11,18,8,8,1,3,0,8,0,0,0,51,76,1.909,14.7,0.8,2.5,6.5,2.67,76,dingmcr01
142,Jerry Dipoto,32,8,27,24,0.529,4.05,390,0,183,0,0,49,495.1,527,257,223,33,221,37,352,19,5,23,2175,120,1.51,9.6,0.6,4,6.4,1.59,120,dipotje01
