Rk,Name,Age,Yrs,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,WHIP,H9,HR9,BB9,SO9,SO/W,ERA+,Name-additional
143,Octavio Dotel,26,2,11,10,0.524,5.39,69,30,26,0,0,16,210.1,196,132,126,38,110,4,227,13,2,9,931,88,1.455,8.4,1.6,4.7,9.7,2.06,88,doteloc01
144,Scott Downs*,24,1,4,3,0.571,5.29,19,19,0,0,0,0,97,122,62,57,13,40,1,63,5,0,1,442,87,1.67,11.3,1.2,3.7,5.8,1.58,87,downssc01
145,Darren Dreifort,28,6,39,45,0.464,4.28,188,87,35,3,3,10,667,636,349,317,68,281,14,581,34,9,41,2886,97,1.375,8.6,0.9,3.8,7.8,2.07,97,dreifda01
146,Tim Drew,21,1,1,0,1,10,3,3,0,0,0,0,9,17,12,10,1,8,0,5,1,0,0,51,51,2.778,17,1,8,5,0.63,51,drewti01
147,Chad Durbin,22,2,2,5,0.286,7.96,17,16,0,0,0,0,74.2,92,71,66,14,44,1,40,0,0,8,358,64,1.821,11.1,1.7,5.3,4.8,0.91,64,durbich01
148,Mike Duvall*,25,3,1,1,0.5,4.47,45,0,7,0,0,0,46.1,55,26,23,5,30,1,19,2,1,4,217,112,1.835,10.7,1,5.8,3.7,0.63,112,duvalmi01
149,Adam Eaton,22,1,7,4,0.636,4.13,22,22,0,0,0,0,135,134,63,62,14,61,3,90,2,0,3,583,103,1.444,8.9,0.9,4.1,6,1.48,103,eatonad01
150,Dave Eiland,33,10,12,27,0.308,5.74,92,70,6,0,0,0,373,465,274,238,46,118,7,153,16,2,5,1687,77,1.563,11.2,1.1,2.8,3.7,1.3,77,eilanda01
151,Darrell Einertson,27,1,0,0,,3.55,11,0,4,0,0,0,12.2,16,9,5,1,4,0,3,0,0,0,58,139,1.579,11.4,0.7,2.8,2.1,0.75,139,einerda01
152,Joey Eischen*,30,4,1,2,0.333,4.37,71,0,22,0,0,0,90.2,100,51,44,8,46,8,69,7,0,6,417,98,1.61,9.9,0.8,4.6,6.8,1.5,98,eischjo01
153,Scott Elarton,24,3,28,13,0.683,4.14,100,47,15,2,0,3,373.2,349,193,172,42,147,1,308,11,0,12,1606,113,1.327,8.4,1,3.5,7.4,2.1,113,elartsc01
154,Cal Eldred,32,10,74,67,0.525,4.52,194,189,2,19,4,0,1190.2,1160,635,598,149,507,8,783,40,2,32,5161,101,1.4,8.8,1.1,3.8,5.9,1.54,101,eldreca01
155,Robert Ellis,29,1,0,0,,0,3,0,3,0,0,0,5,0,0,0,0,4,0,5,0,0,1,19,,0.8,0,0,7.2,9,1.25,,ellisro02
156,Alan Embree*,30,7,17,15,0.531,4.41,303,4,75,0,0,4,292,268,157,143,33,139,9,258,10,2,15,1267,99,1.394,8.3,1,4.3,8,1.86,99,embreal01
157,Trevor Enders*,25,1,0,1,0,10.61,9,0,4,0,0,0,9.1,14,13,11,2,5,0,5,0,0,0,46,48,2.036,13.5,1.9,4.8,4.8,1,48,endertr01
158,Todd Erdos,26,4,2,0,1,5.7,53,0,18,0,0,2,77.1,90,53,49,10,37,2,51,9,0,6,366,79,1.642,10.5,1.2,4.3,5.9,1.38,79,erdosto01
159,Scott Erickson,32,11,135,116,0.538,4.43,326,322,2,48,16,0,2106.1,2281,1126,1037,191,745,28,1152,88,3,60,9123,102,1.437,9.7,0.8,3.2,4.9,1.55,102,ericksc01
160,Kelvim Escobar,24,4,34,31,0.523,5.04,125,64,35,4,1,16,464.2,489,285,260,51,220,7,379,13,1,10,2070,97,1.526,9.5,1,4.3,7.3,1.72,97,escobke01
161,Shawn Estes*,27,6,55,42,0.567,4.3,133,133,0,9,6,0,831,794,433,397,63,444,14,686,24,4,50,3634,97,1.49,8.6,0.7,4.8,7.4,1.55,97,estessh01
162,Horacio Estrada*,24,2,3,0,1,6.54,11,4,4,0,0,0,31.2,40,24,23,9,24,4,18,2,0,3,159,71,2.021,11.4,2.6,6.8,5.1,0.75,71,estraho01
163,Leo Estrella,25,1,0,0,,5.79,2,0,1,0,0,0,4.2,9,3,3,1,0,0,3,0,0,0,21,93,1.929,17.4,1.9,0,5.8,,93,estrele01
164,Seth Etherton,23,1,5,1,0.833,5.52,11,11,0,0,0,0,60.1,68,38,37,16,22,0,32,1,0,2,270,91,1.492,10.1,2.4,3.3,4.8,1.45,91,etherse01
165,Scott Eyre*,28,4,9,14,0.391,5.66,78,29,21,0,0,0,211.2,243,151,133,44,122,3,142,5,0,10,980,82,1.724,10.3,1.9,5.2,6,1.16,82,eyresc01
166,Brian Falkenborg,22,1,0,0,,0,2,0,0,0,0,0,3,2,0,0,0,2,0,1,0,0,0,12,,1.333,6,0,6,3,0.5,,falkebr01
167,Kyle Farnsworth,24,2,7,18,0.28,5.57,73,26,9,1,1,1,207,230,138,128,42,102,9,144,7,1,10,950,81,1.604,10,1.8,4.4,6.3,1.41,81,farnsky01
168,Jeff Fassero*,37,10,100,91,0.524,3.89,404,217,68,17,2,10,1595.1,1592,783,689,162,557,30,1326,27,6,70,6868,114,1.347,9,0.9,3.1,7.5,2.38,114,fasseje01
169,Alex Fernandez,30,10,107,87,0.552,3.74,263,261,1,33,10,0,1760.1,1693,804,731,190,552,29,1252,35,2,38,7370,115,1.275,8.7,1,2.8,6.4,2.27,115,fernaal01
170,Osvaldo Fernandez,33,3,14,20,0.412,4.42,56,53,1,3,0,0,307.2,336,167,151,35,103,8,173,12,4,9,1343,96,1.427,9.8,1,3,5.1,1.68,96,fernaos01
171,Mike Fetters,35,12,25,35,0.417,3.59,473,6,241,0,0,90,589.2,572,275,235,49,273,30,413,22,4,38,2549,125,1.433,8.7,0.7,4.2,6.3,1.51,125,fettemi01
172,Nelson Figueroa,26,1,0,1,0,7.47,3,3,0,0,0,0,15.2,17,13,13,4,5,0,7,0,0,2,68,65,1.404,9.8,2.3,2.9,4,1.4,65,figuene01
173,Chuck Finley*,37,15,181,151,0.545,3.76,470,413,24,60,14,0,2893,2755,1342,1208,277,1219,30,2340,73,22,126,12334,118,1.374,8.6,0.9,3.8,7.3,1.92,118,finlech01
174,Tony Fiore,28,1,1,1,0.5,8.4,11,0,3,0,0,0,15,21,16,14,3,9,2,8,2,0,1,74,60,2,12.6,1.8,5.4,4.8,0.89,60,fioreto01
175,Bryce Florie,30,7,20,23,0.465,4.34,254,29,66,0,0,2,485,488,274,234,45,236,27,388,20,4,35,2142,107,1.493,9.1,0.8,4.4,7.2,1.64,107,floribr01
176,Ben Ford,24,2,0,1,0,9.43,12,2,2,0,0,0,21,27,23,22,3,10,0,10,5,0,1,101,50,1.762,11.6,1.3,4.3,4.3,1,50,fordbe01
177,Scott Forster*,28,1,0,1,0,7.88,42,0,10,0,0,0,32,28,31,28,5,25,1,23,2,0,2,154,62,1.656,7.9,1.4,7,6.5,0.92,62,forstsc01
178,Kevin Foster,31,6,32,29,0.525,4.79,91,83,2,2,0,0,492,479,280,262,86,210,12,401,11,3,10,2123,88,1.4,8.8,1.6,3.8,7.3,1.91,88,fosteke01
179,Keith Foulke,27,4,13,11,0.542,3.71,220,8,112,0,0,47,332,277,142,137,42,86,11,325,13,1,6,1354,128,1.093,7.5,1.1,2.3,8.8,3.78,128,foulkke01
180,Chad Fox,29,3,1,5,0.167,4.25,85,0,22,0,0,0,91,91,47,43,9,40,0,104,2,1,10,398,101,1.44,9,0.9,4,10.3,2.6,101,foxch02
181,John Franco*,39,17,82,74,0.526,2.68,940,0,725,0,0,420,1097,1007,389,327,62,430,70,857,17,8,46,4648,147,1.31,8.3,0.5,3.5,7,1.99,147,francjo01
182,Ryan Franklin,27,1,0,0,,4.76,6,0,2,0,0,0,11.1,10,6,6,2,8,1,6,1,0,0,51,107,1.588,7.9,1.6,6.4,4.8,0.75,107,frankry01
183,Wayne Franklin*,26,1,0,0,,5.48,25,0,4,0,0,0,21.1,24,14,13,2,12,1,21,4,1,0,103,92,1.688,10.1,0.8,5.1,8.9,1.75,92,frankwa01
184,John Frascatore,30,6,19,17,0.528,4.09,262,5,74,0,0,1,354.2,375,181,161,46,141,19,197,20,0,15,1564,110,1.455,9.5,1.2,3.6,5,1.4,110,frascjo01
185,Aaron Fultz*,26,1,5,2,0.714,4.67,58,0,18,0,0,1,69.1,67,38,36,8,28,0,62,3,2,0,299,92,1.37,8.7,1,3.6,8,2.21,92,fultzaa01
186,Chris Fussell,24,3,5,9,0.357,6.9,40,19,5,0,0,2,135.2,159,112,104,28,89,6,91,7,0,9,632,73,1.828,10.5,1.9,5.9,6,1.02,73,fussech01
187,Mike Fyhrie,30,3,0,5,0,3.97,50,7,12,0,0,0,106.2,119,50,47,12,39,5,69,0,0,0,469,125,1.481,10,1,3.3,5.8,1.77,125,fyhrimi01
188,Eric Gagne,24,2,5,7,0.417,4.45,25,24,0,0,0,0,131.1,124,70,65,23,75,1,109,3,0,5,583,97,1.515,8.5,1.6,5.1,7.5,1.45,97,gagneer01
189,Rich Garces,29,8,17,8,0.68,3.38,199,0,48,0,0,6,253,214,110,95,22,127,16,229,4,1,4,1095,145,1.348,7.6,0.8,4.5,8.1,1.8,145,garceri01
190,Freddy Garcia,23,2,26,13,0.667,4.01,54,53,0,2,1,0,325.2,317,158,145,34,154,8,249,12,5,16,1426,121,1.446,8.8,0.9,4.3,6.9,1.62,121,garcifr03
191,Mike Garcia,32,2,1,2,0.333,7.36,20,0,4,0,0,0,18.1,23,16,15,2,10,1,18,0,0,1,84,65,1.8,11.3,1,4.9,8.8,1.8,65,garcimi03
192,Mark Gardner,38,12,94,88,0.516,4.51,322,260,18,15,8,1,1673,1659,903,839,220,594,34,1203,62,13,29,7142,89,1.347,8.9,1.2,3.2,6.5,2.03,89,gardnma01
193,Daniel Garibay*,27,1,2,8,0.2,6.03,30,8,6,0,0,0,74.2,88,54,50,9,39,1,46,1,0,4,345,76,1.701,10.6,1.1,4.7,5.5,1.18,76,garibda01
194,Jon Garland,20,1,4,8,0.333,6.46,15,13,1,0,0,0,69.2,82,55,50,10,40,0,42,1,0,4,324,78,1.751,10.6,1.3,5.2,5.4,1.05,78,garlajo01
195,Matt Ginter,22,1,1,0,1,13.5,7,0,3,0,0,0,9.1,18,14,14,5,7,0,6,0,0,1,52,38,2.679,17.4,4.8,6.8,5.8,0.86,38,gintema01
196,Keith Glauber,28,2,0,0,,3,7,0,2,0,0,0,15,11,5,5,0,3,0,8,1,0,2,61,158,0.933,6.6,0,1.8,4.8,2.67,158,glaubke01
197,Tom Glavine*,34,14,208,125,0.625,3.39,434,434,0,49,20,0,2900.2,2751,1211,1091,202,965,92,1811,40,7,55,12165,121,1.281,8.5,0.6,3,5.6,1.88,121,glavito02
198,Gary Glover,23,1,0,0,,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,,1,0,0,9,0,0,,glovega01
199,Ryan Glynn,25,2,7,11,0.389,6.22,29,26,2,0,0,0,143.1,178,111,99,25,76,2,72,4,1,6,674,81,1.772,11.2,1.6,4.8,4.5,0.95,81,glynnry01
200,Wayne Gomes,27,4,23,18,0.561,4.44,246,0,113,0,0,27,283.2,281,153,140,24,150,9,217,9,1,21,1264,103,1.519,8.9,0.8,4.8,6.9,1.45,103,gomeswa01
201,Geremi Gonzalez,25,2,18,16,0.529,4.71,43,43,0,2,2,0,254,250,145,133,29,110,10,163,5,4,3,1106,92,1.417,8.9,1,3.9,5.8,1.48,92,gonzaje01
202,Dwight Gooden,35,16,194,112,0.634,3.51,430,410,4,68,24,3,2800.2,2564,1198,1091,210,954,42,2293,78,33,76,11705,111,1.256,8.2,0.7,3.1,7.4,2.4,111,goodedw01
203,Tom Gordon,32,12,104,96,0.52,4.15,444,203,158,18,4,71,1645,1516,835,759,133,807,36,1431,28,4,91,7142,108,1.412,8.3,0.7,4.4,7.8,1.77,108,gordoto01
204,Danny Graves,26,5,22,13,0.629,3.32,233,0,156,0,0,65,339.1,317,144,125,28,149,16,199,7,1,12,1445,140,1.373,8.4,0.7,4,5.3,1.34,140,graveda01
205,Jason Green,25,1,1,1,0.5,6.62,14,0,1,0,0,0,17.2,15,16,13,3,20,1,19,1,0,0,87,76,1.981,7.6,1.5,10.2,9.7,0.95,76,greenja01
206,Seth Greisinger,24,1,6,9,0.4,5.12,21,21,0,0,0,0,130,142,79,74,17,48,2,66,4,0,3,562,92,1.462,9.8,1.2,3.3,4.6,1.38,92,greisse01
207,Jason Grilli,23,1,1,0,1,5.4,1,1,0,0,0,0,6.2,11,4,4,0,2,0,3,2,0,0,35,86,1.95,14.9,0,2.7,4.1,1.5,86,grillja01
208,Jason Grimsley,32,9,28,29,0.491,5.11,219,72,50,3,1,3,597.1,616,372,339,52,345,18,385,36,2,72,2729,89,1.609,9.3,0.8,5.2,5.8,1.12,89,grimsja01
209,Buddy Groom*,34,9,21,21,0.5,5.1,479,15,88,0,0,12,467.2,541,285,265,47,197,27,306,11,3,17,2093,91,1.578,10.4,0.9,3.8,5.9,1.55,91,groombu01
210,Kip Gross,35,6,7,8,0.467,3.9,73,12,22,1,0,0,147.2,168,80,64,14,66,5,81,3,2,7,661,102,1.585,10.2,0.9,4,4.9,1.23,102,grosski01
211,Eddie Guardado*,29,8,25,38,0.397,5.06,438,25,110,0,0,18,498,512,291,280,78,213,23,408,9,2,13,2176,96,1.456,9.3,1.4,3.8,7.4,1.92,96,guarded01
212,Eric Gunderson*,34,10,8,11,0.421,4.95,254,5,47,0,0,2,229,274,140,126,29,84,18,137,10,3,13,1031,94,1.563,10.8,1.1,3.3,5.4,1.63,94,gundeer01
213,Mark Guthrie*,34,12,38,46,0.452,4.18,578,43,134,3,1,12,835.2,865,433,388,85,320,45,658,14,5,53,3609,103,1.418,9.3,0.9,3.4,7.1,2.06,103,guthrma01
214,Domingo Guzman,25,2,0,1,0,19.5,8,0,2,0,0,0,6,14,13,13,1,4,2,4,2,0,0,39,24,3,21,1.5,6,6,1,24,guzmado01
215,Geraldo Guzman,27,1,5,4,0.556,5.37,13,10,0,0,0,0,60.1,66,36,36,8,22,0,52,2,0,3,259,89,1.459,9.8,1.2,3.3,7.8,2.36,89,guzmage01
216,Juan Guzman,33,10,91,79,0.535,4.08,240,240,0,17,3,0,1483.1,1360,750,672,149,667,22,1243,35,6,105,6373,112,1.367,8.3,0.9,4,7.5,1.86,112,guzmaju01
217,Luther Hackman,25,2,1,2,0.333,10.61,6,3,0,0,0,0,18.2,30,22,22,5,16,1,10,1,0,0,101,55,2.464,14.5,2.4,7.7,4.8,0.63,55,hackmlu01
218,John Halama*,28,3,26,20,0.565,4.74,74,60,7,2,2,0,378,436,217,199,39,125,3,213,11,2,10,1646,100,1.484,10.4,0.9,3,5.1,1.7,100,halamjo01
219,Roy Halladay,23,3,13,14,0.481,5.77,57,33,6,2,1,1,231,272,167,148,35,123,1,139,6,1,12,1070,86,1.71,10.6,1.4,4.8,5.4,1.13,86,hallaro01
220,Shane Halter,30,2,0,0,,0,2,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,4,,2,9,0,9,0,0,,haltesh01
221,Joey Hamilton,29,7,64,53,0.547,4.07,174,166,3,7,4,0,1065.2,1058,528,482,96,394,23,710,51,2,37,4569,101,1.363,8.9,0.8,3.3,6,1.8,101,hamiljo02
222,Chris Hammond*,34,9,46,55,0.455,4.54,191,136,12,5,3,1,843.2,902,465,426,81,313,22,513,23,9,29,3657,91,1.44,9.6,0.9,3.3,5.5,1.64,91,hammoch01
223,Mike Hampton*,27,8,85,53,0.616,3.44,241,187,9,16,7,1,1260.2,1234,563,482,88,489,18,852,29,8,45,5374,121,1.367,8.8,0.6,3.5,6.1,1.74,121,hamptmi01
224,Chris Haney*,31,10,38,52,0.422,5.11,172,125,7,8,4,0,794.2,892,496,451,92,276,8,427,27,3,37,3497,90,1.47,10.1,1,3.1,4.8,1.55,90,haneych01
225,Tim Harikkala,28,3,1,2,0.333,9.15,9,1,3,0,0,0,20.2,26,21,21,2,9,1,9,2,0,1,96,57,1.694,11.3,0.9,3.9,3.9,1,57,harikti01
226,Pete Harnisch,33,13,110,100,0.524,3.84,314,311,1,24,11,0,1923.2,1774,897,821,214,699,38,1351,48,12,48,8160,104,1.286,8.3,1,3.3,6.3,1.93,104,harnipe01
227,Travis Harper,24,1,1,2,0.333,4.78,6,5,0,1,1,0,32,30,17,17,5,15,0,14,1,0,1,141,104,1.406,8.4,1.4,4.2,3.9,0.93,104,harpetr01
228,Chad Harville,23,1,0,2,0,6.91,15,0,8,0,0,0,14.1,18,11,11,2,10,1,15,0,1,3,69,68,1.953,11.3,1.3,6.3,9.4,1.5,68,harvich01
229,Shigetoshi Hasegawa,31,4,25,21,0.543,3.82,241,8,89,0,0,16,386.2,384,184,164,53,150,16,259,9,4,13,1646,126,1.381,8.9,1.2,3.5,6,1.73,126,hasegsh01
230,LaTroy Hawkins,27,6,28,49,0.364,5.76,165,98,39,2,0,14,609,765,420,390,93,221,4,358,12,7,33,2746,85,1.619,11.3,1.4,3.3,5.3,1.62,85,hawkila01
231,Jimmy Haynes,27,6,38,47,0.447,5.63,139,118,10,1,1,1,722,822,492,452,90,378,17,467,18,3,34,3282,82,1.662,10.2,1.1,4.7,5.8,1.24,82,hayneji01
232,Rick Helling,29,7,60,47,0.561,4.65,167,137,11,8,3,0,896,873,493,463,139,373,15,612,24,2,28,3866,104,1.391,8.8,1.4,3.7,6.1,1.64,104,helliri01
233,Oscar Henriquez,26,2,0,1,0,7.88,19,0,5,0,0,0,24,28,24,21,4,15,0,22,2,0,1,117,53,1.792,10.5,1.5,5.6,8.3,1.47,53,henrios01
234,Doug Henry,36,10,32,40,0.444,3.95,529,0,270,0,0,82,590,536,293,259,69,296,40,484,14,2,36,2569,108,1.41,8.2,1.1,4.5,7.4,1.64,108,henrydo01
235,Pat Hentgen,31,10,120,88,0.577,4.21,285,255,11,32,10,0,1750,1789,890,818,215,646,23,1113,40,9,59,7521,111,1.391,9.2,1.1,3.3,5.7,1.72,111,hentgpa01
236,Felix Heredia*,25,5,19,11,0.633,4.71,291,2,72,0,0,5,242.2,233,143,127,19,136,11,220,9,1,17,1092,92,1.521,8.6,0.7,5,8.2,1.62,92,heredfe01
237,Gil Heredia,34,9,50,43,0.538,4.32,243,110,43,4,0,4,844.1,935,448,405,88,192,20,499,26,2,14,3600,104,1.335,10,0.9,2,5.3,2.6,104,heredgi01
238,Matt Herges,30,2,11,5,0.688,3.33,76,4,26,0,0,1,135,124,56,50,12,48,5,93,7,0,4,565,130,1.274,8.3,0.8,3.2,6.2,1.94,130,hergema01
239,Dustin Hermanson,27,6,47,48,0.495,4.17,170,122,17,4,2,4,805,801,427,373,93,292,15,559,16,6,20,3441,106,1.358,9,1,3.3,6.2,1.91,106,hermadu01
240,Liván Hernández,25,5,44,38,0.537,4.19,114,113,0,16,2,0,773.1,830,396,360,87,293,17,545,15,5,9,3374,100,1.452,9.7,1,3.4,6.3,1.86,100,hernali01
241,Orlando Hernandez,34,3,41,26,0.612,4,83,83,0,8,2,0,551,486,265,245,69,190,5,429,20,2,10,2304,117,1.227,7.9,1.1,3.1,7,2.26,117,hernaor01
242,Roberto Hernandez,35,10,42,42,0.5,3.04,580,3,488,0,0,266,655.1,567,248,221,49,267,23,631,21,1,22,2779,150,1.273,7.8,0.7,3.7,8.7,2.36,150,hernaro01
243,Orel Hershiser,41,18,204,150,0.576,3.48,510,466,19,68,25,5,3130.1,2939,1366,1211,235,1007,108,2014,117,23,121,13150,112,1.261,8.4,0.7,2.9,5.8,2,112,hershor01
244,Erik Hiljus,27,2,0,0,,5.84,9,0,2,0,0,0,12.1,12,8,8,3,6,0,3,0,0,0,51,87,1.459,8.8,2.2,4.4,2.2,0.5,87,hiljuer01
245,Ken Hill,34,13,117,108,0.52,4.03,327,315,3,19,8,0,1965.2,1928,966,881,158,847,41,1179,46,13,76,8482,107,1.412,8.8,0.7,3.9,5.4,1.39,107,hillke01
246,Brett Hinchliffe,25,2,0,4,0,8.63,13,4,2,0,0,0,32.1,42,32,31,10,22,0,14,4,0,2,160,59,1.979,11.7,2.8,6.1,3.9,0.64,59,hinchbr01
247,Sterling Hitchcock*,29,9,61,62,0.496,4.69,209,175,8,9,2,3,1067,1115,598,556,152,395,18,841,37,10,53,4645,93,1.415,9.4,1.3,3.3,7.1,2.13,93,hitchst01
248,Kevin Hodges,27,1,0,0,,5.19,13,0,7,0,0,0,17.1,18,10,10,4,12,0,7,2,0,1,73,90,1.731,9.3,2.1,6.2,3.6,0.58,90,hodgeke01
249,Trevor Hoffman,32,8,40,35,0.533,2.72,509,0,413,0,0,271,581.1,426,196,176,53,175,39,665,4,0,34,2332,150,1.034,6.6,0.8,2.7,10.3,3.8,150,hoffmtr01
250,Darren Holmes,34,11,32,29,0.525,4.47,454,6,190,0,0,58,583.1,621,314,290,55,233,32,488,13,4,25,2572,106,1.464,9.6,0.8,3.6,7.5,2.09,106,holmeda01
251,Chris Holt,28,4,21,42,0.333,4.51,103,90,6,3,1,1,585.1,656,324,293,51,196,8,346,24,1,17,2541,99,1.456,10.1,0.8,3,5.3,1.77,99,holtch01
252,Mike Holtz*,27,5,13,16,0.448,4.49,238,0,43,0,0,3,166.1,160,94,83,15,82,10,157,10,0,10,733,109,1.455,8.7,0.8,4.4,8.5,1.91,109,holtzmi01
253,Mark Holzemer*,30,6,2,5,0.286,7.69,94,4,24,0,0,1,100.2,138,93,86,15,47,3,64,9,0,4,490,62,1.838,12.3,1.3,4.2,5.7,1.36,62,holzema01
254,Craig House,22,1,1,1,0.5,7.24,16,0,3,0,0,0,13.2,13,11,11,3,17,0,8,2,0,0,69,82,2.195,8.6,2,11.2,5.3,0.47,82,housecr01
255,Bob Howry,26,3,7,10,0.412,3.31,178,0,98,0,0,44,193,149,80,71,21,86,7,191,9,1,7,804,147,1.218,6.9,1,4,8.9,2.22,147,howrybo01
256,Tim Hudson,24,2,31,8,0.795,3.77,53,53,0,3,2,0,338.2,290,156,142,32,144,7,301,11,0,13,1427,123,1.281,7.7,0.9,3.8,8,2.09,123,hudsoti01
257,Hideki Irabu,31,4,31,25,0.554,5.1,85,75,2,4,2,0,450.1,474,269,255,77,156,1,357,17,6,22,1958,90,1.399,9.5,1.5,3.1,7.1,2.29,90,irabuhi01
258,Jason Isringhausen,27,5,24,26,0.48,4.37,146,52,77,3,1,42,428,449,228,208,37,192,16,302,17,2,30,1886,96,1.498,9.4,0.8,4,6.4,1.57,96,isrinja01
259,Michael Jackson,35,14,53,61,0.465,3.26,835,7,377,0,0,138,1017.2,801,409,369,101,414,72,905,47,25,34,4232,130,1.194,7.1,0.9,3.7,8,2.19,130,jacksmi02
260,Thomas Jacquez*,24,1,0,0,,11.05,9,0,2,0,0,1,7.1,10,9,9,2,3,1,6,0,0,0,34,44,1.773,12.3,2.5,3.7,7.4,2,44,jacquth01
261,Mike James,32,5,15,12,0.556,3.37,235,0,69,0,0,11,264.2,230,111,99,23,127,15,211,21,0,9,1142,142,1.349,7.8,0.8,4.3,7.2,1.66,142,jamesmi01
262,Kevin Jarvis,30,6,15,23,0.395,6.43,109,59,17,3,2,1,414,530,327,296,83,148,10,225,11,0,12,1894,73,1.638,11.5,1.8,3.2,4.9,1.52,73,jarvike01
263,Jose Jimenez,26,3,13,16,0.448,4.87,105,31,55,2,2,24,255,258,149,138,20,107,8,169,14,1,15,1122,101,1.431,9.1,0.7,3.8,6,1.58,101,jimenjo01
264,Jason Johnson,26,4,11,22,0.333,6.1,63,47,3,0,0,0,289,323,211,196,48,144,2,189,10,1,10,1317,77,1.616,10.1,1.5,4.5,5.9,1.31,77,johnsja02
265,Jonathan Johnson,25,3,1,1,0.5,7.18,17,1,3,0,0,0,36.1,48,32,29,3,26,2,29,7,0,2,187,71,2.037,11.9,0.7,6.4,7.2,1.12,71,johnsjo08
266,Mark Johnson,25,1,0,1,0,7.5,9,3,3,0,0,0,24,25,23,20,3,16,1,11,1,0,2,116,63,1.708,9.4,1.1,6,4.1,0.69,63,johnsma05
267,Mike Johnson,24,4,7,14,0.333,6.97,71,32,10,0,0,2,206.2,241,163,160,44,99,6,137,11,0,15,953,66,1.645,10.5,1.9,4.3,6,1.38,66,johnsmi02
268,Randy Johnson*,36,13,179,95,0.653,3.19,366,357,4,76,28,2,2498.2,1932,1002,887,222,1089,16,3040,107,23,80,10382,138,1.209,7,0.8,3.9,10.9,2.79,138,johnsra05
269,John Johnstone,31,8,15,19,0.441,4.01,234,0,52,0,0,3,278.1,269,138,124,38,115,21,234,9,1,7,1208,105,1.38,8.7,1.2,3.7,7.6,2.03,105,johnsjo07
270,Bobby Jones,30,8,74,56,0.569,4.13,193,190,0,10,4,0,1215.2,1255,628,558,137,353,32,714,33,8,13,5154,101,1.323,9.3,1,2.6,5.3,2.02,101,jonesbo03
271,Bobby Jones*,28,4,14,20,0.412,5.77,80,45,6,1,0,0,294.2,333,207,189,40,169,1,208,15,1,8,1371,93,1.704,10.2,1.2,5.2,6.4,1.23,93,jonesbo04
272,Doug Jones,43,16,69,79,0.466,3.3,846,4,640,0,0,303,1128.1,1155,465,414,86,247,53,909,39,6,18,4754,129,1.243,9.2,0.7,2,7.3,3.68,129,jonesdo01
273,Marcus Jones,25,1,0,0,,15.43,1,1,0,0,0,0,2.1,5,4,4,1,3,0,1,0,0,0,15,35,3.429,19.3,3.9,11.6,3.9,0.33,35,jonesma02
274,Todd Jones,32,8,30,28,0.517,3.54,459,0,331,0,0,170,530.2,479,230,209,43,256,37,486,18,1,26,2281,122,1.385,8.1,0.7,4.3,8.2,1.9,122,jonesto02
275,Mike Judd,25,4,3,2,0.6,8.41,16,5,3,0,0,0,46,57,43,43,10,24,1,45,3,0,3,214,52,1.761,11.2,2,4.7,8.8,1.88,52,juddmi01
276,Scott Kamieniecki,36,10,53,59,0.473,4.52,250,138,37,8,0,5,975.2,1006,519,490,105,446,34,542,32,1,35,4254,97,1.488,9.3,1,4.1,5,1.22,97,kamiesc01
277,Matt Karchner,33,6,21,13,0.618,4.21,223,0,81,0,0,27,241.1,242,123,113,30,132,22,166,12,0,15,1093,109,1.55,9,1.1,4.9,6.2,1.26,109,karchma01
278,Scott Karl*,28,6,54,56,0.491,4.81,178,161,4,5,1,0,1002,1164,594,536,120,369,18,513,33,3,26,4444,100,1.53,10.5,1.1,3.3,4.6,1.39,100,karlsc01
279,Steve Karsay,28,6,22,29,0.431,4.37,169,40,63,1,0,21,389.1,422,201,189,39,132,12,287,19,0,15,1698,106,1.423,9.8,0.9,3.1,6.6,2.17,106,karsast01
280,Randy Keisler*,24,1,1,0,1,11.81,4,1,0,0,0,0,10.2,16,14,14,1,8,0,6,0,0,0,52,42,2.25,13.5,0.8,6.8,5.1,0.75,42,keislra01
281,Masao Kida,31,2,1,0,1,6.42,51,0,21,0,0,1,67.1,78,51,48,7,30,3,50,4,0,7,305,77,1.604,10.4,0.9,4,6.7,1.67,77,kidama01
282,Darryl Kile,31,10,112,104,0.519,4.27,311,283,8,26,8,0,1853.1,1825,980,879,183,825,37,1439,98,18,91,8109,101,1.43,8.9,0.9,4,7,1.74,101,kileda01
283,Byung-Hyun Kim,21,2,7,8,0.467,4.5,86,1,40,0,0,15,98,72,54,49,11,66,7,142,14,3,7,441,106,1.408,6.6,1,6.1,13,2.15,106,kimby01
284,Ray King*,26,2,3,2,0.6,2.52,46,0,8,0,0,0,39.1,29,15,11,3,20,1,24,1,0,2,161,183,1.246,6.6,0.7,4.6,5.5,1.2,183,kingra01
285,Matt Kinney,23,1,2,2,0.5,5.1,8,8,0,0,0,0,42.1,41,26,24,7,25,1,24,0,0,4,186,102,1.559,8.7,1.5,5.3,5.1,0.96,102,kinnema01
