Rk,Name,Age,Yrs,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,WHIP,H9,HR9,BB9,SO9,SO/W,ERA+,Name-additional
21,Burke Badenhop,25,1,2,3,0.4,6.08,13,8,2,0,0,0,47.1,55,34,32,7,21,1,35,3,0,2,218,72,1.606,10.5,1.3,4,6.7,1.67,72,badenbu01
22,Cha-Seung Baek,28,4,16,18,0.471,4.83,59,44,5,1,0,0,279.2,294,161,150,35,81,5,184,10,0,8,1202,86,1.341,9.5,1.1,2.6,5.9,2.27,86,baekch01
23,Danys Báez,30,7,31,43,0.419,4.04,394,26,239,1,0,114,541.2,495,271,243,52,230,21,419,39,2,20,2339,110,1.338,8.2,0.9,3.8,7,1.82,110,baezda01
24,Homer Bailey,22,2,4,8,0.333,6.72,17,17,0,0,0,0,81.2,102,68,61,11,45,2,46,3,2,5,385,68,1.8,11.2,1.2,5,5.1,1.02,68,baileho02
25,Scott Baker,26,4,28,24,0.538,4.23,78,76,0,2,1,0,453,485,220,213,57,101,7,337,11,0,6,1903,102,1.294,9.6,1.1,2,6.7,3.34,102,bakersc02
26,John Bale*,34,6,3,6,0.333,4.46,66,12,9,0,0,0,145.1,149,79,72,13,57,4,124,6,0,5,629,99,1.417,9.2,0.8,3.5,7.7,2.18,99,balejo01
27,Collin Balester,22,1,3,7,0.3,5.51,15,15,0,0,0,0,80,92,53,49,12,28,1,50,6,0,4,358,78,1.5,10.4,1.4,3.2,5.6,1.79,78,balesco01
28,Grant Balfour,30,5,12,5,0.706,3.93,131,1,41,0,0,4,151,119,66,66,15,82,4,186,3,0,5,646,117,1.331,7.1,0.9,4.9,11.1,2.27,117,balfogr01
29,Josh Banks,25,2,3,6,0.333,4.95,20,15,2,1,0,0,92.2,105,53,51,13,34,5,45,3,0,0,407,78,1.5,10.2,1.3,3.3,4.4,1.32,78,banksjo01
30,Brian Bannister,27,3,23,26,0.469,4.81,67,65,1,2,0,0,385.2,405,221,206,48,124,4,209,15,1,13,1665,92,1.372,9.5,1.1,2.9,4.9,1.69,92,bannibr01
31,Jimmy Barthmaier,24,1,0,2,0,10.45,3,3,0,0,0,0,10.1,16,12,12,3,8,0,6,0,0,0,53,41,2.323,13.9,2.6,7,5.2,0.75,41,barthji01
32,Brian Bass,26,1,4,4,0.5,4.84,49,4,14,0,0,1,89.1,98,55,48,12,31,4,45,5,0,6,388,88,1.444,9.9,1.2,3.1,4.5,1.45,88,bassbr01
33,Miguel Batista,37,14,88,104,0.458,4.56,474,237,115,10,4,38,1689.2,1764,957,857,170,755,43,1076,65,6,90,7461,100,1.491,9.4,0.9,4,5.7,1.43,100,batismi01
34,Rick Bauer,31,7,11,14,0.44,4.51,187,10,55,0,0,3,317,322,179,159,35,121,7,185,17,0,14,1362,99,1.397,9.1,1,3.4,5.3,1.53,99,bauerri01
35,Denny Bautista,27,5,8,14,0.364,6.34,86,21,13,0,0,0,176,206,132,124,16,97,3,121,12,2,15,815,72,1.722,10.5,0.8,5,6.2,1.25,72,bautide01
36,Yorman Bazardo,23,3,2,1,0.667,5.72,15,2,9,0,0,0,28.1,31,20,18,2,12,1,20,3,0,2,128,82,1.518,9.8,0.6,3.8,6.4,1.67,82,bazaryo01
37,T.J. Beam,27,2,4,2,0.667,5.37,52,0,13,0,0,1,63.2,69,38,38,11,26,6,36,4,1,1,284,80,1.492,9.8,1.6,3.7,5.1,1.38,80,beamtj01
38,Josh Beckett,28,8,89,62,0.589,3.78,196,193,1,5,2,0,1188.2,1082,542,499,126,371,13,1131,41,2,41,4952,116,1.222,8.2,1,2.8,8.6,3.05,116,beckejo02
39,Erik Bedard*,29,6,46,38,0.548,3.81,129,126,0,1,1,0,739,697,346,313,67,291,2,711,26,3,23,3167,118,1.337,8.5,0.8,3.5,8.7,2.44,118,bedarer01
40,Joe Beimel*,31,8,21,23,0.477,4.31,390,23,61,0,0,3,462,494,235,221,38,199,36,259,18,5,16,2032,103,1.5,9.6,0.7,3.9,5,1.3,103,beimejo01
41,Matt Belisle,28,5,16,22,0.421,5.06,132,43,24,1,0,1,341.2,413,210,192,47,96,11,230,17,1,14,1514,89,1.49,10.9,1.2,2.5,6.1,2.4,89,belisma01
42,Heath Bell,30,5,13,15,0.464,3.57,236,0,44,0,0,2,279.2,255,116,111,22,88,10,278,6,1,7,1153,113,1.226,8.2,0.7,2.8,8.9,3.16,113,bellhe01
43,Francis Beltran,28,3,3,2,0.6,5.69,67,0,21,0,0,1,74.1,74,49,47,16,49,3,68,2,0,5,342,78,1.655,9,1.9,5.9,8.2,1.39,78,beltrfr01
44,Armando Benitez,35,15,40,47,0.46,3.13,762,0,527,0,0,289,779,545,296,271,95,403,32,946,16,5,18,3253,140,1.217,6.3,1.1,4.7,10.9,2.35,140,benitar01
45,Jeff Bennett,28,3,6,13,0.316,4.11,135,6,32,0,0,3,181.2,178,92,83,20,76,9,127,9,0,12,792,104,1.398,8.8,1,3.8,6.3,1.67,104,benneje01
46,Joaquin Benoit,30,8,30,26,0.536,4.79,273,55,48,0,0,8,591.1,556,335,315,77,282,10,538,23,1,23,2611,99,1.417,8.5,1.2,4.3,8.2,1.91,99,benoijo01
47,Kris Benson,33,7,68,73,0.482,4.34,195,195,0,8,2,0,1207.1,1241,649,582,144,423,37,787,41,2,32,5199,102,1.378,9.3,1.1,3.2,5.9,1.86,102,bensokr01
48,Jason Bergmann,26,4,10,19,0.345,5.04,95,50,12,1,0,0,339.1,347,208,190,56,127,10,257,11,0,9,1482,85,1.397,9.2,1.5,3.4,6.8,2.02,85,bergmja01
49,Rafael Betancourt,33,6,22,20,0.524,3.23,342,0,98,0,0,16,379.1,334,145,136,39,93,23,377,1,1,8,1541,136,1.126,7.9,0.9,2.2,8.9,4.05,136,betanra01
50,Randor Bierd,24,1,0,2,0,4.91,29,0,8,0,0,0,36.2,48,21,20,3,19,2,25,3,0,4,178,91,1.827,11.8,0.7,4.7,6.1,1.32,91,bierdra01
51,Chad Billingsley,23,3,35,19,0.648,3.33,96,68,7,2,1,0,437.2,411,175,162,36,202,12,401,14,0,20,1885,130,1.401,8.5,0.7,4.2,8.2,1.99,130,billich01
52,Kurt Birkins*,27,3,6,4,0.6,5.85,60,2,13,0,0,0,75.1,82,51,49,7,35,0,64,6,0,4,343,79,1.553,9.8,0.8,4.2,7.6,1.83,79,birkiku01
53,Joe Bisenius,25,1,0,0,,0,2,0,0,0,0,0,2,2,0,0,0,2,0,3,0,0,0,9,,2,9,0,9,13.5,1.5,,bisenjo01
54,Nick Blackburn,26,2,11,13,0.458,4.26,39,33,3,0,0,0,205,243,114,97,25,41,4,104,7,0,2,877,99,1.385,10.7,1.1,1.8,4.6,2.54,99,blackni01
55,Travis Blackley*,25,2,1,3,0.25,9.35,8,8,0,0,0,0,34.2,45,38,36,11,27,0,21,1,2,3,174,49,2.077,11.7,2.9,7,5.5,0.78,49,blacktr01
56,Joe Blanton,27,5,51,46,0.526,4.24,135,131,1,6,2,0,831.1,876,418,392,79,233,14,480,18,3,12,3526,102,1.334,9.5,0.9,2.5,5.2,2.06,102,blantjo01
57,Jerry Blevins*,24,2,1,4,0.2,3.83,42,0,9,0,0,0,42.1,40,20,18,3,15,2,38,3,0,0,181,109,1.299,8.5,0.6,3.2,8.1,2.53,109,blevije01
58,Mitchell Boggs,24,1,3,2,0.6,7.41,8,6,1,0,0,0,34,42,29,28,5,22,0,13,2,0,2,164,57,1.882,11.1,1.3,5.8,3.4,0.59,57,boggsmi01
59,Jeremy Bonderman,25,6,59,66,0.472,4.74,169,163,0,6,2,0,994.2,1042,568,524,118,336,22,812,28,5,40,4296,93,1.385,9.4,1.1,3,7.3,2.42,93,bondeje01
60,Eddie Bonine,27,1,2,1,0.667,5.4,5,5,0,0,0,0,26.2,36,19,16,3,5,0,9,2,0,0,117,83,1.538,12.2,1,1.7,3,1.8,83,bonined01
61,Boof Bonser,26,3,18,25,0.419,5.12,96,60,9,0,0,0,391.2,442,245,223,61,125,5,317,7,2,11,1723,84,1.448,10.2,1.4,2.9,7.3,2.54,84,bonsebo01
62,Chris Bootcheck,29,5,3,7,0.3,6.04,77,3,29,0,0,1,132.2,162,93,89,18,55,4,92,5,1,10,607,75,1.636,11,1.2,3.7,6.2,1.67,75,bootcch01
63,Dave Borkowski,31,7,13,20,0.394,5.87,181,21,46,0,0,1,346.1,392,243,226,48,148,26,265,15,1,10,1564,77,1.559,10.2,1.2,3.8,6.9,1.79,77,borkoda01
64,Joe Borowski,37,12,22,34,0.393,4.18,423,1,268,0,0,131,454.1,450,222,211,53,177,32,372,7,0,6,1968,104,1.38,8.9,1,3.5,7.4,2.1,104,borowjo01
65,Michael Bowden,21,1,1,0,1,3.6,1,1,0,0,0,0,5,7,2,2,0,1,0,3,0,0,0,22,137,1.6,12.6,0,1.8,5.4,3,137,bowdemi01
66,Cedrick Bowers*,30,1,0,0,,13.5,5,0,3,0,0,0,6.2,11,10,10,2,5,0,5,1,0,1,33,36,2.4,14.9,2.7,6.8,6.8,1,36,bowerce01
67,Micah Bowie*,33,6,8,13,0.381,6.16,88,19,15,0,0,0,156.1,183,110,107,20,81,3,111,6,2,4,719,72,1.689,10.5,1.2,4.7,6.4,1.37,72,bowiemi01
68,Blaine Boyer,26,4,6,8,0.429,5.06,126,0,25,0,0,1,115.2,119,70,65,11,44,5,103,4,0,6,504,84,1.409,9.3,0.9,3.4,8,2.34,84,boyerbl01
69,Dallas Braden*,24,2,6,12,0.333,5.44,39,24,8,0,0,0,144,168,95,87,17,51,3,96,4,2,6,633,77,1.521,10.5,1.1,3.2,6,1.88,77,bradeda01
70,Chad Bradford,33,11,35,28,0.556,3.24,541,0,114,0,0,11,505.1,505,209,182,27,135,38,307,29,3,4,2125,139,1.266,9,0.5,2.4,5.5,2.27,139,bradfch01
71,Bill Bray*,25,3,8,7,0.533,3.86,130,0,26,0,0,3,112,123,56,48,10,47,9,107,2,0,2,501,117,1.518,9.9,0.8,3.8,8.6,2.28,117,braybi01
72,Yhency Brazoban,28,5,10,12,0.455,4.7,116,0,58,0,0,21,115,109,64,60,13,55,7,100,5,0,4,501,89,1.426,8.5,1,4.3,7.8,1.82,89,brazoyh01
73,Craig Breslow*,27,3,0,4,0,2.27,76,0,19,0,0,1,75.1,61,23,19,2,38,3,65,2,2,7,322,189,1.314,7.3,0.2,4.5,7.8,1.71,189,breslcr01
74,Chris Britton,25,3,0,3,0,3.83,78,0,30,0,0,1,89.1,83,40,38,10,32,4,58,0,0,1,377,119,1.287,8.4,1,3.2,5.8,1.81,119,brittch01
75,Lance Broadway,24,2,2,1,0.667,4.44,11,2,5,0,0,0,24.1,25,13,12,4,10,1,21,0,0,0,107,107,1.438,9.2,1.5,3.7,7.8,2.1,107,broadla01
76,Doug Brocail,41,14,51,48,0.515,3.99,606,42,166,0,0,9,862.1,864,427,382,81,297,34,633,35,7,33,3709,110,1.346,9,0.8,3.1,6.6,2.13,110,brocado01
77,Andrew Brown,27,3,4,3,0.571,3.84,73,0,22,0,0,0,86.2,67,38,37,4,46,5,78,5,0,7,369,111,1.304,7,0.4,4.8,8.1,1.7,111,brownan01
78,Jonathan Broxton,24,4,12,10,0.545,3.02,235,0,75,0,0,19,241,197,95,81,15,97,16,306,6,0,16,1007,145,1.22,7.4,0.6,3.6,11.4,3.15,145,broxtjo01
79,Brian Bruney,26,5,11,10,0.524,4.34,186,1,58,0,0,13,182.1,152,92,88,16,130,9,182,11,0,11,820,104,1.547,7.5,0.8,6.4,9,1.4,104,brunebr01
80,Clay Buchholz,23,2,5,10,0.333,5.56,20,18,0,2,1,0,98.2,107,69,61,11,51,1,94,3,1,2,445,84,1.601,9.8,1,4.7,8.6,1.84,84,buchhcl01
81,Taylor Buchholz,26,3,18,21,0.462,4.42,126,27,26,1,1,1,273,257,150,134,34,72,10,194,7,2,13,1138,105,1.205,8.5,1.1,2.4,6.4,2.69,105,buchhta01
82,Billy Buckner,24,2,2,2,0.5,4.69,17,5,6,0,0,0,48,53,25,25,8,20,1,28,1,0,2,202,99,1.521,9.9,1.5,3.8,5.3,1.4,99,bucknbi02
83,Mark Buehrle*,29,9,122,87,0.584,3.8,293,268,6,23,7,0,1847.2,1921,876,780,209,425,32,1083,47,9,15,7688,122,1.27,9.4,1,2.1,5.3,2.55,122,buehrma01
84,Francisley Bueno*,27,1,0,0,,7.71,1,0,0,0,0,0,2.1,5,2,2,1,1,0,1,0,0,0,13,63,2.571,19.3,3.9,3.9,3.9,1,63,buenofr01
85,Ryan Bukvich,30,6,3,0,1,6.16,97,0,21,0,0,1,87.2,89,65,60,11,71,4,62,4,0,6,422,79,1.825,9.1,1.1,7.3,6.4,0.87,79,bukviry01
86,Jason Bulger,29,4,1,0,1,6.35,31,0,17,0,0,0,34,35,24,24,4,20,1,38,2,0,2,155,73,1.618,9.3,1.1,5.3,10.1,1.9,73,bulgeja01
87,Bryan Bullington,27,3,0,5,0,5.45,9,5,0,0,0,0,33,40,22,20,7,8,0,20,2,0,2,143,81,1.455,10.9,1.9,2.2,5.5,2.5,81,bullibr01
88,Jamie Burke,36,1,0,1,0,9,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,4,64,1,9,0,0,0,,64,burkeja02
89,A.J. Burnett,31,10,87,76,0.534,3.81,215,211,1,19,9,0,1376.1,1199,645,583,122,568,23,1278,60,4,66,5817,111,1.284,7.8,0.8,3.7,8.4,2.25,111,burnea.01
90,Sean Burnett*,25,2,6,6,0.5,4.91,71,13,16,1,1,0,128.1,143,72,70,16,62,5,72,3,0,6,571,87,1.597,10,1.1,4.3,5,1.16,87,burnese01
91,Mike Burns,29,2,0,0,,5.88,45,0,16,0,0,0,52,69,35,34,8,12,3,36,7,0,2,240,77,1.558,11.9,1.4,2.1,6.2,3,77,burnsmi01
92,Brian Burres*,27,3,13,18,0.419,5.88,79,39,12,0,0,0,258.2,311,173,169,32,117,3,165,11,1,11,1186,77,1.655,10.8,1.1,4.1,5.7,1.41,77,burrebr01
93,Jared Burton,27,2,9,3,0.75,2.92,101,0,24,0,0,0,101.2,84,39,33,8,47,7,94,4,2,5,433,154,1.289,7.4,0.7,4.2,8.3,2,154,burtoja01
94,Dave Bush,28,5,43,46,0.483,4.45,139,132,3,6,3,0,815.1,818,433,403,113,184,11,548,58,1,16,3429,100,1.229,9,1.2,2,6,2.98,100,bushda01
95,Paul Byrd,37,13,108,93,0.537,4.38,338,250,30,17,6,0,1663,1810,907,809,243,390,23,912,62,7,35,7111,104,1.323,9.8,1.3,2.1,4.9,2.34,104,byrdpa01
96,Tim Byrdak*,34,7,6,6,0.5,4.97,203,0,23,0,0,3,166.2,172,104,92,25,108,10,155,5,1,13,780,92,1.68,9.3,1.4,5.8,8.4,1.44,92,byrdati01
97,Daniel Cabrera,27,5,48,59,0.449,5.05,147,146,1,6,2,1,841.1,825,501,472,88,478,16,651,51,6,60,3783,89,1.549,8.8,0.9,5.1,7,1.36,89,cabreda01
98,Fernando Cabrera,26,5,8,7,0.533,5.02,125,0,49,0,0,1,168.2,162,100,94,31,92,8,185,1,1,11,739,89,1.506,8.6,1.7,4.9,9.9,2.01,89,cabrefe01
99,Matt Cain,23,4,30,43,0.411,3.74,105,104,1,4,2,0,654.2,560,284,272,55,276,14,558,18,4,29,2764,119,1.277,7.7,0.8,3.8,7.7,2.02,119,cainma01
100,Kiko Calero,33,6,12,10,0.545,3.56,246,1,52,0,0,7,242.2,200,97,96,23,96,10,255,5,1,8,1005,122,1.22,7.4,0.9,3.6,9.5,2.66,122,calerki01
101,Kevin Cameron,28,2,2,0,1,2.91,58,0,24,0,0,0,68,65,33,22,0,42,7,55,0,0,2,309,138,1.574,8.6,0,5.6,7.3,1.31,138,camerke01
102,Shawn Camp,32,5,13,14,0.481,5.1,236,0,58,0,0,6,270,339,171,153,32,77,16,199,21,1,11,1206,89,1.541,11.3,1.1,2.6,6.6,2.58,89,campsh01
103,Jorge Campillo,29,4,8,7,0.533,4.24,47,26,6,1,0,0,176.1,181,90,83,20,45,2,118,2,0,2,738,100,1.282,9.2,1,2.3,6,2.62,100,campijo01
104,Jose Capellan,27,5,5,7,0.417,4.89,99,2,29,0,0,0,123.1,127,73,67,21,50,9,98,4,0,6,543,93,1.435,9.3,1.5,3.6,7.2,1.96,93,capeljo01
105,Matt Capps,24,4,15,11,0.577,3.06,214,0,101,0,0,40,217.1,197,81,74,22,33,15,162,9,0,5,871,142,1.058,8.2,0.9,1.4,6.7,4.91,142,cappsma01
106,Chris Capuano*,29,5,42,48,0.467,4.39,124,116,2,3,2,0,711.2,729,380,347,101,240,14,585,40,5,26,3078,101,1.362,9.2,1.3,3,7.4,2.44,101,capuach01
107,Jesse Carlson*,27,1,7,2,0.778,2.25,69,0,10,0,0,2,60,41,16,15,6,21,7,55,3,1,2,237,189,1.033,6.2,0.9,3.2,8.3,2.62,189,carlsje01
108,Buddy Carlyle,30,5,11,10,0.524,5.3,88,27,10,0,0,0,224.1,227,141,132,35,82,14,177,6,1,8,963,81,1.377,9.1,1.4,3.3,7.1,2.16,81,carlybu01
109,Chris Carpenter,33,11,100,70,0.588,4.08,250,232,6,25,12,0,1537.1,1576,768,697,174,468,13,1171,57,2,44,6518,112,1.33,9.2,1,2.7,6.9,2.5,112,carpech01
110,Drew Carpenter,23,1,0,0,,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,5,,2,9,0,9,9,1,,carpean01
111,D.J. Carrasco,31,4,15,15,0.5,4.68,132,22,38,1,0,2,269,282,150,140,26,120,10,158,21,3,15,1187,99,1.494,9.4,0.9,4,5.3,1.32,99,carradj01
112,Santiago Casilla,27,5,5,2,0.714,4.74,106,0,25,0,0,4,112,112,59,59,14,55,8,103,5,0,12,502,90,1.491,9,1.1,4.4,8.3,1.87,90,garcija01
113,Jack Cassel,27,2,2,2,0.5,4.92,15,7,1,0,0,0,53,68,31,29,6,13,2,25,2,1,3,230,85,1.528,11.5,1,2.2,4.2,1.92,85,casseja01
114,Alberto Castillo*,32,1,1,0,1,3.81,28,0,5,0,0,0,26,27,11,11,3,10,0,23,7,0,1,121,118,1.423,9.3,1,3.5,8,2.3,118,castial02
115,Gustavo Chacin*,27,4,25,15,0.625,4.18,58,58,0,0,0,0,331.2,340,165,154,45,118,6,185,17,0,3,1426,108,1.381,9.2,1.2,3.2,5,1.57,108,chacigu01
116,Shawn Chacon,30,8,45,61,0.425,4.99,269,134,71,0,0,36,922,916,544,511,137,475,47,619,66,3,36,4130,95,1.509,8.9,1.3,4.6,6,1.3,95,chacosh01
117,Joba Chamberlain,22,2,6,3,0.667,2.17,61,12,8,0,0,1,124.1,99,34,30,6,45,3,152,3,2,5,508,205,1.158,7.2,0.4,3.3,11,3.38,205,chambjo03
118,Jesse Chavez,24,1,0,1,0,6.6,15,0,6,0,0,0,15,20,11,11,2,9,2,16,0,0,2,74,65,1.933,12,1.2,5.4,9.6,1.78,65,chaveje01
119,Bruce Chen*,31,10,35,37,0.486,4.63,242,112,39,2,0,0,807,808,459,415,154,314,22,642,19,2,16,3495,96,1.39,9,1.7,3.5,7.2,2.04,96,chenbr01
120,Rocky Cherry,28,2,1,4,0.2,5.77,40,0,6,0,0,1,48.1,45,35,31,7,35,5,38,4,0,4,230,80,1.655,8.4,1.3,6.5,7.1,1.09,80,cherrro01
121,Matt Chico*,25,2,7,15,0.318,4.98,42,39,0,0,0,0,215,246,130,119,36,91,4,125,6,0,8,966,85,1.567,10.3,1.5,3.8,5.2,1.37,85,chicoma01
122,Randy Choate*,32,8,5,7,0.417,4.64,196,0,52,0,0,0,165,157,94,85,5,87,14,129,22,1,9,744,100,1.479,8.6,0.3,4.7,7,1.48,100,choatra01
123,Vinnie Chulk,29,6,7,14,0.333,4.36,244,0,59,0,0,2,264.1,265,135,128,30,98,10,185,9,0,14,1140,105,1.373,9,1,3.3,6.3,1.89,105,chulkvi01
124,Tyler Clippard,23,2,4,2,0.667,5.79,8,8,0,0,0,0,37.1,41,24,24,8,24,2,26,0,1,3,172,78,1.741,9.9,1.9,5.8,6.3,1.08,78,clippty01
125,Todd Coffey,27,4,13,9,0.591,4.46,222,0,59,0,0,9,213.2,270,116,106,28,65,11,144,13,0,9,963,102,1.568,11.4,1.2,2.7,6.1,2.22,102,coffeto01
126,Phil Coke*,25,1,1,0,1,0.61,12,0,0,0,0,0,14.2,8,1,1,0,2,0,14,0,0,1,52,734,0.682,4.9,0,1.2,8.6,7,734,cokeph01
127,Jesus Colome,30,8,18,25,0.419,4.5,308,0,116,0,0,6,388,369,214,194,46,207,25,299,15,1,31,1728,98,1.485,8.6,1.1,4.8,6.9,1.44,98,colomje01
128,Bartolo Colon,35,12,150,97,0.607,4.09,316,313,0,31,8,0,2014.1,1999,989,916,243,689,27,1569,42,5,38,8552,112,1.334,8.9,1.1,3.1,7,2.28,112,colonba01
129,Roman Colon,28,3,6,7,0.462,5.03,73,8,18,0,0,1,127,146,75,71,23,43,4,87,1,1,10,558,87,1.488,10.3,1.6,3,6.2,2.02,87,colonro01
130,Clay Condrey,32,5,12,10,0.545,4.32,134,9,56,0,0,3,208.1,244,106,100,21,73,18,118,12,1,3,927,100,1.522,10.5,0.9,3.2,5.1,1.62,100,condrcl01
131,José Contreras,36,6,65,50,0.565,4.57,163,152,4,5,3,0,952,951,531,483,111,341,9,693,50,2,64,4121,101,1.357,9,1,3.2,6.6,2.03,101,contrjo01
132,Aaron Cook,29,7,52,44,0.542,4.36,170,139,5,8,1,0,929.2,1070,488,450,72,272,33,370,36,1,27,4022,111,1.444,10.4,0.7,2.6,3.6,1.36,111,cookaa01
133,Roy Corcoran,28,4,6,3,0.667,3.76,66,0,20,0,0,3,91,91,45,38,2,48,4,51,2,0,4,409,115,1.527,9,0.2,4.7,5,1.06,115,corcoro01
134,Chad Cordero,26,6,20,14,0.588,2.78,305,0,226,0,0,128,320.2,267,113,99,39,117,16,292,6,1,12,1347,155,1.198,7.5,1.1,3.3,8.2,2.5,155,cordech01
135,Francisco Cordero,33,10,31,31,0.5,3.29,542,0,371,0,0,211,576.1,515,234,211,42,269,23,606,20,2,23,2493,145,1.36,8,0.7,4.2,9.5,2.25,145,cordefr01
136,Bryan Corey,34,5,4,4,0.5,5.13,91,0,18,0,0,0,98.1,100,56,56,10,33,4,57,3,1,2,419,86,1.353,9.2,0.9,3,5.2,1.73,86,coreybr01
137,Lance Cormier,27,5,17,21,0.447,5.53,168,24,32,0,0,1,315.2,372,210,194,48,163,20,203,10,2,16,1436,81,1.695,10.6,1.4,4.6,5.8,1.25,81,cormila01
138,Manny Corpas,25,3,8,8,0.5,3.36,189,0,69,0,0,23,190,192,74,71,16,51,8,135,6,0,3,788,142,1.279,9.1,0.8,2.4,6.4,2.65,142,corpama01
139,Kevin Correia,27,6,14,22,0.389,4.59,170,46,27,0,0,0,398,426,213,203,50,168,13,289,18,1,10,1775,96,1.492,9.6,1.1,3.8,6.5,1.72,96,correke01
140,Neal Cotts*,28,6,10,10,0.5,4.51,265,5,47,0,0,1,245.1,231,132,123,35,122,15,226,14,0,17,1085,103,1.439,8.5,1.3,4.5,8.3,1.85,103,cottsne01
141,Jesse Crain,26,5,25,16,0.61,3.26,249,0,63,0,0,2,262.1,238,110,95,24,87,13,159,10,1,6,1099,136,1.239,8.2,0.8,3,5.5,1.83,136,crainje01
142,Francisco Cruceta,26,3,0,4,0,7.96,19,3,9,0,0,0,26,33,25,23,5,20,1,22,1,0,5,129,58,2.038,11.4,1.7,6.9,7.6,1.1,58,crucefr01
