Rk,Name,Age,Yrs,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,WHIP,H9,HR9,BB9,SO9,SO/W,ERA+,Name-additional
143,Jim Crowell*,31,3,0,1,0,11.37,10,1,3,0,0,0,12.2,28,17,16,3,5,0,6,2,0,0,76,41,2.605,19.9,2.1,3.6,4.3,1.2,41,croweji01
144,Francisco Cruceta,23,1,0,1,0,9.39,2,2,0,0,0,0,7.2,10,9,8,1,4,0,9,1,0,1,39,49,1.826,11.7,1.2,4.7,10.6,2.25,49,crucefr01
145,Juan Cruz,26,5,14,24,0.368,4.36,156,23,53,0,0,1,307.2,287,173,149,34,156,10,289,23,0,9,1359,97,1.44,8.4,1,4.6,8.5,1.85,97,cruzju02
146,Casey Daigle,24,1,2,3,0.4,7.16,10,10,0,0,0,0,49,63,41,39,9,27,3,17,2,1,1,230,64,1.837,11.6,1.7,5,3.1,0.63,64,daiglca01
147,Vic Darensbourg*,34,8,8,17,0.32,4.96,309,0,75,0,0,2,303,328,176,167,34,126,20,229,10,3,6,1350,86,1.498,9.7,1,3.7,6.8,1.82,86,darenvi01
148,Kyle Davies,21,1,7,6,0.538,4.93,21,14,2,0,0,0,87.2,98,51,48,8,49,5,62,1,0,4,403,86,1.677,10.1,0.8,5,6.4,1.27,86,davieky01
149,Doug Davis*,29,7,51,52,0.495,4.22,162,142,4,6,2,0,886.1,919,452,416,94,372,13,648,21,8,28,3877,107,1.457,9.3,1,3.8,6.6,1.74,107,davisdo02
150,Jason Davis,25,4,15,20,0.429,4.84,67,52,4,1,0,0,334.2,376,207,180,43,122,5,200,15,4,18,1478,90,1.488,10.1,1.2,3.3,5.4,1.64,90,davisja02
151,Kane Davis,30,4,4,9,0.308,5.53,96,2,15,0,0,0,114,118,77,70,19,66,6,86,4,1,6,526,91,1.614,9.3,1.5,5.2,6.8,1.3,91,daviska01
152,Zach Day,27,4,19,22,0.463,4.41,78,52,9,2,2,1,332.2,338,175,163,30,151,16,170,16,0,21,1458,101,1.47,9.1,0.8,4.1,4.6,1.13,101,dayza01
153,Jorge De La Rosa*,24,2,2,5,0.286,5.12,43,5,13,0,0,0,65,77,43,37,2,52,4,47,1,0,9,321,85,1.985,10.7,0.3,7.2,6.5,0.9,85,rosajo01
154,Valerio De Los Santos*,32,8,9,12,0.429,4.54,233,2,45,0,0,1,248,219,132,125,36,116,15,197,11,1,15,1067,96,1.351,7.9,1.3,4.2,7.1,1.7,96,delosva01
155,Jorge De Paula,26,3,0,1,0,4,10,2,5,0,0,0,27,20,13,12,5,8,0,12,1,0,0,106,114,1.037,6.7,1.7,2.7,4,1.5,114,depaujo01
156,Mike DeJean,34,9,29,33,0.468,4.31,563,1,219,0,0,52,621.2,648,327,298,59,290,50,446,30,0,40,2757,111,1.509,9.4,0.9,4.2,6.5,1.54,111,dejeami01
157,Manny Delcarmen,23,1,0,0,,3,10,0,2,0,0,0,9,8,3,3,0,7,0,9,1,0,0,41,157,1.667,8,0,7,9,1.29,157,delcama01
158,Chris Demaria,24,1,1,0,1,9,8,0,5,0,0,0,9,14,10,9,3,5,0,11,0,0,1,44,51,2.111,14,3,5,11,2.2,51,demarch01
159,Ryan Dempster,28,8,56,59,0.487,4.83,247,162,63,8,2,35,1076.2,1107,609,578,125,565,28,885,51,0,32,4820,88,1.553,9.3,1,4.7,7.4,1.57,88,dempsry01
160,Elmer Dessens,34,9,41,51,0.446,4.4,277,135,30,2,1,3,979.2,1094,517,479,121,284,30,587,18,4,18,4222,103,1.407,10.1,1.1,2.6,5.4,2.07,103,desseel01
161,Joey Devine,21,1,0,1,0,12.6,5,0,1,0,0,0,5,6,7,7,2,5,1,3,0,0,0,26,36,2.2,10.8,3.6,9,5.4,0.6,36,devinjo01
162,R.A. Dickey,30,4,16,18,0.471,5.55,76,32,11,1,1,2,262.2,313,177,162,40,95,7,170,11,3,13,1180,90,1.553,10.7,1.4,3.3,5.8,1.79,90,dicker.01
163,Lenny DiNardo*,25,2,0,1,0,3.4,30,1,9,0,0,0,42.1,47,23,16,2,17,2,36,2,0,2,192,141,1.512,10,0.4,3.6,7.7,2.12,141,dinarle01
164,Craig Dingman,31,4,4,5,0.444,6.1,75,0,31,0,0,5,79.2,92,55,54,13,37,5,50,7,0,1,357,75,1.619,10.4,1.5,4.2,5.6,1.35,75,dingmcr01
165,Scott Dohmann,27,2,2,4,0.333,4.91,73,0,23,0,0,0,77,74,43,42,14,38,1,84,0,0,3,341,100,1.455,8.6,1.6,4.4,9.8,2.21,100,dohmasc01
166,Juan Dominguez,25,3,5,10,0.333,4.6,32,17,4,0,0,0,109.2,119,62,56,18,42,0,72,4,2,3,483,104,1.468,9.8,1.5,3.4,5.9,1.71,104,dominju01
167,Brendan Donnelly,33,4,17,8,0.68,2.57,214,0,50,0,0,4,231,181,71,66,18,77,7,242,9,0,5,949,171,1.117,7.1,0.7,3,9.4,3.14,171,donnebr01
168,Octavio Dotel,31,7,37,31,0.544,3.63,381,34,164,0,0,71,600.1,464,257,242,74,259,19,725,26,3,22,2512,126,1.204,7,1.1,3.9,10.9,2.8,126,doteloc01
169,Sean Douglass,26,5,7,13,0.35,6.11,54,31,7,0,0,0,207.2,222,149,141,34,113,8,155,8,1,8,936,72,1.613,9.6,1.5,4.9,6.7,1.37,72,douglse01
170,Scott Downs*,29,4,11,13,0.458,5.01,58,45,0,1,1,0,257,299,163,143,36,100,5,180,13,1,6,1150,91,1.553,10.5,1.3,3.5,6.3,1.8,91,downssc01
171,Ryan Drese,29,5,34,37,0.479,5.32,103,94,3,4,0,0,557,664,355,329,49,205,12,296,31,0,18,2487,88,1.56,10.7,0.8,3.3,4.8,1.44,88,dresery01
172,Travis Driskill,33,4,11,13,0.458,5.26,55,19,14,0,0,1,190,226,119,111,29,60,3,119,9,0,9,847,84,1.505,10.7,1.4,2.8,5.6,1.98,84,drisktr01
173,Eric DuBose*,29,4,9,15,0.375,5.1,50,27,7,1,0,0,183.2,171,111,104,23,89,2,113,10,2,6,803,88,1.416,8.4,1.1,4.4,5.5,1.27,88,duboser01
174,Justin Duchscherer,27,4,16,12,0.571,3.46,127,5,43,0,0,5,213,193,89,82,26,58,9,170,13,1,4,883,130,1.178,8.2,1.1,2.5,7.2,2.93,130,duchsju01
175,Brandon Duckworth,29,5,16,21,0.432,5.34,91,66,9,0,0,0,380.2,401,240,226,55,162,17,308,28,0,20,1700,76,1.479,9.5,1.3,3.8,7.3,1.9,76,duckwbr01
176,Zach Duke*,22,1,8,2,0.8,1.81,14,14,0,0,0,0,84.2,79,20,17,3,23,2,58,2,0,1,341,233,1.205,8.4,0.3,2.4,6.2,2.52,233,dukeza01
177,Scott Dunn,27,1,0,0,,9,3,0,1,0,0,0,3,7,3,3,0,1,0,2,0,0,1,17,55,2.667,21,0,3,6,2,55,dunnsc01
178,Chad Durbin,27,6,17,30,0.362,6.22,75,56,5,3,0,0,331.1,396,253,229,56,144,4,196,17,0,21,1514,77,1.63,10.8,1.5,3.9,5.3,1.36,77,durbich01
179,J.D. Durbin,23,1,0,1,0,7.36,4,1,2,0,0,0,7.1,12,6,6,0,6,0,6,0,0,1,38,67,2.455,14.7,0,7.4,7.4,1,67,durbijd01
180,Adam Eaton,27,6,47,41,0.534,4.34,133,131,2,3,0,0,796,787,418,384,101,282,21,623,31,1,25,3429,92,1.343,8.9,1.1,3.2,7,2.21,92,eatonad01
181,Joey Eischen*,35,9,11,8,0.579,3.42,302,0,79,0,0,3,281.2,279,130,107,23,120,24,226,20,2,21,1234,127,1.417,8.9,0.7,3.8,7.2,1.88,127,eischjo01
182,Scott Elarton,29,7,50,47,0.515,5.1,195,141,15,4,1,3,898.1,921,551,509,154,336,10,621,31,1,32,3925,90,1.399,9.2,1.5,3.4,6.2,1.85,90,elartsc01
183,Cal Eldred,37,14,86,74,0.538,4.42,341,192,45,19,4,9,1368,1340,716,672,173,576,17,939,50,2,39,5930,103,1.401,8.8,1.1,3.8,6.2,1.63,103,eldreca01
184,Alan Embree*,35,12,30,33,0.476,4.7,635,4,153,0,0,8,567.1,540,324,296,75,217,21,518,17,3,20,2432,95,1.334,8.6,1.2,3.4,8.2,2.39,95,embreal01
185,John Ennis,25,2,0,0,,7.65,13,1,5,0,0,1,20,25,18,17,3,8,0,14,0,1,1,93,59,1.65,11.3,1.4,3.6,6.3,1.75,59,ennisjo01
186,Scott Erickson,37,14,142,136,0.511,4.57,380,364,8,51,17,0,2349.1,2573,1294,1193,226,858,30,1250,100,3,68,10227,98,1.46,9.9,0.9,3.3,4.8,1.46,98,ericksc01
187,Kelvim Escobar,29,9,72,69,0.511,4.38,350,141,132,6,3,59,1117,1083,581,543,109,491,24,998,39,1,38,4859,107,1.409,8.7,0.9,4,8,2.03,107,escobke01
188,Mike Esposito,23,1,0,2,0,6.75,3,3,0,0,0,0,14.2,21,11,11,3,9,1,5,0,0,0,73,72,2.045,12.9,1.8,5.5,3.1,0.56,72,esposmi01
189,Shawn Estes*,32,11,99,89,0.527,4.71,273,272,0,14,8,0,1628.2,1653,921,853,152,837,36,1187,54,9,77,7178,91,1.529,9.1,0.8,4.6,6.6,1.42,91,estessh01
190,Seth Etherton,28,3,8,6,0.571,6.08,21,21,0,0,0,0,108,123,74,73,24,42,1,59,4,1,3,489,77,1.528,10.3,2,3.5,4.9,1.4,77,etherse01
191,Dana Eveland*,21,1,1,1,0.5,5.97,27,0,3,0,0,1,31.2,40,21,21,2,18,3,23,1,0,1,146,72,1.832,11.4,0.6,5.1,6.5,1.28,72,evelada01
192,Scott Eyre*,33,9,18,25,0.419,4.52,408,32,69,0,0,4,480,489,268,241,64,244,16,365,11,0,29,2141,99,1.527,9.2,1.2,4.6,6.8,1.5,99,eyresc01
193,Brian Falkenborg,27,3,1,0,1,6.99,18,0,4,0,0,0,28.1,38,25,22,4,16,1,22,3,0,3,139,60,1.906,12.1,1.3,5.1,7,1.38,60,falkebr01
194,Kyle Farnsworth,29,7,23,38,0.377,4.45,415,26,122,1,1,20,548.2,512,299,271,80,251,20,554,14,4,23,2389,98,1.391,8.4,1.3,4.1,9.1,2.21,98,farnsky01
195,Jeff Fassero*,42,15,120,123,0.494,4.08,710,241,144,17,2,25,2018.2,2060,1029,916,210,716,50,1636,37,8,84,8737,108,1.375,9.2,0.9,3.2,7.3,2.28,108,fasseje01
196,Scott Feldman,22,1,0,1,0,0.96,8,0,3,0,0,0,9.1,9,1,1,0,2,1,4,0,0,0,37,492,1.179,8.7,0,1.9,3.9,2,492,feldmsc01
197,Pedro Feliciano*,28,3,1,1,0.5,4.21,51,0,14,0,0,0,72.2,75,38,34,7,34,3,61,4,1,4,326,101,1.5,9.3,0.9,4.2,7.6,1.79,101,felicpe01
198,Jared Fernandez,33,4,4,7,0.364,4.75,33,17,7,0,0,0,102.1,115,63,54,8,47,3,60,7,0,7,463,93,1.583,10.1,0.7,4.1,5.3,1.28,93,fernaja01
199,Nate Field,29,4,3,4,0.429,4.98,74,0,33,0,0,3,77.2,80,47,43,11,41,6,56,3,0,5,349,98,1.558,9.3,1.3,4.8,6.5,1.37,98,fieldna01
200,Nelson Figueroa,31,5,7,17,0.292,4.65,74,33,6,0,0,0,261.1,268,143,135,42,103,12,152,13,0,14,1140,92,1.42,9.2,1.4,3.5,5.2,1.48,92,figuene01
201,Randy Flores*,29,3,4,3,0.571,4.57,87,3,18,0,0,2,84.2,90,51,43,12,32,4,64,9,0,6,371,98,1.441,9.6,1.3,3.4,6.8,2,98,florera01
202,Ron Flores*,25,1,0,0,,1.04,11,0,4,0,0,0,8.2,8,1,1,1,0,0,6,0,0,1,34,437,0.923,8.3,1,0,6.2,,437,florero01
203,Gavin Floyd,22,2,3,2,0.6,6.63,13,8,0,0,0,0,54.1,55,42,40,6,32,2,41,8,1,3,253,68,1.601,9.1,1,5.3,6.8,1.28,68,floydga01
204,Josh Fogg,28,5,39,42,0.481,4.74,136,119,5,1,0,0,697.1,764,399,367,94,231,32,368,32,2,10,3022,90,1.427,9.9,1.2,3,4.7,1.59,90,foggjo01
205,Jesse Foppert,24,3,8,9,0.471,5,27,23,0,0,0,0,122.1,115,76,68,18,82,4,109,4,1,12,557,85,1.61,8.5,1.3,6,8,1.33,85,foppeje01
206,Bartolome Fortunato,30,1,1,0,1,3.81,18,0,6,0,0,1,26,24,11,11,3,15,0,25,0,0,2,112,117,1.5,8.3,1,5.2,8.7,1.67,117,fortuba01
207,Casey Fossum*,27,5,26,38,0.406,5.17,138,85,19,0,0,2,534.2,580,348,307,77,207,9,435,42,4,20,2381,88,1.472,9.8,1.3,3.5,7.3,2.1,88,fossuca01
208,John Foster*,27,3,7,2,0.778,4.9,90,0,12,0,0,1,60.2,63,34,33,11,33,2,54,4,0,2,277,88,1.582,9.3,1.6,4.9,8,1.64,88,fostejo01
209,Keith Foulke,32,9,38,33,0.535,3.23,544,8,381,0,0,190,706,572,262,253,78,174,22,659,41,2,11,2863,145,1.057,7.3,1,2.2,8.4,3.79,145,foulkke01
210,Chad Fox,34,8,10,11,0.476,3.57,214,0,49,0,0,6,224.1,193,96,89,21,128,12,261,9,2,22,995,122,1.431,7.7,0.8,5.1,10.5,2.04,122,foxch02
211,Jeff Francis*,24,2,17,14,0.548,5.6,40,40,0,0,0,0,220.1,270,141,137,34,83,6,160,9,0,4,992,86,1.602,11,1.4,3.4,6.5,1.93,86,francje01
212,Frank Francisco,25,1,5,1,0.833,3.33,45,0,7,0,0,0,51.1,36,19,19,4,28,2,60,3,1,4,216,151,1.247,6.3,0.7,4.9,10.5,2.14,151,francfr01
213,John Franco*,44,21,90,87,0.508,2.89,1119,0,774,0,0,424,1245.2,1166,466,400,81,495,78,975,22,9,54,5312,138,1.333,8.4,0.6,3.6,7,1.97,138,francjo01
214,Ryan Franklin,32,6,35,50,0.412,4.34,181,106,26,6,3,0,811.1,838,419,391,124,238,14,427,36,6,6,3460,100,1.326,9.3,1.4,2.6,4.7,1.79,100,frankry01
215,Wayne Franklin*,31,6,14,16,0.467,5.51,132,40,18,1,1,0,315.1,324,209,193,55,162,6,213,18,5,3,1420,79,1.541,9.2,1.6,4.6,6.1,1.31,79,frankwa01
216,Jason Frasor,27,2,7,11,0.389,3.65,130,0,49,0,0,18,143,131,62,58,12,64,5,116,5,2,5,604,127,1.364,8.2,0.8,4,7.3,1.81,127,frasoja01
217,Brian Fuentes*,29,5,10,13,0.435,3.67,241,0,102,0,0,35,232.2,200,99,95,24,108,12,269,26,1,15,1007,132,1.324,7.7,0.9,4.2,10.4,2.49,132,fuentbr01
218,Aaron Fultz*,31,6,18,11,0.621,4.34,348,0,89,0,0,3,371.1,356,192,179,41,141,17,304,15,3,6,1582,102,1.338,8.6,1,3.4,7.4,2.16,102,fultzaa01
219,Eric Gagne,29,7,25,21,0.543,3.28,296,48,210,0,0,160,543.1,423,218,198,62,182,11,626,29,1,16,2231,124,1.113,7,1,3,10.4,3.44,124,gagneer01
220,Mike Gallo*,28,3,3,1,0.75,3.79,137,0,16,0,0,0,99.2,101,43,42,16,40,11,62,9,0,3,431,115,1.415,9.1,1.4,3.6,5.6,1.55,115,gallomi01
221,Freddy Garcia,28,7,99,62,0.615,3.93,219,218,0,11,4,0,1427.1,1356,659,623,159,481,24,1067,44,8,65,6035,114,1.287,8.6,1,3,6.7,2.22,114,garcifr03
222,Lee Gardner,30,2,1,1,0.5,4.35,17,0,5,0,0,0,20.2,24,20,10,5,10,0,12,3,0,0,102,104,1.645,10.5,2.2,4.4,5.2,1.2,104,gardnle01
223,Jon Garland,25,6,64,61,0.512,4.42,181,159,9,5,4,1,1009,1016,544,496,137,375,9,551,29,0,25,4298,104,1.379,9.1,1.2,3.3,4.9,1.47,104,garlajo01
224,Dave Gassner*,26,1,1,0,1,5.87,2,2,0,0,0,0,7.2,9,7,5,1,1,0,2,0,0,0,34,79,1.304,10.6,1.2,1.2,2.3,2,79,gassnda01
225,Chad Gaudin,22,3,4,5,0.444,5.46,46,10,10,0,0,0,95.2,127,64,58,14,38,4,65,6,0,1,448,82,1.725,11.9,1.3,3.6,6.1,1.71,82,gaudich01
226,Geoff Geary,28,3,3,1,0.75,4.47,78,0,30,0,0,0,108.2,114,61,54,13,40,7,75,4,1,5,475,100,1.417,9.4,1.1,3.3,6.2,1.88,100,gearyge01
227,Franklyn German,25,4,8,4,0.667,4.75,126,0,40,0,0,7,125,130,73,66,16,92,9,93,10,2,14,590,91,1.776,9.4,1.2,6.6,6.7,1.01,91,germafr01
228,Justin Germano,22,1,1,2,0.333,8.86,7,5,0,0,0,0,21.1,31,24,21,2,14,0,16,0,0,0,109,45,2.109,13.1,0.8,5.9,6.8,1.14,45,germaju01
229,Matt Ginter,27,6,4,4,0.5,5.46,92,15,27,0,0,1,211,244,142,128,28,72,8,120,17,0,6,940,82,1.498,10.4,1.2,3.1,5.1,1.67,82,gintema01
230,Tom Glavine*,39,19,275,184,0.599,3.44,603,603,0,55,24,0,3951.2,3810,1664,1512,300,1337,132,2350,55,7,62,16626,120,1.302,8.7,0.7,3,5.4,1.76,120,glavito02
231,Gary Glover,28,6,21,18,0.538,5.03,149,47,37,0,0,1,385,403,230,215,55,135,8,236,18,0,16,1681,90,1.397,9.4,1.3,3.2,5.5,1.75,90,glovega01
232,Ryan Glynn,30,5,9,20,0.31,6.24,52,40,7,0,0,0,226.1,280,174,157,41,117,4,116,7,1,11,1064,79,1.754,11.1,1.6,4.7,4.6,0.99,79,glynnry01
233,Jimmy Gobble*,23,3,14,14,0.5,5.27,62,37,11,1,0,0,254.1,277,160,149,41,88,4,118,8,0,7,1117,90,1.435,9.8,1.5,3.1,4.2,1.34,90,gobblji01
234,Edgar Gonzalez,22,3,2,10,0.167,8.58,20,12,1,0,0,0,65,102,63,62,19,27,6,46,5,1,6,318,54,1.985,14.1,2.6,3.7,6.4,1.7,54,gonzaed01
235,Geremi Gonzalez,30,5,26,33,0.441,4.84,107,79,8,4,2,0,516.2,517,297,278,63,215,13,310,22,6,11,2253,91,1.417,9,1.1,3.7,5.4,1.44,91,gonzaje01
236,Mike Gonzalez*,27,3,4,5,0.444,2.48,114,0,29,0,0,4,101.2,74,29,28,8,43,2,119,2,0,8,419,173,1.151,6.6,0.7,3.8,10.5,2.77,173,gonzami02
237,Andrew Good,25,3,5,4,0.556,5.3,35,12,5,0,0,0,112,121,70,66,24,30,3,75,6,0,5,486,88,1.348,9.7,1.9,2.4,6,2.5,88,goodan01
238,Tom Gordon,37,17,127,115,0.525,3.93,750,203,275,18,4,116,1977.1,1762,949,863,157,922,52,1802,35,5,102,8486,114,1.357,8,0.7,4.2,8.2,1.95,114,gordoto01
239,Tom Gorzelanny*,22,1,0,1,0,12,3,1,0,0,0,0,6,10,8,8,1,3,0,3,0,0,0,32,37,2.167,15,1.5,4.5,4.5,1,37,gorzeto01
240,Mike Gosling*,24,2,1,4,0.2,4.53,19,9,5,0,0,0,57.2,66,33,29,7,32,3,28,2,0,2,266,100,1.699,10.3,1.1,5,4.4,0.88,100,goslimi01
241,John Grabow*,26,3,4,8,0.333,4.93,136,0,19,0,0,1,118.2,133,73,65,14,53,9,115,2,0,6,530,87,1.567,10.1,1.1,4,8.7,2.17,87,grabojo02
242,Alex Graman*,27,2,0,0,,18.47,5,2,2,0,0,0,6.1,17,13,13,2,4,1,4,0,0,0,40,27,3.316,24.2,2.8,5.7,5.7,1,27,gramaal01
243,Danny Graves,31,10,41,43,0.488,4.02,505,30,355,2,1,182,794.1,839,404,355,93,266,47,426,26,2,26,3422,110,1.391,9.5,1.1,3,4.8,1.6,110,graveda01
244,Kevin Gregg,27,3,8,4,0.667,4.38,93,5,32,0,0,1,176.2,174,89,86,17,65,5,150,7,1,18,764,100,1.353,8.9,0.9,3.3,7.6,2.31,100,greggke01
245,Zack Greinke,21,2,13,28,0.317,4.99,57,57,0,2,0,0,328,376,189,182,49,79,3,214,21,3,5,1428,92,1.387,10.3,1.3,2.2,5.9,2.71,92,greinza01
246,Seth Greisinger,29,4,10,16,0.385,5.51,42,39,1,0,0,0,223.2,263,147,137,34,77,5,118,7,0,4,984,84,1.52,10.6,1.4,3.1,4.7,1.53,84,greisse01
247,Jason Grilli,28,4,6,6,0.5,6.2,18,16,1,1,0,0,94.1,107,66,65,18,39,0,51,7,0,2,416,73,1.548,10.2,1.7,3.7,4.9,1.31,73,grillja01
248,Jason Grimsley,37,14,41,56,0.423,4.76,533,72,121,3,1,4,909,924,534,481,79,490,44,612,47,2,95,4090,97,1.556,9.1,0.8,4.9,6.1,1.25,97,grimsja01
249,Buddy Groom*,39,14,31,32,0.492,4.64,786,15,195,0,0,27,734.2,825,403,379,73,260,36,494,21,4,20,3226,98,1.477,10.1,0.9,3.2,6.1,1.9,98,groombu01
250,Kevin Gryboski,31,4,12,8,0.6,3.75,232,0,38,0,0,2,177.2,189,89,74,12,103,20,99,10,0,11,800,115,1.644,9.6,0.6,5.2,5,0.96,115,gryboke01
251,Eddie Guardado*,34,13,40,52,0.435,4.28,738,25,348,0,0,170,799.1,745,399,380,114,297,34,698,12,2,23,3390,110,1.304,8.4,1.3,3.3,7.9,2.35,110,guarded01
252,Matt Guerrier,26,2,0,4,0,3.87,52,2,19,0,0,0,90.2,93,42,39,11,30,5,57,4,0,3,390,117,1.357,9.2,1.1,3,5.7,1.9,117,guerrma02
253,Jeremy Guthrie,26,2,0,0,,5.09,7,0,3,0,0,0,17.2,18,10,10,3,8,0,10,1,0,1,78,88,1.472,9.2,1.5,4.1,5.1,1.25,88,guthrje01
254,John Halama*,33,8,53,47,0.53,4.6,245,118,51,2,2,0,881.2,1010,511,451,107,264,16,480,37,7,20,3864,98,1.445,10.3,1.1,2.7,4.9,1.82,98,halamjo01
255,Roy Halladay,28,8,79,43,0.648,3.7,184,159,6,20,8,1,1116.1,1103,517,459,98,299,11,810,31,7,30,4680,127,1.256,8.9,0.8,2.4,6.5,2.71,127,hallaro01
256,Brad Halsey*,24,2,9,15,0.375,4.92,36,33,1,0,0,0,192,232,127,105,24,53,3,107,11,1,2,853,90,1.484,10.9,1.1,2.5,5,2.02,90,halsebr01
257,Chris Hammond*,39,13,65,61,0.516,4.07,412,136,60,5,3,3,1095,1127,549,495,100,382,32,689,31,9,31,4696,102,1.378,9.3,0.8,3.1,5.7,1.8,102,hammoch01
258,Mike Hampton*,32,13,138,101,0.577,3.97,375,321,9,21,9,1,2074,2156,1041,916,177,826,36,1272,46,13,74,8983,110,1.438,9.4,0.8,3.6,5.5,1.54,110,hamptmi01
259,Tim Hamulack*,28,1,0,0,,23.14,6,0,2,0,0,0,2.1,7,6,6,3,1,1,2,0,0,0,14,21,3.429,27,11.6,3.9,7.7,2,21,hamulti01
260,Josh Hancock,27,4,6,3,0.667,4.4,32,12,9,0,0,0,88,91,51,43,19,31,2,51,1,0,5,386,99,1.386,9.3,1.9,3.2,5.2,1.65,99,hancojo01
261,Craig Hansen,21,1,0,0,,6,4,0,1,0,0,0,3,6,2,2,1,1,0,3,0,0,0,16,84,2.333,18,3,3,9,3,84,hansecr01
262,Aaron Harang,27,4,31,32,0.492,4.51,92,90,1,2,1,0,527.1,561,274,264,66,168,10,394,17,1,17,2279,95,1.382,9.6,1.1,2.9,6.7,2.35,95,haranaa01
263,Rich Harden,23,3,26,16,0.619,3.6,68,63,0,2,1,0,392.1,336,170,157,28,164,7,355,6,1,16,1641,124,1.274,7.7,0.6,3.8,8.1,2.16,124,harderi01
264,Dan Haren,24,3,20,22,0.476,4.13,62,53,2,3,0,0,335.2,341,168,154,39,92,7,238,13,0,10,1412,104,1.29,9.1,1,2.5,6.4,2.59,104,harenda01
265,Tim Harikkala,33,5,7,8,0.467,5.91,72,1,19,0,0,0,96,97,64,63,15,36,6,46,3,1,1,414,84,1.385,9.1,1.4,3.4,4.3,1.28,84,harikti01
266,Travis Harper,29,6,20,29,0.408,4.94,210,14,54,1,1,2,369.2,389,221,203,55,123,23,239,24,0,15,1610,91,1.385,9.5,1.3,3,5.8,1.94,91,harpetr01
267,Jeff Harris,30,1,2,5,0.286,4.19,11,8,1,0,0,0,53.2,48,27,25,9,20,2,25,3,0,0,227,101,1.267,8,1.5,3.4,4.2,1.25,101,harrije02
268,Chad Harville,28,5,4,7,0.364,5.01,143,0,49,0,0,1,140,144,88,78,21,81,5,117,8,1,16,636,88,1.607,9.3,1.4,5.2,7.5,1.44,88,harvich01
269,Shigetoshi Hasegawa,36,9,45,43,0.511,3.7,517,8,191,0,0,33,720.1,691,323,296,76,265,37,447,18,6,16,3031,125,1.327,8.6,0.9,3.3,5.6,1.69,125,hasegsh01
270,LaTroy Hawkins,32,11,51,69,0.425,4.77,509,98,188,2,0,75,956.1,1086,551,507,122,328,17,644,16,7,53,4194,100,1.479,10.2,1.1,3.1,6.1,1.96,100,hawkila01
271,Aaron Heilman,26,3,8,13,0.381,4.65,72,25,20,1,1,5,201.1,193,110,104,23,91,6,179,9,1,6,873,90,1.411,8.6,1,4.1,8,1.97,90,heilmaa01
272,Rick Helling,34,11,93,79,0.541,4.69,281,232,18,10,4,0,1491.1,1515,825,777,241,547,24,1026,48,4,47,6422,101,1.383,9.1,1.5,3.3,6.2,1.88,101,helliri01
273,Ben Hendrickson,24,1,1,8,0.111,6.22,10,9,1,0,0,0,46.1,58,33,32,6,20,1,29,4,0,1,215,71,1.683,11.3,1.2,3.9,5.6,1.45,71,hendrbe01
274,Mark Hendrickson*,31,4,33,32,0.508,5.21,109,95,1,4,1,0,556.2,670,361,322,70,147,12,273,11,3,13,2444,87,1.468,10.8,1.1,2.4,4.4,1.86,87,hendrma01
275,Sean Henn*,24,1,0,3,0,11.12,3,3,0,0,0,0,11.1,18,16,14,3,11,0,3,0,0,0,61,39,2.559,14.3,2.4,8.7,2.4,0.27,39,hennse01
276,Brad Hennessey,25,2,7,10,0.412,4.72,28,28,0,0,0,0,152.2,169,87,80,17,67,4,89,4,1,4,684,91,1.546,10,1,3.9,5.2,1.33,91,hennebr01
277,Clay Hensley,25,1,1,1,0.5,1.7,24,1,5,0,0,0,47.2,33,12,9,0,17,2,28,0,0,2,189,228,1.049,6.2,0,3.2,5.3,1.65,228,henslcl01
278,Felix Heredia*,30,10,28,19,0.596,4.42,511,2,128,0,0,6,458.1,448,259,225,45,232,22,351,18,1,31,2046,98,1.484,8.8,0.9,4.6,6.9,1.51,98,heredfe01
279,Matt Herges,35,7,30,26,0.536,3.83,378,4,147,0,0,34,472.1,494,222,201,47,182,32,335,24,1,12,2063,110,1.431,9.4,0.9,3.5,6.4,1.84,110,hergema01
280,Dustin Hermanson,32,11,73,78,0.483,4.21,351,180,104,4,2,56,1276.1,1279,672,597,158,459,31,869,31,6,38,5462,104,1.362,9,1.1,3.2,6.1,1.89,104,hermadu01
281,Felix Hernandez,19,1,4,4,0.5,2.67,12,12,0,0,0,0,84.1,61,26,25,5,23,0,77,2,0,3,328,158,0.996,6.5,0.5,2.5,8.2,3.35,158,hernafe02
282,Liván Hernández,30,10,110,104,0.514,4.11,284,283,0,42,7,0,1950.2,2056,965,891,208,673,55,1328,55,9,27,8388,102,1.399,9.5,1,3.1,6.1,1.97,102,hernali01
283,Orlando Hernandez,39,7,70,49,0.588,4.11,163,158,2,8,2,2,1004.2,917,487,459,132,354,9,794,50,4,24,4251,112,1.265,8.2,1.2,3.2,7.1,2.24,112,hernaor01
284,Roberto Hernandez,40,15,64,65,0.496,3.33,892,3,628,0,0,324,961.1,882,406,356,86,405,42,866,31,1,38,4126,136,1.339,8.3,0.8,3.8,8.1,2.14,136,hernaro01
