Rk,Name,Age,Yrs,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,WHIP,H9,HR9,BB9,SO9,SO/W,ERA+,Name-additional
19,Brandon Backe,28,5,19,14,0.576,4.71,104,42,20,1,1,0,317,324,171,166,42,144,6,212,12,2,11,1388,92,1.476,9.2,1.2,4.1,6,1.47,92,backebr01
20,Mike Bacsik*,28,4,5,5,0.5,5.88,22,15,2,1,0,0,98,120,68,64,15,31,4,52,7,0,0,440,73,1.541,11,1.4,2.8,4.8,1.68,73,bacsimi02
21,Cha-Seung Baek,26,2,6,5,0.545,4.55,13,11,2,0,0,0,65.1,61,38,33,11,24,1,43,4,0,3,279,99,1.301,8.4,1.5,3.3,5.9,1.79,99,baekch01
22,Danys Báez,28,6,31,37,0.456,3.79,341,26,214,1,0,111,491.1,445,235,207,44,201,16,390,32,2,20,2106,117,1.315,8.2,0.8,3.7,7.1,1.94,117,baezda01
23,Jeff Bajenaru,28,3,0,2,0,11.2,14,0,7,0,0,0,13.2,23,17,17,5,6,1,11,0,0,1,69,44,2.122,15.1,3.3,4,7.2,1.83,44,bajenje01
24,Scott Baker,24,2,8,11,0.421,5.19,26,25,0,0,0,0,137,162,84,79,22,30,1,94,3,0,0,594,86,1.401,10.6,1.4,2,6.2,3.13,86,bakersc02
25,John Bale*,32,4,2,2,0.5,4.69,27,9,3,0,0,0,78.2,75,48,41,11,34,2,68,5,0,2,340,92,1.386,8.6,1.3,3.9,7.8,2,92,balejo01
26,Grant Balfour,28,3,5,1,0.833,4.63,55,1,21,0,0,0,68,61,35,35,10,38,3,74,2,0,3,301,102,1.456,8.1,1.3,5,9.8,1.95,102,balfogr01
27,Brian Bannister,25,1,2,1,0.667,4.26,8,6,1,0,0,0,38,34,18,18,4,22,2,19,2,0,2,171,103,1.474,8.1,0.9,5.2,4.5,0.86,103,bannibr01
28,Kevin Barry,27,1,1,1,0.5,5.61,19,1,7,0,0,0,25.2,24,16,16,2,14,0,19,1,0,0,115,80,1.481,8.4,0.7,4.9,6.7,1.36,80,barryke01
29,Philip Barzilla*,27,1,0,0,,0,1,0,0,0,0,0,0.1,1,0,0,0,0,0,0,0,0,0,2,,3,27,0,0,0,,,barziph01
30,Miguel Batista,35,12,68,79,0.463,4.46,397,185,106,10,4,37,1381.2,1420,767,685,133,591,34,870,51,4,70,6045,103,1.455,9.2,0.9,3.8,5.7,1.47,103,batismi01
31,Rick Bauer,29,6,11,14,0.44,4.34,183,10,53,0,0,3,311,312,170,150,34,118,7,181,17,0,14,1332,103,1.383,9,1,3.4,5.2,1.53,103,bauerri01
32,Denny Bautista,25,3,2,9,0.182,6.48,26,20,3,0,0,0,107,127,85,77,10,51,1,69,9,2,11,496,73,1.664,10.7,0.8,4.3,5.8,1.35,73,bautide01
33,Jonah Bayliss,25,2,1,1,0.5,4.44,22,0,12,0,0,0,26.1,20,13,13,3,15,2,25,3,0,2,117,102,1.329,6.8,1,5.1,8.5,1.67,102,baylijo01
34,Yorman Bazardo,21,1,0,0,,21.6,1,0,0,0,0,0,1.2,5,5,4,0,2,0,2,0,0,1,12,23,4.2,27,0,10.8,10.8,1,23,bazaryo01
35,T.J. Beam,25,1,2,0,1,8.5,20,0,5,0,0,0,18,26,17,17,5,6,2,12,2,1,1,85,54,1.778,13,2.5,3,6,2,54,beamtj01
36,Colter Bean,29,2,0,0,,6.75,3,0,2,0,0,0,4,3,3,3,0,4,0,3,1,0,0,19,76,1.75,6.8,0,9,6.8,0.75,76,beanco01
37,Josh Beckett,26,6,57,45,0.559,3.85,139,136,1,3,2,0,813.2,720,386,348,91,297,12,765,27,2,33,3405,110,1.25,8,1,3.3,8.5,2.58,110,beckejo02
38,Erik Bedard*,27,4,27,29,0.482,4.08,86,83,0,0,0,0,476,486,242,216,39,197,2,418,17,3,17,2087,110,1.435,9.2,0.7,3.7,7.9,2.12,110,bedarer01
39,Joe Beimel*,29,6,12,20,0.375,4.71,236,23,41,0,0,2,345.2,381,194,181,37,154,26,188,14,2,12,1537,94,1.548,9.9,1,4,4.9,1.22,94,beimejo01
40,Matt Belisle,26,3,7,9,0.438,4.22,96,7,24,0,0,1,134.1,154,72,63,17,47,7,91,10,0,6,601,105,1.496,10.3,1.1,3.1,6.1,1.94,105,belisma01
41,Heath Bell,28,3,1,5,0.167,4.92,81,0,20,0,0,0,108,129,64,59,14,30,5,105,1,1,1,466,87,1.472,10.8,1.2,2.5,8.8,3.5,87,bellhe01
42,Rob Bell,29,6,30,34,0.469,5.69,121,108,7,2,0,0,633,684,428,400,118,264,8,393,21,0,40,2811,81,1.498,9.7,1.7,3.8,5.6,1.49,81,bellro01
43,Francis Beltran,26,2,2,2,0.5,5.87,56,0,17,0,0,1,61.1,61,42,40,13,43,2,59,2,0,4,286,76,1.696,9,1.9,6.3,8.7,1.37,76,beltrfr01
44,Armando Benitez,33,13,38,38,0.5,2.95,699,0,501,0,0,280,722.1,492,254,237,84,372,30,880,15,2,17,2999,148,1.196,6.1,1,4.6,11,2.37,148,benitar01
45,Jeff Bennett,26,1,1,5,0.167,4.79,60,0,20,0,0,0,71.1,78,43,38,12,26,2,45,2,0,6,316,91,1.458,9.8,1.5,3.3,5.7,1.73,91,benneje01
46,Joaquin Benoit,28,6,20,20,0.5,5.12,159,55,18,0,0,1,464.1,448,279,264,65,219,6,408,21,1,17,2065,94,1.436,8.7,1.3,4.2,7.9,1.86,94,benoijo01
47,Kris Benson,31,7,68,73,0.482,4.34,195,195,0,8,2,0,1207.1,1241,649,582,144,423,37,787,41,2,32,5199,102,1.378,9.3,1.1,3.2,5.9,1.86,102,bensokr01
48,Jason Bergmann,24,2,2,2,0.5,5.76,44,7,11,0,0,0,84.1,95,55,54,13,38,7,75,8,0,3,388,74,1.577,10.1,1.4,4.1,8,1.97,74,bergmja01
49,Adam Bernero,29,7,11,27,0.289,5.91,150,37,34,0,0,0,376,430,260,247,58,133,8,247,20,1,11,1676,76,1.497,10.3,1.4,3.2,5.9,1.86,76,bernead01
50,Rafael Betancourt,31,4,14,15,0.483,3.26,205,0,63,0,0,9,229,207,91,83,24,59,15,233,1,1,6,943,134,1.162,8.1,0.9,2.3,9.2,3.95,134,betanra01
51,Chad Billingsley,21,1,7,4,0.636,3.8,18,16,0,0,0,0,90,92,43,38,7,58,3,59,3,0,5,403,119,1.667,9.2,0.7,5.8,5.9,1.02,119,billich01
52,Kurt Birkins*,25,1,5,2,0.714,4.94,35,0,4,0,0,0,31,25,19,17,4,16,0,27,3,0,3,136,93,1.323,7.3,1.2,4.6,7.8,1.69,93,birkiku01
53,Travis Blackley*,23,1,1,3,0.25,10.04,6,6,0,0,0,0,26,35,31,29,9,22,0,16,1,1,3,134,45,2.192,12.1,3.1,7.6,5.5,0.73,45,blacktr01
54,Joe Blanton,25,3,28,24,0.538,4.19,68,64,1,3,1,0,403.2,425,202,188,41,127,7,229,10,2,7,1721,105,1.367,9.5,0.9,2.8,5.1,1.8,105,blantjo01
55,Jeremy Bonderman,23,4,45,53,0.459,4.72,129,123,0,6,2,0,749,774,424,393,86,252,14,623,21,4,27,3224,93,1.37,9.3,1,3,7.5,2.47,93,bondeje01
56,Boof Bonser,24,1,7,6,0.538,4.22,18,18,0,0,0,0,100.1,104,50,47,18,24,0,84,1,0,2,419,106,1.276,9.3,1.6,2.2,7.5,3.5,106,bonsebo01
57,Chris Booker,29,2,0,0,,13.94,14,0,3,0,0,0,10.1,16,17,16,6,8,0,9,0,0,1,53,34,2.323,13.9,5.2,7,7.8,1.13,34,bookech01
58,Chris Bootcheck,27,3,0,3,0,6.86,16,3,8,0,0,1,39.1,51,32,30,9,19,1,22,0,0,2,186,65,1.78,11.7,2.1,4.3,5,1.16,65,bootcch01
59,Dave Borkowski,29,5,8,15,0.348,5.84,91,21,23,0,0,0,238.2,262,167,155,31,100,12,178,10,1,7,1066,79,1.517,9.9,1.2,3.8,6.7,1.78,79,borkoda01
60,Joe Borowski,35,10,17,26,0.395,3.87,336,1,196,0,0,80,372,349,169,160,40,152,26,305,5,0,4,1594,111,1.347,8.4,1,3.7,7.4,2.01,111,borowjo01
61,Micah Bowie*,31,4,4,9,0.308,6.92,48,11,12,0,0,0,91,117,72,70,12,51,3,64,3,2,4,433,65,1.846,11.6,1.2,5,6.3,1.25,65,bowiemi01
62,Blaine Boyer,24,2,4,2,0.667,3.76,45,0,5,0,0,0,38.1,36,16,16,1,18,0,33,2,0,2,165,115,1.409,8.5,0.2,4.2,7.7,1.83,115,boyerbl01
63,Chad Bradford,31,9,27,18,0.6,3.4,395,0,91,0,0,9,381.1,369,161,144,23,104,29,261,21,3,4,1595,132,1.24,8.7,0.5,2.5,6.2,2.51,132,bradfch01
64,Ryan Braun,25,1,0,1,0,6.75,9,0,2,0,0,0,10.2,13,8,8,2,3,0,6,0,0,0,46,72,1.5,11,1.7,2.5,5.1,2,72,braunry01
65,Bill Bray*,23,1,3,2,0.6,4.09,48,0,10,0,0,2,50.2,57,27,23,5,18,3,39,1,0,0,223,111,1.48,10.1,0.9,3.2,6.9,2.17,111,braybi01
66,Dewon Brazelton,26,5,8,25,0.242,6.38,63,43,5,0,0,0,271,305,217,192,42,151,7,145,20,1,9,1256,70,1.683,10.1,1.4,5,4.8,0.96,70,brazede01
67,Yhency Brazoban,26,3,10,12,0.455,4.49,110,0,56,0,0,21,110.1,102,58,55,13,49,6,92,5,0,3,473,93,1.369,8.3,1.1,4,7.5,1.88,93,brazoyh01
68,Craig Breslow*,25,2,0,2,0,2.86,27,0,6,0,0,0,28.1,27,11,9,1,19,1,26,2,1,3,133,152,1.624,8.6,0.3,6,8.3,1.37,152,breslcr01
69,Eude Brito*,27,2,2,4,0.333,5.36,11,7,0,0,0,0,40.1,41,24,24,4,23,3,24,3,2,3,181,86,1.587,9.1,0.9,5.1,5.4,1.04,86,britoeu01
70,Chris Britton,23,1,0,2,0,3.35,52,0,12,0,0,1,53.2,46,22,20,4,17,3,41,0,0,0,221,136,1.174,7.7,0.7,2.9,6.9,2.41,136,brittch01
71,Doug Brocail,39,12,39,42,0.481,4.09,467,42,129,0,0,7,717,735,364,326,65,252,26,526,30,6,30,3104,108,1.377,9.2,0.8,3.2,6.6,2.09,108,brocado01
72,Jim Brower,33,8,33,32,0.508,4.62,351,28,88,0,0,5,570.2,588,316,293,70,254,17,396,27,1,29,2509,97,1.475,9.3,1.1,4,6.2,1.56,97,broweji01
73,Andrew Brown,25,1,0,0,,3.6,9,0,4,0,0,0,10,6,4,4,0,8,1,7,1,0,1,44,129,1.4,5.4,0,7.2,6.3,0.88,129,brownan01
74,Jonathan Broxton,22,2,5,1,0.833,3.1,82,0,25,0,0,3,90,74,36,31,7,45,8,119,2,0,9,388,144,1.322,7.4,0.7,4.5,11.9,2.64,144,broxtjo01
75,Brian Bruney,24,3,5,8,0.385,5.05,96,0,37,0,0,12,98,90,57,55,9,77,7,110,7,0,6,455,90,1.704,8.3,0.8,7.1,10.1,1.43,90,brunebr01
76,Taylor Buchholz,24,1,6,10,0.375,5.89,22,19,1,1,1,0,113,107,80,74,21,34,4,77,3,0,5,479,76,1.248,8.5,1.7,2.7,6.1,2.26,76,buchhta01
77,Mark Buehrle*,27,7,97,66,0.595,3.83,229,204,6,19,6,0,1428,1473,684,607,165,328,23,828,37,9,10,5935,121,1.261,9.3,1,2.1,5.2,2.52,121,buehrma01
78,Ryan Bukvich,28,4,2,0,1,6.94,48,0,14,0,0,1,46.2,44,38,36,4,41,3,39,1,0,2,222,72,1.821,8.5,0.8,7.9,7.5,0.95,72,bukviry01
79,Jason Bulger,27,2,1,0,1,6.94,11,0,6,0,0,0,11.2,15,9,9,1,8,1,10,0,0,1,57,67,1.971,11.6,0.8,6.2,7.7,1.25,67,bulgeja01
80,Bryan Bullington,25,1,0,0,,13.5,1,0,0,0,0,0,1.1,1,2,2,0,1,0,1,1,0,0,7,40,1.5,6.8,0,6.8,6.8,1,40,bullibr01
81,Ambiorix Burgos,22,2,7,10,0.412,4.81,127,1,58,0,0,20,136.2,143,78,73,22,68,5,137,11,5,19,614,95,1.544,9.4,1.4,4.5,9,2.01,95,burgoam01
82,A.J. Burnett,29,8,59,58,0.504,3.77,155,152,0,16,9,0,989.1,857,462,414,80,416,19,871,39,2,50,4169,111,1.287,7.8,0.7,3.8,7.9,2.09,111,burnea.01
83,Sean Burnett*,23,1,5,5,0.5,5.02,13,13,0,1,1,0,71.2,86,41,40,9,28,2,30,1,0,2,318,85,1.591,10.8,1.1,3.5,3.8,1.07,85,burnese01
84,Mike Burns,27,2,0,0,,5.88,45,0,16,0,0,0,52,69,35,34,8,12,3,36,7,0,2,240,77,1.558,11.9,1.4,2.1,6.2,3,77,burnsmi01
85,Brian Burres*,25,1,0,0,,2.25,11,0,2,0,0,0,8,6,2,2,1,1,0,6,0,0,0,31,209,0.875,6.8,1.1,1.1,6.8,6,209,burrebr01
86,Dave Bush,26,3,22,26,0.458,4.28,75,72,1,6,3,0,444,438,231,211,57,92,7,305,37,0,11,1856,107,1.194,8.9,1.2,1.9,6.2,3.32,107,bushda01
87,Paul Byrd,35,11,82,73,0.529,4.32,277,189,30,14,4,0,1290.2,1367,704,619,185,328,20,742,49,7,30,5515,106,1.313,9.5,1.3,2.3,5.2,2.26,106,byrdpa01
88,Tim Byrdak*,32,5,1,5,0.167,7.06,105,0,11,0,0,2,66.1,89,57,52,12,53,4,59,2,1,10,344,68,2.141,12.1,1.6,7.2,8,1.11,68,byrdati01
89,Daniel Cabrera,25,3,31,31,0.5,4.75,83,82,1,3,2,1,457,419,259,241,39,280,5,390,18,2,38,2040,94,1.53,8.3,0.8,5.5,7.7,1.39,94,cabreda01
90,Fernando Cabrera,24,3,5,4,0.556,3.91,70,0,28,0,0,0,96.2,80,46,42,13,44,3,106,1,1,6,400,113,1.283,7.4,1.2,4.1,9.9,2.41,113,cabrefe01
91,Matt Cain,21,2,15,13,0.536,3.8,39,38,1,2,1,0,237,181,105,100,22,106,2,209,6,2,10,999,118,1.211,6.9,0.8,4,7.9,1.97,118,cainma01
92,Kiko Calero,31,4,11,5,0.688,3.1,195,1,43,0,0,6,197.1,151,68,68,20,72,8,217,3,1,7,800,140,1.13,6.9,0.9,3.3,9.9,3.01,140,calerki01
93,Carmen Cali*,27,2,0,0,,9.45,16,0,5,0,0,0,13.1,23,15,14,4,12,2,13,0,0,2,73,47,2.625,15.5,2.7,8.1,8.8,1.08,47,calica01
94,Shawn Camp,30,3,10,10,0.5,4.86,146,0,34,0,0,6,190.2,236,120,103,23,48,7,132,16,1,9,842,95,1.49,11.1,1.1,2.3,6.2,2.75,95,campsh01
95,Brett Campbell,24,1,0,0,,10.38,4,0,2,0,0,0,4.1,4,5,5,1,2,0,4,1,0,0,19,45,1.385,8.3,2.1,4.2,8.3,2,45,campbbr02
96,Jorge Campillo,27,2,0,0,,8.31,3,1,1,0,0,0,4.1,5,4,4,0,1,0,2,0,0,0,20,60,1.385,10.4,0,2.1,4.2,2,60,campijo01
97,Jose Capellan,25,3,5,4,0.556,4.72,81,2,19,0,0,0,95.1,96,53,50,14,41,7,76,3,0,3,419,96,1.437,9.1,1.3,3.9,7.2,1.85,96,capeljo01
98,Matt Capps,22,2,9,1,0.9,3.83,89,0,15,0,0,1,84.2,86,39,36,12,12,5,59,4,0,4,345,117,1.157,9.1,1.3,1.3,6.3,4.92,117,cappsma01
99,Chris Capuano*,27,4,37,36,0.507,4.2,95,91,2,3,2,0,561.2,559,287,262,81,186,12,453,32,5,16,2409,105,1.326,9,1.3,3,7.3,2.44,105,capuach01
100,Buddy Carlyle,28,3,1,3,0.25,7.41,21,7,4,0,0,0,54.2,58,48,45,11,24,0,44,3,0,1,242,58,1.5,9.5,1.8,4,7.2,1.83,58,carlybu01
101,Chris Carpenter,31,9,100,68,0.595,4.09,245,228,6,25,12,0,1516,1551,758,689,174,463,13,1161,56,2,44,6426,111,1.328,9.2,1,2.7,6.9,2.51,111,carpech01
102,Giovanni Carrara,38,10,29,18,0.617,4.69,313,18,72,1,0,4,472.1,487,260,246,74,202,22,338,21,0,9,2079,90,1.459,9.3,1.4,3.8,6.4,1.67,90,carragi01
103,D.J. Carrasco,29,3,14,15,0.483,4.81,101,22,32,1,0,2,230.1,252,133,123,24,106,9,128,16,3,15,1029,97,1.554,9.8,0.9,4.1,5,1.21,97,carradj01
104,Hector Carrasco,36,11,42,49,0.462,3.88,618,9,198,0,0,19,794,748,377,342,61,364,32,629,32,7,82,3462,116,1.401,8.5,0.7,4.1,7.1,1.73,116,carrahe01
105,Lance Carter,31,6,13,12,0.52,4.15,181,0,112,0,0,29,253.2,245,119,117,38,73,10,127,6,0,3,1062,108,1.254,8.7,1.3,2.6,4.5,1.74,108,cartela02
106,Marcos Carvajal,21,1,0,2,0,5.09,39,0,11,0,0,0,53,52,30,30,8,21,0,47,3,0,4,229,94,1.377,8.8,1.4,3.6,8,2.24,94,carvama01
107,Santiago Casilla,25,3,0,0,,9.82,9,0,6,0,0,0,11,9,12,12,3,12,0,8,1,0,1,54,50,1.909,7.4,2.5,9.8,6.5,0.67,50,garcija01
108,Scott Cassidy,30,3,8,9,0.471,4.88,111,0,35,0,0,0,121.2,110,73,66,23,54,5,109,8,0,2,524,90,1.348,8.1,1.7,4,8.1,2.02,90,cassisc01
109,Fabio Castro*,21,1,0,1,0,2.27,20,0,11,0,0,1,31.2,18,9,8,1,13,0,18,2,1,0,125,209,0.979,5.1,0.3,3.7,5.1,1.38,209,castrfa01
110,Gustavo Chacin*,25,3,23,14,0.622,4.05,53,53,0,0,0,0,304.1,311,148,137,39,111,5,174,15,0,3,1308,111,1.387,9.2,1.2,3.3,5.1,1.57,111,chacigu01
111,Shawn Chacon,28,6,38,54,0.413,5.12,190,115,60,0,0,35,740.1,733,450,421,112,386,31,487,57,3,33,3328,95,1.511,8.9,1.4,4.7,5.9,1.26,95,chacosh01
112,Bruce Chen*,29,9,35,37,0.486,4.6,237,112,36,2,0,0,797,797,448,407,151,308,21,635,19,2,16,3449,96,1.386,9,1.7,3.5,7.2,2.06,96,chenbr01
113,Travis Chick,22,1,0,0,,12.6,3,0,0,0,0,0,5,7,7,7,0,10,0,2,0,0,0,31,38,3.4,12.6,0,18,3.6,0.2,38,chicktr01
114,Jason Childers,31,1,0,1,0,4.7,5,0,0,0,0,0,7.2,12,6,4,1,4,0,5,0,0,1,40,101,2.087,14.1,1.2,4.7,5.9,1.25,101,childja01
115,Randy Choate*,30,7,5,7,0.417,4.64,194,0,52,0,0,0,165,154,94,85,5,87,14,129,22,1,9,741,100,1.461,8.4,0.3,4.7,7,1.48,100,choatra01
116,Vinnie Chulk,27,4,2,7,0.222,4.51,160,0,35,0,0,2,179.2,179,95,90,21,76,6,128,5,0,11,779,103,1.419,9,1.1,3.8,6.4,1.68,103,chulkvi01
117,Brandon Claussen*,27,4,16,27,0.372,5.04,58,58,0,0,0,0,316,359,197,177,48,121,8,228,15,1,7,1423,87,1.519,10.2,1.4,3.4,6.5,1.88,87,clausbr01
118,Roger Clemens,43,23,348,178,0.662,3.1,691,690,0,118,46,0,4817.2,4086,1833,1661,354,1549,63,4604,154,20,136,19820,143,1.17,7.6,0.7,2.9,8.6,2.97,143,clemero02
119,Matt Clement,31,9,87,86,0.503,4.47,238,236,0,6,3,0,1412.2,1326,762,702,144,650,23,1217,94,1,101,6189,96,1.399,8.4,0.9,4.1,7.8,1.87,96,clemema01
120,Todd Coffey,25,2,10,8,0.556,3.97,138,0,42,0,0,9,136,169,67,60,12,38,7,86,7,0,5,605,114,1.522,11.2,0.8,2.5,5.7,2.26,114,coffeto01
121,Jesus Colome,28,6,11,22,0.333,4.73,186,0,75,0,0,5,251,244,146,132,34,141,18,201,10,1,20,1130,94,1.534,8.7,1.2,5.1,7.2,1.43,94,colomje01
122,Bartolo Colon,33,10,140,87,0.617,3.98,290,288,0,31,8,0,1876,1823,892,829,223,650,26,1466,35,5,37,7926,115,1.318,8.7,1.1,3.1,7,2.26,115,colonba01
123,Roman Colon,26,3,6,7,0.462,5.03,73,8,18,0,0,1,127,146,75,71,23,43,4,87,1,1,10,558,87,1.488,10.3,1.6,3,6.2,2.02,87,colonro01
124,Steve Colyer*,27,2,1,0,1,5.05,54,0,12,0,0,0,51.2,55,30,29,8,33,1,47,1,0,4,231,86,1.703,9.6,1.4,5.7,8.2,1.42,86,colyest01
125,Clay Condrey,30,3,4,6,0.4,4.74,39,9,12,0,0,0,89.1,98,50,47,11,38,7,57,5,1,1,396,88,1.522,9.9,1.1,3.8,5.7,1.5,88,condrcl01
126,José Contreras,34,4,48,27,0.64,4.28,111,102,2,2,1,0,642,589,333,305,78,244,8,510,32,2,55,2741,107,1.298,8.3,1.1,3.4,7.1,2.09,107,contrjo01
127,Aaron Cook,27,5,28,28,0.5,4.58,113,82,5,4,0,0,552.1,656,299,281,44,180,25,213,26,1,21,2438,107,1.514,10.7,0.7,2.9,3.5,1.18,107,cookaa01
128,Roy Corcoran,26,3,0,1,0,5.89,16,0,7,0,0,0,18.1,26,14,12,1,12,0,12,0,0,1,93,80,2.073,12.8,0.5,5.9,5.9,1,80,corcoro01
129,Tim Corcoran,28,2,5,9,0.357,4.7,31,17,6,0,0,0,113,111,63,59,11,60,3,72,5,1,2,493,97,1.513,8.8,0.9,4.8,5.7,1.2,97,corcoti02
130,Chad Cordero,24,4,17,11,0.607,2.61,223,0,165,0,0,91,241.1,186,81,70,31,85,12,225,6,0,6,1004,166,1.123,6.9,1.2,3.2,8.4,2.65,166,cordech01
131,Francisco Cordero,31,8,26,23,0.531,3.33,404,0,250,0,0,133,442.2,402,183,164,32,213,19,442,16,2,18,1925,146,1.389,8.2,0.7,4.3,9,2.08,146,cordefr01
132,Bryan Corey,32,3,2,1,0.667,4.09,36,0,6,0,0,0,44,41,20,20,2,17,0,29,3,0,0,189,116,1.318,8.4,0.4,3.5,5.9,1.71,116,coreybr01
133,Lance Cormier,25,3,12,12,0.5,5.72,113,14,21,0,0,0,198.1,238,136,126,28,107,14,130,9,1,10,907,78,1.739,10.8,1.3,4.9,5.9,1.22,78,cormila01
134,Rheal Cormier*,39,15,71,64,0.526,4.02,677,108,104,7,1,2,1218.2,1244,601,544,120,316,37,759,50,4,39,5143,105,1.28,9.2,0.9,2.3,5.6,2.4,105,cormirh01
135,Manny Corpas,23,1,1,2,0.333,3.62,35,0,3,0,0,0,32.1,36,13,13,3,8,1,27,2,0,2,136,137,1.361,10,0.8,2.2,7.5,3.38,137,corpama01
136,Kevin Correia,25,4,7,7,0.5,4.35,86,19,16,0,0,0,186.1,191,94,90,26,81,3,143,12,0,4,824,101,1.46,9.2,1.3,3.9,6.9,1.77,101,correke01
137,David Cortes,32,4,5,1,0.833,4.47,86,0,36,0,0,2,88.2,96,46,44,13,20,3,53,2,0,5,373,109,1.308,9.7,1.3,2,5.4,2.65,109,corteda01
138,Neal Cotts*,26,4,10,7,0.588,4.52,199,5,36,0,0,1,193,178,105,97,27,100,13,169,10,0,14,849,103,1.44,8.3,1.3,4.7,7.9,1.69,103,cottsne01
139,Jesse Crain,24,3,19,10,0.655,2.95,165,0,44,0,0,2,183.1,157,65,60,14,59,10,99,8,0,4,760,154,1.178,7.7,0.7,2.9,4.9,1.68,154,crainje01
140,Francisco Cruceta,24,2,0,1,0,10.05,6,3,1,0,0,0,14.1,20,17,16,3,10,0,11,1,0,2,73,46,2.093,12.6,1.9,6.3,6.9,1.1,46,crucefr01
141,Juan Cruz,27,6,19,30,0.388,4.32,187,38,58,0,0,1,402.1,367,218,193,41,203,12,377,34,0,11,1772,101,1.417,8.2,0.9,4.5,8.4,1.86,101,cruzju02
142,Casey Daigle,25,2,2,3,0.4,6.46,20,10,1,0,0,0,61.1,77,46,44,10,33,3,24,2,1,1,282,72,1.793,11.3,1.5,4.8,3.5,0.73,72,daiglca01
