Rk,Name,Age,Yrs,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,WHIP,H9,HR9,BB9,SO9,SO/W,ERA+,Name-additional
143,Craig Dingman,27,2,0,0,,9.33,17,0,8,0,0,1,18.1,29,19,19,5,6,2,10,2,0,0,88,56,1.909,14.2,2.5,2.9,4.9,1.67,56,dingmcr01
144,Chris Donnels,35,1,0,0,,0,1,0,1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,,,donnech01
145,Octavio Dotel,27,3,18,15,0.545,4.48,130,34,46,0,0,18,315.1,275,167,157,43,157,6,372,15,2,13,1369,105,1.37,7.8,1.2,4.5,10.6,2.37,105,doteloc01
146,Sean Douglass,22,1,2,1,0.667,5.31,4,4,0,0,0,0,20.1,21,12,12,3,11,0,17,1,1,1,94,82,1.574,9.3,1.3,4.9,7.5,1.55,82,douglse01
147,Scott Downs*,25,1,4,3,0.571,5.29,19,19,0,0,0,0,97,122,62,57,13,40,1,63,5,0,1,442,87,1.67,11.3,1.2,3.7,5.8,1.58,87,downssc01
148,Darren Dreifort,29,7,43,52,0.453,4.38,204,103,35,3,3,10,761.2,725,411,371,79,328,14,672,40,9,51,3302,95,1.382,8.6,0.9,3.9,7.9,2.05,95,dreifda01
149,Ryan Drese,25,1,1,2,0.333,3.44,9,4,2,0,0,0,36.2,32,15,14,2,15,2,24,1,0,0,149,132,1.282,7.9,0.5,3.7,5.9,1.6,132,dresery01
150,Tim Drew,22,2,1,2,0.333,8.39,11,9,0,0,0,0,44,68,51,41,10,24,0,20,5,0,5,224,55,2.091,13.9,2,4.9,4.1,0.83,55,drewti01
151,Justin Duchscherer,23,1,1,1,0.5,12.27,5,2,1,0,0,0,14.2,24,20,20,5,4,0,11,4,0,1,76,39,1.909,14.7,3.1,2.5,6.8,2.75,39,duchsju01
152,Brandon Duckworth,25,1,3,2,0.6,3.52,11,11,0,0,0,0,69,57,29,27,2,29,5,40,6,0,2,289,121,1.246,7.4,0.3,3.8,5.2,1.38,121,duckwbr01
153,Courtney Duncan,26,1,3,3,0.5,5.06,36,0,15,0,0,0,42.2,42,24,24,5,25,3,49,2,0,2,193,83,1.57,8.9,1.1,5.3,10.3,1.96,83,duncaco01
154,Chad Durbin,23,3,11,21,0.344,5.82,46,45,0,2,0,0,253.2,293,180,164,40,102,1,135,11,0,14,1135,84,1.557,10.4,1.4,3.6,4.8,1.32,84,durbich01
155,Mike Duvall*,26,4,1,1,0.5,4.76,53,0,7,0,0,0,51,62,30,27,6,32,1,23,2,1,5,239,105,1.843,10.9,1.1,5.6,4.1,0.72,105,duvalmi01
156,Adam Eaton,23,2,15,9,0.625,4.22,39,39,0,2,0,0,251.2,242,124,118,34,101,6,199,7,0,6,1082,98,1.363,8.7,1.2,3.6,7.1,1.97,98,eatonad01
157,Joey Eischen*,31,5,1,3,0.25,4.49,95,0,29,0,0,0,120.1,129,68,60,12,62,9,88,8,0,7,548,97,1.587,9.6,0.9,4.6,6.6,1.42,97,eischjo01
158,Scott Elarton,25,4,32,23,0.582,4.91,124,71,15,2,0,3,506.1,495,298,276,76,206,3,395,17,0,17,2201,96,1.384,8.8,1.4,3.7,7,1.92,96,elartsc01
159,Cal Eldred,33,11,74,68,0.521,4.57,196,191,2,19,4,0,1196.2,1172,644,607,150,510,9,789,43,2,32,5195,100,1.406,8.8,1.1,3.8,5.9,1.55,100,eldreca01
160,Robert Ellis,30,2,6,5,0.545,5.47,22,17,4,0,0,0,97,106,61,59,12,38,2,46,4,2,4,432,86,1.485,9.8,1.1,3.5,4.3,1.21,86,ellisro02
161,Alan Embree*,31,8,18,19,0.486,4.86,364,4,92,0,0,4,346,333,204,187,47,156,11,317,13,2,18,1512,90,1.413,8.7,1.2,4.1,8.2,2.03,90,embreal01
162,Todd Erdos,27,5,2,0,1,5.57,63,0,21,0,0,2,93.2,105,62,58,12,45,3,58,12,0,6,437,81,1.601,10.1,1.2,4.3,5.6,1.29,81,erdosto01
163,Scott Erickson,33,11,135,116,0.538,4.43,326,322,2,48,16,0,2106.1,2281,1126,1037,191,745,28,1152,88,3,60,9123,102,1.437,9.7,0.8,3.2,4.9,1.55,102,ericksc01
164,Kelvim Escobar,25,5,40,39,0.506,4.71,184,75,50,5,2,16,590.2,582,336,309,59,272,12,500,16,1,12,2587,103,1.446,8.9,0.9,4.1,7.6,1.84,103,escobke01
165,Shawn Estes*,28,7,64,50,0.561,4.25,160,160,0,9,6,0,990,945,511,468,74,521,21,795,29,6,60,4327,98,1.481,8.6,0.7,4.7,7.2,1.53,98,estessh01
166,Horacio Estrada*,25,3,4,1,0.8,7.5,15,4,6,0,0,0,36,48,31,30,10,25,4,22,3,0,3,181,63,2.028,12,2.5,6.3,5.5,0.88,63,estraho01
167,Leo Estrella,26,1,0,0,,5.79,2,0,1,0,0,0,4.2,9,3,3,1,0,0,3,0,0,0,21,93,1.929,17.4,1.9,0,5.8,,93,estrele01
168,Seth Etherton,24,1,5,1,0.833,5.52,11,11,0,0,0,0,60.1,68,38,37,16,22,0,32,1,0,2,270,91,1.492,10.1,2.4,3.3,4.8,1.45,91,etherse01
169,Scott Eyre*,29,5,10,16,0.385,5.5,95,29,26,0,0,2,227.1,258,157,139,45,129,5,158,6,0,12,1046,84,1.702,10.2,1.8,5.1,6.3,1.22,84,eyresc01
170,Brian Falkenborg,23,1,0,0,,0,2,0,0,0,0,0,3,2,0,0,0,2,0,1,0,0,0,12,,1.333,6,0,6,3,0.5,,falkebr01
171,Kyle Farnsworth,25,3,11,24,0.314,4.76,149,26,33,1,1,3,289,295,164,153,50,131,11,251,8,3,12,1289,93,1.474,9.2,1.6,4.1,7.8,1.92,93,farnsky01
172,Jeff Fassero*,38,11,104,95,0.523,3.87,486,217,98,17,2,22,1669,1658,814,717,168,580,35,1405,28,6,73,7176,114,1.341,8.9,0.9,3.1,7.6,2.42,114,fasseje01
173,Jared Fernandez,29,1,0,1,0,4.38,5,2,2,0,0,0,12.1,13,9,6,1,6,0,5,2,0,1,57,107,1.541,9.5,0.7,4.4,3.6,0.83,107,fernaja01
174,Osvaldo Fernandez,34,4,19,26,0.422,4.93,76,67,3,3,0,0,387,439,229,212,43,136,11,208,12,4,9,1709,88,1.486,10.2,1,3.2,4.8,1.53,88,fernaos01
175,Mike Fetters,36,13,28,37,0.431,3.73,527,6,262,0,0,99,637,621,307,264,56,299,31,450,26,4,45,2772,120,1.444,8.8,0.8,4.2,6.4,1.51,120,fettemi01
176,Nelson Figueroa,27,2,4,6,0.4,4.47,22,16,1,0,0,0,104.2,112,53,52,12,42,3,68,7,0,4,461,97,1.471,9.6,1,3.6,5.8,1.62,97,figuene01
177,Jeremy Fikac,26,1,2,0,1,1.37,23,0,5,0,0,0,26.1,15,6,4,2,5,1,19,1,0,0,99,295,0.759,5.1,0.7,1.7,6.5,3.8,295,fikacje01
178,Bob File,24,1,5,3,0.625,3.27,60,0,18,0,0,0,74.1,57,28,27,6,29,8,38,7,0,2,299,140,1.157,6.9,0.7,3.5,4.6,1.31,140,filebo01
179,Chuck Finley*,38,16,189,158,0.545,3.83,492,435,24,61,14,0,3006.2,2886,1420,1278,291,1254,30,2436,75,22,127,12829,116,1.377,8.6,0.9,3.8,7.3,1.94,116,finlech01
180,Steve Finley*,36,1,0,0,,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,4,,1,0,0,9,0,0,,finlest01
181,Tony Fiore,29,2,1,2,0.333,7.3,18,0,8,0,0,0,24.2,30,22,20,3,12,2,16,3,0,2,115,68,1.703,10.9,1.1,4.4,5.8,1.33,68,fioreto01
182,Bryce Florie,31,8,20,24,0.455,4.47,261,29,67,0,0,2,493.2,500,285,245,46,243,30,395,20,4,35,2187,104,1.505,9.1,0.8,4.4,7.2,1.63,104,floribr01
183,Josh Fogg,24,1,0,0,,2.03,11,0,4,0,0,0,13.1,10,3,3,0,3,1,17,1,0,0,53,234,0.975,6.8,0,2,11.5,5.67,234,foggjo01
184,Ben Ford,25,2,0,1,0,9.43,12,2,2,0,0,0,21,27,23,22,3,10,0,10,5,0,1,101,50,1.762,11.6,1.3,4.3,4.3,1,50,fordbe01
185,Casey Fossum*,23,1,3,2,0.6,4.87,13,7,3,0,0,0,44.1,44,26,24,4,20,1,26,6,1,1,197,93,1.444,8.9,0.8,4.1,5.3,1.3,93,fossuca01
186,Kevin Foster,32,7,32,30,0.516,4.86,100,83,5,2,0,0,509.2,500,294,275,88,220,12,417,14,3,11,2205,87,1.413,8.8,1.6,3.9,7.4,1.9,87,fosteke01
187,Kris Foster,26,1,0,0,,2.7,7,0,0,0,0,0,10,9,4,3,1,8,0,8,0,0,0,47,165,1.7,8.1,0.9,7.2,7.2,1,165,fostekr01
188,Keith Foulke,28,5,17,20,0.459,3.44,292,8,181,0,0,89,413,334,163,158,45,108,12,400,21,1,7,1676,137,1.07,7.3,1,2.4,8.7,3.7,137,foulkke01
189,Chad Fox,30,4,6,7,0.462,3.25,150,0,31,0,0,2,157.2,135,63,57,15,76,7,184,7,2,15,685,132,1.338,7.7,0.9,4.3,10.5,2.42,132,foxch02
190,John Franco*,40,18,88,76,0.537,2.75,998,0,741,0,0,422,1150.1,1062,414,351,70,449,72,907,19,9,50,4880,144,1.314,8.3,0.5,3.5,7.1,2.02,144,francjo01
191,Ryan Franklin,28,2,5,1,0.833,3.71,44,0,16,0,0,0,89.2,86,38,37,15,32,5,66,5,0,2,386,115,1.316,8.6,1.5,3.2,6.6,2.06,115,frankry01
192,Wayne Franklin*,27,2,0,0,,5.94,36,0,7,0,0,0,33.1,41,23,22,6,21,1,30,4,1,0,163,83,1.86,11.1,1.6,5.7,8.1,1.43,83,frankwa01
193,John Frascatore,31,7,20,17,0.541,4,274,5,76,0,0,1,371,391,185,165,50,145,20,206,20,0,15,1633,113,1.445,9.5,1.2,3.5,5,1.42,113,frascjo01
194,Brian Fuentes*,25,1,1,1,0.5,4.63,10,0,3,0,0,0,11.2,6,6,6,2,8,0,10,3,0,1,47,92,1.2,4.6,1.5,6.2,7.7,1.25,92,fuentbr01
195,Aaron Fultz*,27,2,8,3,0.727,4.62,124,0,35,0,0,2,140.1,137,78,72,17,49,3,129,4,2,1,599,90,1.325,8.8,1.1,3.1,8.3,2.63,90,fultzaa01
196,Mike Fyhrie,31,4,0,7,0,3.84,68,7,17,0,0,0,126.2,137,57,54,13,47,5,80,0,0,0,550,126,1.453,9.7,0.9,3.3,5.7,1.7,126,fyhrimi01
197,Eric Gagne,25,3,11,14,0.44,4.61,58,48,3,0,0,0,283,268,160,145,47,121,2,239,19,1,8,1232,90,1.375,8.5,1.5,3.8,7.6,1.98,90,gagneer01
198,Gus Gandarillas,29,1,0,0,,5.49,16,0,6,0,0,0,19.2,25,13,12,2,10,3,7,0,0,1,91,79,1.78,11.4,0.9,4.6,3.2,0.7,79,gandagu01
199,Rich Garces,30,9,23,9,0.719,3.49,261,0,53,0,0,7,320,269,142,124,28,152,17,280,8,2,6,1379,138,1.316,7.6,0.8,4.3,7.9,1.84,138,garceri01
200,Freddy Garcia,24,3,44,19,0.698,3.6,88,87,0,6,4,0,564.1,516,246,226,50,223,14,412,17,6,19,2397,126,1.31,8.2,0.8,3.6,6.6,1.85,126,garcifr03
201,Mark Gardner,39,13,99,93,0.516,4.56,345,275,20,15,8,1,1764.2,1752,960,894,237,628,37,1256,65,13,29,7540,88,1.349,8.9,1.2,3.2,6.4,2,88,gardnma01
202,Jon Garland,21,2,10,15,0.4,4.73,50,29,9,0,0,1,186.2,205,114,98,26,95,2,103,5,0,7,834,101,1.607,9.9,1.3,4.6,5,1.08,101,garlajo01
203,Chris George*,21,1,4,8,0.333,5.59,13,13,0,1,0,0,74,83,48,46,14,18,0,32,0,2,3,313,86,1.365,10.1,1.7,2.2,3.9,1.78,86,georgch02
204,Matt Ginter,23,2,2,0,1,6.8,27,0,10,0,0,0,49,52,37,37,7,21,2,30,7,0,3,219,70,1.49,9.6,1.3,3.9,5.5,1.43,70,gintema01
205,Tom Glavine*,35,15,224,132,0.629,3.4,469,469,0,50,21,0,3120,2964,1303,1178,226,1062,102,1927,42,7,57,13094,122,1.29,8.6,0.7,3.1,5.6,1.81,122,glavito02
206,Gary Glover,24,2,5,5,0.5,4.88,47,11,11,0,0,0,101.1,98,61,55,16,33,3,63,4,0,4,432,95,1.293,8.7,1.4,2.9,5.6,1.91,95,glovega01
207,Ryan Glynn,26,3,8,16,0.333,6.42,41,35,5,0,0,0,189.1,237,149,135,32,102,3,87,4,1,11,893,77,1.79,11.3,1.5,4.8,4.1,0.85,77,glynnry01
208,Wayne Gomes,28,5,29,21,0.58,4.6,301,0,129,0,0,28,346.2,353,190,177,31,179,15,269,10,1,25,1549,98,1.535,9.2,0.8,4.6,7,1.5,98,gomeswa01
209,Dicky Gonzalez,22,1,3,2,0.6,4.88,16,7,2,0,0,0,59,72,33,32,4,17,3,31,1,0,5,261,85,1.508,11,0.6,2.6,4.7,1.82,85,gonzadi01
210,Geremi Gonzalez,26,2,18,16,0.529,4.71,43,43,0,2,2,0,254,250,145,133,29,110,10,163,5,4,3,1106,92,1.417,8.9,1,3.9,5.8,1.48,92,gonzaje01
211,Tom Gordon,33,13,105,98,0.517,4.13,491,203,198,18,4,98,1690.1,1548,853,776,137,823,37,1498,29,4,93,7329,109,1.403,8.2,0.7,4.4,8,1.82,109,gordoto01
212,Danny Graves,27,6,28,18,0.609,3.47,299,0,210,0,0,97,419.2,400,185,162,35,167,22,248,11,2,14,1782,133,1.351,8.6,0.8,3.6,5.3,1.49,133,graveda01
213,Steve Green,23,1,0,0,,3,1,1,0,0,0,0,6,4,2,2,0,6,0,4,0,0,2,27,158,1.667,6,0,9,6,0.67,158,greenst01
214,Seth Greisinger,25,1,6,9,0.4,5.12,21,21,0,0,0,0,130,142,79,74,17,48,2,66,4,0,3,562,92,1.462,9.8,1.2,3.3,4.6,1.38,92,greisse01
215,Jason Grilli,24,2,3,2,0.6,5.94,7,6,1,0,0,0,33.1,41,22,22,6,13,0,20,4,0,0,150,73,1.62,11.1,1.6,3.5,5.4,1.54,73,grillja01
216,Jason Grimsley,33,10,29,34,0.46,4.86,292,72,74,3,1,3,677.2,687,404,366,60,373,23,446,38,2,76,3056,94,1.564,9.1,0.8,5,5.9,1.2,94,grimsja01
217,Buddy Groom*,35,10,22,25,0.468,4.91,549,15,123,0,0,23,533.2,605,313,291,51,206,27,360,12,3,19,2358,94,1.52,10.2,0.9,3.5,6.1,1.75,94,groombu01
218,Eddie Guardado*,30,9,32,39,0.451,4.88,505,25,136,0,0,30,564.2,559,318,306,83,236,27,475,10,2,17,2446,98,1.408,8.9,1.3,3.8,7.6,2.01,98,guarded01
219,Mark Guthrie*,35,13,44,48,0.478,4.2,632,43,145,3,1,13,888,914,462,414,92,340,46,710,18,5,56,3834,103,1.412,9.3,0.9,3.4,7.2,2.09,103,guthrma01
220,Geraldo Guzman,28,2,5,4,0.556,5.04,17,10,0,0,0,0,69.2,73,40,39,10,25,1,56,2,0,3,296,95,1.407,9.4,1.3,3.2,7.2,2.24,95,guzmage01
221,Luther Hackman,26,3,2,4,0.333,6.46,41,3,8,0,0,1,54.1,58,40,39,12,30,1,34,3,1,1,250,75,1.62,9.6,2,5,5.6,1.13,75,hackmlu01
222,John Halama*,29,4,36,27,0.571,4.74,105,77,13,2,2,0,488.1,568,286,257,57,151,3,263,17,2,12,2131,97,1.472,10.5,1.1,2.8,4.8,1.74,97,halamjo01
223,Roy Halladay,24,4,18,17,0.514,4.95,74,49,6,3,2,1,336.1,369,208,185,38,148,1,235,7,2,16,1502,97,1.537,9.9,1,4,6.3,1.59,97,hallaro01
224,Joey Hamilton,30,8,70,63,0.526,4.29,200,192,3,7,4,0,1205.1,1251,628,574,116,438,24,802,55,2,42,5202,97,1.401,9.3,0.9,3.3,6,1.83,97,hamiljo02
225,Chris Hammond*,35,9,46,55,0.455,4.54,191,136,12,5,3,1,843.2,902,465,426,81,313,22,513,23,9,29,3657,91,1.44,9.6,0.9,3.3,5.5,1.64,91,hammoch01
226,Mike Hampton*,28,9,99,66,0.6,3.71,273,219,9,18,8,1,1463.2,1470,701,604,119,574,25,974,37,8,51,6278,116,1.396,9,0.7,3.5,6,1.7,116,hamptmi01
227,Chris Haney*,32,10,38,52,0.422,5.11,172,125,7,8,4,0,794.2,892,496,451,92,276,8,427,27,3,37,3497,90,1.47,10.1,1,3.1,4.8,1.55,90,haneych01
228,Tim Harikkala,29,3,1,2,0.333,9.15,9,1,3,0,0,0,20.2,26,21,21,2,9,1,9,2,0,1,96,57,1.694,11.3,0.9,3.9,3.9,1,57,harikti01
229,Pete Harnisch,34,14,111,103,0.519,3.89,321,318,1,24,11,0,1959,1822,926,846,223,716,38,1368,49,12,50,8332,103,1.296,8.4,1,3.3,6.3,1.91,103,harnipe01
230,Travis Harper,25,2,1,4,0.2,5.31,8,7,0,1,1,0,39,45,28,23,10,18,0,16,1,0,2,177,93,1.615,10.4,2.3,4.2,3.7,0.89,93,harpetr01
231,Chad Harville,24,2,0,2,0,5.71,18,0,9,0,0,0,17.1,20,11,11,2,10,1,17,0,1,4,80,83,1.731,10.4,1,5.2,8.8,1.7,83,harvich01
232,Shigetoshi Hasegawa,32,5,30,27,0.526,3.85,287,8,99,0,0,16,442.1,436,212,189,58,170,21,300,11,4,15,1881,124,1.37,8.9,1.2,3.5,6.1,1.76,124,hasegsh01
233,LaTroy Hawkins,28,7,29,54,0.349,5.78,227,98,90,2,0,42,660.1,824,454,424,96,260,7,394,13,7,40,2994,85,1.642,11.2,1.3,3.5,5.4,1.52,85,hawkila01
234,Jimmy Haynes,28,7,46,64,0.418,5.48,170,147,10,1,1,1,894.2,1004,590,545,110,456,34,579,22,3,42,4038,83,1.632,10.1,1.1,4.6,5.8,1.27,83,hayneji01
235,Rick Helling,30,8,72,58,0.554,4.75,201,171,11,10,4,0,1111.2,1129,627,587,177,436,17,766,28,2,34,4807,101,1.408,9.1,1.4,3.5,6.2,1.76,101,helliri01
236,Oscar Henriquez,27,2,0,1,0,7.88,19,0,5,0,0,0,24,28,24,21,4,15,0,22,2,0,1,117,53,1.792,10.5,1.5,5.6,8.3,1.47,53,henrios01
237,Doug Henry,37,11,34,42,0.447,4.19,582,0,290,0,0,82,665.2,611,346,310,83,341,42,541,17,2,41,2911,103,1.43,8.3,1.1,4.6,7.3,1.59,103,henrydo01
238,Pat Hentgen,32,11,122,91,0.573,4.18,294,264,11,33,10,0,1812.1,1840,915,842,222,665,26,1146,40,9,60,7773,112,1.382,9.1,1.1,3.3,5.7,1.72,112,hentgpa01
239,Felix Heredia*,26,6,21,13,0.618,4.89,339,2,81,0,0,5,277.2,278,170,151,25,152,12,248,11,1,20,1257,88,1.549,9,0.8,4.9,8,1.63,88,heredfe01
240,Gil Heredia,35,10,57,51,0.528,4.46,267,128,45,4,0,4,954,1079,523,473,115,221,23,547,28,2,15,4093,100,1.363,10.2,1.1,2.1,5.2,2.48,100,heredgi01
241,Matt Herges,31,3,20,13,0.606,3.38,151,4,48,0,0,2,234.1,221,95,88,20,94,17,169,15,0,6,1000,124,1.344,8.5,0.8,3.6,6.5,1.8,124,hergema01
242,Dustin Hermanson,28,7,61,61,0.5,4.22,203,155,17,4,2,4,997.1,996,533,468,127,365,18,682,24,6,26,4271,104,1.365,9,1.1,3.3,6.2,1.87,104,hermadu01
243,Adrián Hernández,26,1,0,3,0,3.68,6,3,1,0,0,0,22,15,10,9,7,10,1,10,2,0,4,91,124,1.136,6.1,2.9,4.1,4.1,1,124,hernaad01
244,Carlos Hernandez*,21,1,1,0,1,1.02,3,3,0,0,0,0,17.2,11,2,2,1,7,0,17,0,0,2,70,462,1.019,5.6,0.5,3.6,8.7,2.43,462,hernaca03
245,Liván Hernández,26,6,57,53,0.518,4.43,148,147,0,18,2,0,1000,1096,539,492,111,378,24,683,18,5,16,4382,93,1.474,9.9,1,3.4,6.1,1.81,93,hernali01
246,Orlando Hernandez,35,4,45,33,0.577,4.13,100,99,0,8,2,0,645.2,576,316,296,88,232,6,506,25,2,10,2718,113,1.251,8,1.2,3.2,7.1,2.18,113,hernaor01
247,Roberto Hernandez,36,11,47,48,0.495,3.14,643,3,543,0,0,294,723,636,282,252,56,293,26,677,22,1,28,3066,146,1.285,7.9,0.7,3.6,8.4,2.31,146,hernaro01
248,Junior Herndon,22,1,2,6,0.25,6.33,12,8,2,0,0,0,42.2,55,34,30,5,25,5,14,3,0,1,201,63,1.875,11.6,1.1,5.3,3,0.56,63,herndju01
249,Erik Hiljus,28,3,5,0,1,3.79,25,11,5,0,0,0,78.1,82,37,33,10,27,1,70,0,1,2,341,118,1.391,9.4,1.1,3.1,8,2.59,118,hiljuer01
250,Ken Hill,35,14,117,109,0.518,4.06,332,315,4,19,8,0,1973,1938,977,891,162,852,43,1181,47,13,78,8520,106,1.414,8.8,0.7,3.9,5.4,1.39,106,hillke01
251,Brett Hinchliffe,26,3,0,5,0,10.22,14,5,2,0,0,0,34.1,51,40,39,12,23,0,16,5,0,2,177,49,2.155,13.4,3.1,6,4.2,0.7,49,hinchbr01
252,Sterling Hitchcock*,30,10,67,67,0.5,4.75,222,187,8,10,2,3,1137.1,1204,644,600,158,416,18,884,40,11,56,4968,91,1.424,9.5,1.3,3.3,7,2.13,91,hitchst01
253,Trevor Hoffman,33,9,43,39,0.524,2.79,571,0,468,0,0,314,641.2,474,221,199,63,196,41,728,5,0,37,2580,146,1.044,6.6,0.9,2.7,10.2,3.71,146,hoffmtr01
254,Darren Holmes,35,11,32,29,0.525,4.47,454,6,190,0,0,58,583.1,621,314,290,55,233,32,488,13,4,25,2572,106,1.464,9.6,0.8,3.6,7.5,2.09,106,holmeda01
255,Chris Holt,29,5,28,51,0.354,4.76,133,112,9,4,1,1,736.2,853,426,390,69,253,13,426,32,1,20,3236,93,1.501,10.4,0.8,3.1,5.2,1.68,93,holtch01
256,Mike Holtz*,28,6,14,18,0.438,4.56,301,0,54,0,0,3,203.1,200,118,103,20,97,14,195,12,0,15,900,106,1.461,8.9,0.9,4.3,8.6,2.01,106,holtzmi01
257,Bob Howry,27,4,11,15,0.423,3.71,247,0,121,0,0,49,271.2,234,121,112,32,116,16,255,13,1,13,1150,130,1.288,7.8,1.1,3.8,8.4,2.2,130,howrybo01
258,Tim Hudson,25,3,49,17,0.742,3.61,88,88,0,6,2,0,573.2,506,256,230,52,215,12,482,17,1,22,2407,125,1.257,7.9,0.8,3.4,7.6,2.24,125,hudsoti01
259,Chad Hutchinson,24,1,0,0,,24.75,3,0,0,0,0,0,4,9,11,11,3,6,0,2,1,0,1,27,19,3.75,20.3,6.8,13.5,4.5,0.33,19,hutchch01
260,Hideki Irabu,32,5,31,27,0.534,5.09,88,78,2,4,2,0,467,496,278,264,80,159,1,375,17,6,22,2032,90,1.403,9.6,1.5,3.1,7.2,2.36,90,irabuhi01
261,Jason Isringhausen,28,6,28,29,0.491,4.13,211,52,131,3,1,76,499.1,503,252,229,42,215,21,376,17,2,32,2179,103,1.438,9.1,0.8,3.9,6.8,1.75,103,isrinja01
262,Michael Jackson,36,15,58,64,0.475,3.35,902,7,393,0,0,142,1086.2,869,445,405,115,436,75,951,49,25,36,4524,127,1.201,7.2,1,3.6,7.9,2.18,127,jacksmi02
263,Mike James,33,6,16,14,0.533,3.6,275,0,80,0,0,11,302.2,273,135,121,28,144,17,237,26,0,12,1315,131,1.378,8.1,0.8,4.3,7,1.65,131,jamesmi01
264,Kevin Jarvis,31,7,27,34,0.443,5.91,141,91,17,4,3,1,607.1,719,434,399,120,197,14,358,16,0,13,2703,76,1.508,10.7,1.8,2.9,5.3,1.82,76,jarvike01
265,Jason Jennings,22,1,4,1,0.8,4.58,7,7,0,1,1,0,39.1,42,21,20,2,19,0,26,1,0,1,174,117,1.551,9.6,0.5,4.3,5.9,1.37,117,jennija01
266,Ryan Jensen,25,1,1,2,0.333,4.25,10,7,2,0,0,0,42.1,44,21,20,5,25,0,26,4,0,2,193,94,1.63,9.4,1.1,5.3,5.5,1.04,94,jensery01
267,Jose Jimenez,27,4,19,17,0.528,4.73,161,31,104,2,2,41,310,314,176,163,26,129,12,206,14,1,18,1359,106,1.429,9.1,0.8,3.7,6,1.6,106,jimenjo01
268,Brett Jodie,24,1,0,2,0,6.39,8,3,0,0,0,0,25.1,26,18,18,10,13,1,13,0,0,1,109,65,1.539,9.2,3.6,4.6,4.6,1,65,jodiebr01
269,Adam Johnson,21,1,1,2,0.333,8.28,7,4,0,0,0,0,25,32,25,23,6,13,0,17,5,0,1,119,55,1.8,11.5,2.2,4.7,6.1,1.31,55,johnsad01
270,Jason Johnson,27,5,21,34,0.382,5.29,95,79,3,2,0,0,485,517,320,285,76,221,5,303,23,1,19,2173,86,1.522,9.6,1.4,4.1,5.6,1.37,86,johnsja02
271,Jonathan Johnson,26,4,1,1,0.5,7.71,22,1,5,0,0,0,46.2,61,43,40,5,33,3,40,8,0,2,240,66,2.014,11.8,1,6.4,7.7,1.21,66,johnsjo08
272,Mike Johnson,25,5,7,14,0.333,6.85,81,32,10,0,0,2,218,254,169,166,47,103,6,147,13,0,17,1003,67,1.638,10.5,1.9,4.3,6.1,1.43,67,johnsmi02
273,Randy Johnson*,37,14,200,101,0.664,3.13,401,391,5,79,30,2,2748.1,2113,1076,956,241,1160,18,3412,125,24,88,11376,141,1.191,6.9,0.8,3.8,11.2,2.94,141,johnsra05
274,Bobby Jones,31,9,82,75,0.522,4.27,226,223,0,11,4,0,1410.2,1505,765,669,174,391,38,827,37,8,16,6034,97,1.344,9.6,1.1,2.5,5.3,2.12,97,jonesbo03
275,Bobby Jones*,29,4,14,20,0.412,5.77,80,45,6,1,0,0,294.2,333,207,189,40,169,1,208,15,1,8,1371,93,1.704,10.2,1.2,5.2,6.4,1.23,93,jonesbo04
276,Todd Jones,33,9,35,33,0.515,3.62,528,0,367,0,0,183,598.2,566,269,241,52,285,38,540,18,1,29,2595,119,1.421,8.5,0.8,4.3,8.1,1.89,119,jonesto02
277,Mike Judd,26,5,4,3,0.571,7.2,28,8,6,0,0,0,75,91,67,60,14,39,1,61,4,0,4,351,62,1.733,10.9,1.7,4.7,7.3,1.56,62,juddmi01
278,Jorge Julio,22,1,1,1,0.5,3.8,18,0,8,0,0,0,21.1,25,13,9,2,9,0,22,1,0,1,99,115,1.594,10.5,0.8,3.8,9.3,2.44,115,juliojo01
279,Jason Karnuth,25,1,0,0,,1.8,4,0,1,0,0,0,5,6,1,1,1,4,0,1,1,0,0,24,257,2,10.8,1.8,7.2,1.8,0.25,257,karnuja01
280,Steve Karsay,29,7,25,34,0.424,4,243,40,92,1,0,29,477.1,495,228,212,44,157,22,370,20,0,18,2054,115,1.366,9.3,0.8,3,7,2.36,115,karsast01
281,Randy Keisler*,25,2,2,2,0.5,7.19,14,11,0,0,0,0,61.1,68,50,49,13,42,0,42,0,0,0,288,64,1.793,10,1.9,6.2,6.2,1,64,keislra01
282,Joe Kennedy*,22,1,7,8,0.467,4.44,20,20,0,0,0,0,117.2,122,63,58,16,34,0,78,3,1,5,498,100,1.326,9.3,1.2,2.6,6,2.29,100,kennejo04
283,Masao Kida,32,2,1,0,1,6.42,51,0,21,0,0,1,67.1,78,51,48,7,30,3,50,4,0,7,305,77,1.604,10.4,0.9,4,6.7,1.67,77,kidama01
284,Darryl Kile,32,11,128,115,0.527,4.14,345,317,8,28,9,0,2080.2,2053,1063,957,205,890,40,1618,109,19,97,9065,104,1.414,8.9,0.9,3.8,7,1.82,104,kileda01
