Rk,Name,Age,Yrs,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,WHIP,H9,HR9,BB9,SO9,SO/W,ERA+,Name-additional
17,Rick Ankiel*,22,3,12,10,0.545,3.84,46,41,1,0,0,1,232,188,113,99,30,129,2,260,10,2,19,996,121,1.366,7.3,1.2,5,10.1,2.02,121,ankieri01
18,Kevin Appier,34,14,161,127,0.559,3.65,389,377,2,34,12,0,2479.2,2298,1091,1005,211,887,47,1937,71,6,98,10437,124,1.284,8.3,0.8,3.2,7,2.18,124,appieke01
19,Tony Armas,24,4,28,36,0.438,4.21,81,81,0,0,0,0,462,411,241,216,50,221,21,368,20,3,28,1987,106,1.368,8,1,4.3,7.2,1.67,106,armasto02
20,Rolando Arrojo,36,5,40,42,0.488,4.55,158,105,15,4,2,6,700,715,377,354,83,255,15,512,67,3,13,3040,108,1.386,9.2,1.1,3.3,6.6,2.01,108,arrojro01
21,Bronson Arroyo,25,3,9,14,0.391,5.44,53,29,3,1,0,0,187,217,129,113,23,85,15,111,8,2,7,851,84,1.615,10.4,1.1,4.1,5.3,1.31,84,arroybr01
22,Miguel Asencio,21,1,4,7,0.364,5.11,31,21,7,0,0,0,123.1,136,73,70,17,64,2,58,3,0,7,557,97,1.622,9.9,1.2,4.7,4.2,0.91,97,asencmi01
23,Andy Ashby,34,12,95,100,0.487,4.08,286,273,3,21,7,1,1735.2,1766,880,787,197,523,47,1130,58,4,53,7367,100,1.319,9.2,1,2.7,5.9,2.16,100,ashbyan01
24,Pedro Astacio,33,11,115,107,0.518,4.53,339,296,9,30,11,0,1934.1,1990,1043,974,250,635,46,1518,105,16,48,8308,101,1.357,9.3,1.2,3,7.1,2.39,101,astacpe01
25,Jeff Austin,25,2,0,0,,5.35,31,0,15,0,0,0,37,41,23,22,4,20,3,33,1,0,4,169,92,1.649,10,1,4.9,8,1.65,92,austije01
26,Steve Avery*,32,10,94,83,0.531,4.17,278,261,6,14,6,0,1538.2,1510,789,713,143,562,26,974,26,9,47,6538,100,1.347,8.8,0.8,3.3,5.7,1.73,100,averyst01
27,Manny Aybar,30,6,17,18,0.486,5.04,183,28,48,0,0,3,362.2,378,225,203,44,162,9,244,15,5,13,1619,88,1.489,9.4,1.1,4,6.1,1.51,88,aybarma01
28,Brandon Backe,24,1,0,0,,6.92,9,0,4,0,0,0,13,15,10,10,3,7,0,6,2,0,0,61,66,1.692,10.4,2.1,4.8,4.2,0.86,66,backebr01
29,Mike Bacsik*,24,2,3,2,0.6,5.01,14,9,1,1,0,0,64.2,76,39,36,8,22,4,34,5,0,0,292,82,1.515,10.6,1.1,3.1,4.7,1.55,82,bacsimi02
30,Danys Báez,24,2,15,14,0.517,3.96,82,26,17,1,0,6,215.2,194,106,95,19,102,9,182,12,1,9,928,111,1.372,8.1,0.8,4.3,7.6,1.78,111,baezda01
31,Cory Bailey,31,8,9,10,0.474,3.96,172,0,51,0,0,1,207,208,99,91,13,116,17,150,3,2,11,908,118,1.565,9,0.6,5,6.5,1.29,118,baileco01
32,James Baldwin,30,8,79,69,0.534,5.02,226,200,8,7,2,0,1245,1355,746,694,186,461,16,807,48,7,55,5461,92,1.459,9.8,1.3,3.3,5.8,1.75,92,baldwja01
33,John Bale*,28,3,1,0,1,5.01,17,0,3,0,0,0,32.1,25,24,18,4,22,0,31,3,0,1,145,91,1.454,7,1.1,6.1,8.6,1.41,91,balejo01
34,Grant Balfour,24,1,0,0,,13.5,2,0,1,0,0,0,2.2,3,4,4,2,3,0,2,0,0,0,14,38,2.25,10.1,6.8,10.1,6.8,0.67,38,balfogr01
35,Willie Banks,33,9,33,39,0.458,4.75,181,84,40,1,1,2,610.1,632,370,322,65,302,16,428,15,10,41,2717,90,1.53,9.3,1,4.5,6.3,1.42,90,bankswi01
36,Lorenzo Barcelo,24,3,5,3,0.625,4.5,43,1,8,0,0,0,66,67,36,33,7,18,3,42,1,0,2,281,109,1.288,9.1,1,2.5,5.7,2.33,109,barcelo01
37,Miguel Batista,31,8,32,41,0.438,4.62,218,92,32,3,1,1,708.2,706,412,364,71,324,20,460,32,3,34,3115,98,1.453,9,0.9,4.1,5.8,1.42,98,batismi01
38,Rick Bauer,25,2,6,12,0.333,4.17,62,7,15,0,0,1,116.2,119,63,54,19,45,4,61,5,0,4,501,104,1.406,9.2,1.5,3.5,4.7,1.36,104,bauerri01
39,Steve Bechler,22,1,0,0,,13.5,3,0,0,0,0,0,4.2,6,7,7,3,4,0,3,1,0,0,25,34,2.143,11.6,5.8,7.7,5.8,0.75,34,bechlst01
40,Rod Beck,33,11,35,41,0.461,3.28,642,0,479,0,0,266,708.2,651,283,258,85,171,31,597,19,3,22,2922,125,1.16,8.3,1.1,2.2,7.6,3.49,125,beckro01
41,Josh Beckett,22,2,8,9,0.471,3.62,27,25,0,0,0,0,131.2,107,65,53,16,55,2,137,2,0,6,553,112,1.23,7.3,1.1,3.8,9.4,2.49,112,beckejo02
42,Erik Bedard*,23,1,0,0,,13.5,2,0,0,0,0,0,0.2,2,1,1,0,0,0,1,0,0,0,4,49,3,27,0,0,13.5,,49,bedarer01
43,Joe Beimel*,25,2,9,16,0.36,4.98,95,23,17,0,0,0,200.2,219,121,111,21,94,16,111,10,0,5,900,89,1.56,9.8,0.9,4.2,5,1.18,89,beimejo01
44,Kevin Beirne,28,3,3,3,0.5,6.09,46,4,15,0,0,0,85.2,89,62,58,14,43,4,63,6,0,5,387,76,1.541,9.4,1.5,4.5,6.6,1.47,76,beirnke01
45,Rob Bell,25,3,16,21,0.432,5.95,70,68,0,1,0,0,384,419,268,254,80,172,7,279,9,0,27,1713,79,1.539,9.8,1.9,4,6.5,1.62,79,bellro01
46,Francis Beltran,22,1,0,0,,7.5,11,0,4,0,0,0,12,14,11,10,2,16,1,11,0,0,2,65,55,2.5,10.5,1.5,12,8.3,0.69,55,beltrfr01
47,Rigo Beltran*,32,4,2,3,0.4,4.34,76,5,28,0,0,1,105.2,109,58,51,13,43,3,106,1,0,8,465,104,1.438,9.3,1.1,3.7,9,2.47,104,beltrri01
48,Alan Benes,30,7,29,25,0.537,4.42,108,66,23,5,1,0,470.2,456,262,231,57,206,9,381,14,3,24,2038,96,1.407,8.7,1.1,3.9,7.3,1.85,96,benesal01
49,Andy Benes,34,14,155,139,0.527,3.97,403,387,6,21,9,1,2505.1,2377,1206,1106,289,909,52,2000,55,16,63,10645,104,1.312,8.5,1,3.3,7.2,2.2,104,benesan01
50,Armando Benitez,29,9,26,27,0.491,3.04,495,0,333,0,0,176,511.1,333,184,173,61,273,21,689,15,1,13,2126,145,1.185,5.9,1.1,4.8,12.1,2.52,145,benitar01
51,Joaquin Benoit,24,2,4,5,0.444,5.62,18,14,2,0,0,1,89.2,99,57,56,9,61,2,63,5,0,7,431,85,1.784,9.9,0.9,6.1,6.3,1.03,85,benoijo01
52,Kris Benson,27,3,30,32,0.484,4.13,88,88,0,4,1,0,544.2,542,285,250,58,219,18,402,19,2,10,2352,110,1.397,9,1,3.6,6.6,1.84,110,bensokr01
53,Jason Bere,31,10,71,65,0.522,5.14,209,201,2,4,0,0,1104.1,1090,691,631,145,624,25,919,29,1,51,4959,86,1.552,8.9,1.2,5.1,7.5,1.47,86,bereja01
54,Adam Bernero,25,3,4,8,0.333,5.82,45,15,13,0,0,0,148.1,174,105,96,24,48,2,97,8,1,7,656,75,1.497,10.6,1.5,2.9,5.9,2.02,75,bernead01
55,Jason Beverlin,28,1,0,3,0,8.69,7,3,1,0,0,0,19.2,27,22,19,3,9,0,16,0,0,2,95,51,1.831,12.4,1.4,4.1,7.3,1.78,51,beverja01
56,Rocky Biddle,26,3,11,14,0.44,5.23,78,32,10,0,0,1,229,240,154,133,34,99,7,156,13,0,13,1015,89,1.48,9.4,1.3,3.9,6.1,1.58,89,biddlro01
57,Nick Bierbrodt*,24,1,5,6,0.455,5.55,16,16,0,0,0,0,84.1,100,59,52,17,39,1,73,4,0,3,389,82,1.648,10.7,1.8,4.2,7.8,1.87,82,bierbni01
58,Brian Boehringer,33,8,20,27,0.426,4.19,273,21,76,0,0,3,447,431,227,208,51,227,28,365,14,0,10,1983,103,1.472,8.7,1,4.6,7.3,1.61,103,boehrbr01
59,Jung Bong*,21,1,0,1,0,7.5,1,1,0,0,0,0,6,8,5,5,0,2,0,4,0,0,0,27,59,1.667,12,0,3,6,2,59,bongju01
60,Pedro Borbon*,34,8,16,15,0.516,4.45,361,0,80,0,0,6,267,245,145,132,31,132,22,224,15,1,2,1183,102,1.412,8.3,1,4.4,7.6,1.7,102,borbope02
61,Dave Borkowski,25,3,2,9,0.182,6.93,34,13,9,0,0,0,111.2,127,92,86,17,62,4,81,7,0,3,520,68,1.693,10.2,1.4,5,6.5,1.31,68,borkoda01
62,Toby Borland,33,7,10,8,0.556,4.17,182,0,48,0,0,8,241.2,242,130,112,20,126,13,189,18,0,33,1091,103,1.523,9,0.7,4.7,7,1.5,103,borlato02
63,Joe Borowski,31,6,9,12,0.429,3.73,131,1,51,0,0,2,166.1,168,73,69,17,73,15,131,2,0,2,720,113,1.449,9.1,0.9,3.9,7.1,1.79,113,borowjo01
64,Ricky Bottalico,32,9,27,38,0.415,4.03,460,0,282,0,0,114,516,461,243,231,61,261,22,483,20,1,27,2237,110,1.399,8,1.1,4.6,8.4,1.85,110,bottari01
65,Micah Bowie*,27,2,4,7,0.364,8.57,27,11,6,0,0,0,63,93,62,60,10,42,3,49,3,2,4,320,53,2.143,13.3,1.4,6,7,1.17,53,bowiemi01
66,Brian Bowles,25,2,2,1,0.667,3.42,19,0,7,0,0,0,23.2,17,11,9,0,15,1,23,3,1,6,104,138,1.352,6.5,0,5.7,8.7,1.53,138,bowlebr01
67,Jason Boyd,29,3,1,1,0.5,6.88,57,0,17,0,0,0,68,77,59,52,8,41,5,54,2,0,5,316,63,1.735,10.2,1.1,5.4,7.1,1.32,63,boydja02
68,Chad Bradford,27,5,9,4,0.692,3.32,154,0,46,0,0,4,160,163,69,59,9,33,6,110,6,2,2,666,136,1.225,9.2,0.5,1.9,6.2,3.33,136,bradfch01
69,Dewon Brazelton,22,1,0,1,0,4.85,2,2,0,0,0,0,13,12,7,7,3,6,0,5,2,0,0,51,94,1.385,8.3,2.1,4.2,3.5,0.83,94,brazede01
70,Doug Brocail,35,9,28,36,0.438,3.87,338,42,96,0,0,5,563,564,271,242,60,190,20,403,21,5,23,2409,113,1.339,9,1,3,6.4,2.12,113,brocado01
71,Chris Brock,32,6,18,17,0.514,4.81,148,30,31,0,0,1,335,361,193,179,56,137,8,227,10,4,16,1485,91,1.487,9.7,1.5,3.7,6.1,1.66,91,brockch01
72,Troy Brohawn*,29,2,2,4,0.333,5.07,70,0,12,0,0,1,55,60,31,31,6,24,2,33,3,0,2,245,91,1.527,9.8,1,3.9,5.4,1.38,91,brohatr01
73,Jim Brower,29,4,15,16,0.484,4.6,124,23,38,0,0,1,297.1,303,163,152,43,133,9,201,12,1,9,1309,100,1.466,9.2,1.3,4,6.1,1.51,100,broweji01
74,Kevin Brown,37,16,183,122,0.6,3.22,419,409,1,72,17,0,2840,2656,1168,1016,178,791,39,2079,124,14,91,11789,129,1.214,8.4,0.6,2.5,6.6,2.63,129,brownke01
75,Mike Buddie,31,5,5,4,0.556,4.67,87,2,23,0,0,2,131,137,76,68,13,52,11,76,8,1,8,575,93,1.443,9.4,0.9,3.6,5.2,1.46,93,buddimi01
76,Mark Buehrle*,23,3,39,21,0.65,3.52,94,69,6,9,4,0,511.2,479,218,200,54,128,10,297,14,6,7,2094,131,1.186,8.4,0.9,2.3,5.2,2.32,131,buehrma01
77,Ryan Bukvich,24,1,1,0,1,6.12,26,0,2,0,0,0,25,26,19,17,2,19,3,20,1,0,1,121,82,1.8,9.4,0.7,6.8,7.2,1.05,82,bukviry01
78,Kirk Bullinger,32,3,1,0,1,7.3,15,0,2,0,0,0,12.1,20,11,10,1,2,0,6,0,1,0,58,66,1.784,14.6,0.7,1.5,4.4,3,66,bulliki01
79,Dave Burba,35,13,110,85,0.564,4.52,443,232,53,6,1,1,1657.1,1665,902,833,189,717,49,1313,52,3,70,7230,99,1.437,9,1,3.9,7.1,1.83,99,burbada01
80,John Burkett,37,14,154,127,0.548,4.25,413,393,7,20,6,1,2466.2,2664,1266,1164,237,653,58,1659,81,8,30,10539,100,1.345,9.7,0.9,2.4,6.1,2.54,100,burkejo03
81,A.J. Burnett,25,4,30,30,0.5,3.82,78,76,0,9,6,0,501.2,415,235,213,43,242,13,421,18,1,23,2123,109,1.31,7.4,0.8,4.3,7.6,1.74,109,burnea.01
82,Mike Bynum*,24,1,1,0,1,5.27,14,3,3,0,0,0,27.1,33,16,16,3,15,2,17,3,0,2,130,72,1.756,10.9,1,4.9,5.6,1.13,72,bynummi01
83,Paul Byrd,31,8,52,46,0.531,4.39,196,108,30,11,3,0,793,796,432,387,119,243,16,473,34,7,26,3386,107,1.31,9,1.4,2.8,5.4,1.95,107,byrdpa01
84,Tim Byrdak*,28,3,0,4,0,8.27,48,0,6,0,0,1,32.2,48,33,30,9,24,2,26,1,1,4,171,62,2.204,13.2,2.5,6.6,7.2,1.08,62,byrdati01
85,Jose Cabrera,30,6,19,17,0.528,4.95,198,11,71,0,0,4,271,291,161,149,42,94,18,192,14,2,11,1188,89,1.421,9.7,1.4,3.1,6.4,2.04,89,cabrejo01
86,Mickey Callaway,27,3,3,3,0.5,5.52,13,10,2,0,0,0,58.2,64,44,36,8,27,1,36,3,0,3,266,84,1.551,9.8,1.2,4.1,5.5,1.33,84,callami01
87,Buddy Carlyle,24,2,1,3,0.25,7.08,11,7,2,0,0,0,40.2,42,35,32,7,20,0,31,2,0,1,180,60,1.525,9.3,1.5,4.4,6.9,1.55,60,carlybu01
88,Chris Carpenter,27,6,49,50,0.495,4.83,152,135,6,12,5,0,870.2,984,520,467,111,331,8,612,35,2,32,3831,98,1.51,10.2,1.1,3.4,6.3,1.85,98,carpech01
89,Giovanni Carrara,34,6,15,11,0.577,5.15,151,18,23,1,0,1,286.1,309,174,164,56,123,14,196,11,0,3,1273,82,1.509,9.7,1.8,3.9,6.2,1.59,82,carragi01
90,Hector Carrasco,32,8,28,36,0.438,4.17,458,1,151,0,0,15,567,556,290,263,40,279,21,455,19,6,70,2513,109,1.473,8.8,0.6,4.4,7.2,1.63,109,carrahe01
91,Lance Carter,27,2,2,1,0.667,2.1,14,0,10,0,0,2,25.2,18,6,6,4,8,1,17,0,0,0,100,221,1.013,6.3,1.4,2.8,6,2.13,221,cartela02
92,Scott Cassidy,26,1,1,4,0.2,5.73,58,0,17,0,0,0,66,52,42,42,12,32,3,48,7,0,2,282,81,1.273,7.1,1.6,4.4,6.5,1.5,81,cassisc01
93,Frank Castillo,33,11,82,103,0.443,4.55,294,267,7,10,3,2,1590,1655,873,804,190,500,32,1097,59,9,33,6845,95,1.355,9.4,1.1,2.8,6.2,2.19,95,castifr01
94,Jaime Cerda*,23,1,0,0,,2.45,32,0,7,0,0,0,25.2,22,7,7,0,14,0,21,1,1,0,113,165,1.403,7.7,0,4.9,7.4,1.5,165,cerdaja01
95,Shawn Chacon,24,2,11,21,0.344,5.35,48,48,0,0,0,0,279.1,279,180,166,51,147,13,201,17,1,6,1248,95,1.525,9,1.6,4.7,6.5,1.37,95,chacosh01
96,Bruce Chen*,25,5,20,18,0.526,4.53,139,59,16,0,0,0,429,408,238,216,77,184,17,380,8,1,13,1858,97,1.38,8.6,1.6,3.9,8,2.07,97,chenbr01
97,Scott Chiasson,24,2,1,1,0.5,11.12,10,0,3,0,0,0,11.1,16,14,14,4,8,1,9,1,0,1,59,39,2.118,12.7,3.2,6.4,7.1,1.13,39,chiassc01
98,Matt Childers,23,1,0,0,,12,8,0,2,0,0,0,9,13,12,12,2,8,1,6,1,0,0,48,35,2.333,13,2,8,6,0.75,35,childma01
99,Randy Choate*,26,3,3,2,0.6,4.31,77,0,30,0,0,0,87.2,66,49,42,4,50,2,64,13,0,7,383,106,1.323,6.8,0.4,5.1,6.6,1.28,106,choatra01
100,Jason Christiansen*,32,8,17,22,0.436,4.09,360,0,99,0,0,13,326,295,157,148,27,163,31,319,11,2,22,1421,109,1.405,8.1,0.7,4.5,8.8,1.96,109,chrisja01
101,Roger Clemens,39,19,293,151,0.66,3.15,574,573,0,116,45,0,4067,3478,1573,1425,297,1321,51,3909,136,19,120,16775,142,1.18,7.7,0.7,2.9,8.7,2.96,142,clemero02
102,Matt Clement,27,5,46,50,0.479,4.55,132,130,0,3,2,0,773.2,733,431,391,73,388,16,667,46,0,58,3423,92,1.449,8.5,0.8,4.5,7.8,1.72,92,clemema01
103,Pasqual Coco,24,3,1,1,0.5,6.05,10,2,4,0,0,0,19.1,21,14,13,1,14,1,11,3,0,1,96,81,1.81,9.8,0.5,6.5,5.1,0.79,81,cocopa01
104,Dave Coggin,25,3,10,12,0.455,4.52,60,29,7,0,0,0,199,199,108,100,13,102,9,143,10,0,15,880,92,1.513,9,0.6,4.6,6.5,1.4,92,coggida01
105,Jesus Colome,24,2,4,10,0.286,5.6,62,0,24,0,0,0,90,93,63,56,14,58,9,64,4,0,7,413,80,1.678,9.3,1.4,5.8,6.4,1.1,80,colomje01
106,Bartolo Colon,29,6,85,49,0.634,3.85,179,177,0,19,7,0,1146.2,1099,531,491,118,458,22,947,21,1,25,4888,121,1.358,8.6,0.9,3.6,7.4,2.07,121,colonba01
107,Clay Condrey,26,1,1,2,0.333,1.69,9,3,2,0,0,0,26.2,20,7,5,1,8,1,16,2,1,1,106,225,1.05,6.8,0.3,2.7,5.4,2,225,condrcl01
108,David Cone,39,16,193,123,0.611,3.44,445,415,9,56,22,1,2880.2,2484,1209,1102,254,1124,41,2655,106,32,149,12099,121,1.252,7.8,0.8,3.5,8.3,2.36,121,coneda01
109,Aaron Cook,23,1,2,1,0.667,4.54,9,5,1,0,0,0,35.2,41,18,18,4,13,0,14,2,0,0,154,106,1.514,10.3,1,3.3,3.5,1.08,106,cookaa01
110,Dennis Cook*,39,15,64,46,0.582,3.91,665,71,116,6,3,9,1011.2,950,486,440,130,390,49,739,31,16,23,4298,106,1.325,8.5,1.2,3.5,6.6,1.89,106,cookde01
111,Brian Cooper,27,4,5,11,0.313,5.86,29,23,5,1,1,0,136.2,152,99,89,28,61,1,61,6,0,2,616,84,1.559,10,1.8,4,4,1,84,coopebr01
112,Francisco Cordero,27,4,5,5,0.5,3.94,118,0,44,0,0,10,144,142,71,63,15,81,7,110,6,0,10,645,126,1.549,8.9,0.9,5.1,6.9,1.36,126,cordefr01
113,Bryan Corey,28,2,0,0,,7.2,4,0,3,0,0,0,5,6,4,4,1,2,0,1,1,0,0,23,66,1.6,10.8,1.8,3.6,1.8,0.5,66,coreybr01
114,Mark Corey,27,2,0,3,0,9.13,28,0,8,0,0,0,23.2,37,26,24,9,19,3,24,3,0,1,128,50,2.366,14.1,3.4,7.2,9.1,1.26,50,coreyma02
115,Rheal Cormier*,35,11,53,54,0.495,4.25,407,108,52,7,1,1,957.2,1016,505,452,95,232,25,593,39,3,33,4070,98,1.303,9.5,0.9,2.2,5.6,2.56,98,cormirh01
116,Nate Cornejo,22,2,5,9,0.357,6.12,19,19,0,1,0,0,92.2,126,71,63,16,46,4,45,5,0,3,447,70,1.856,12.2,1.6,4.5,4.4,0.98,70,cornena01
117,David Cortes,28,1,0,0,,4.91,4,0,4,0,0,0,3.2,3,3,2,0,4,0,2,0,0,2,18,100,1.909,7.4,0,9.8,4.9,0.5,100,corteda01
118,Doug Creek*,33,7,7,14,0.333,5.29,238,3,59,0,0,1,253.1,222,164,149,40,180,13,263,15,0,14,1146,85,1.587,7.9,1.4,6.4,9.3,1.46,85,creekdo01
119,Jack Cressend,27,3,3,3,0.5,4.59,78,0,17,0,0,0,102,110,57,52,12,41,4,68,2,0,3,447,101,1.48,9.7,1.1,3.6,6,1.66,101,cressja01
120,Jim Crowell*,28,1,0,1,0,9.95,2,1,1,0,0,0,6.1,12,7,7,2,5,0,3,0,0,0,36,46,2.684,17.1,2.8,7.1,4.3,0.6,46,croweji01
121,Mike Crudale,25,1,3,0,1,1.88,49,1,14,0,0,0,52.2,43,11,11,3,14,2,47,1,0,3,213,214,1.082,7.3,0.5,2.4,8,3.36,214,crudami01
122,Juan Cruz,23,2,6,12,0.333,3.74,53,17,14,0,0,1,142,124,72,59,15,76,5,120,10,0,1,616,109,1.408,7.9,1,4.8,7.6,1.58,109,cruzju02
123,Nelson Cruz,29,5,12,18,0.4,4.64,184,11,54,0,0,2,294.2,304,162,152,44,98,13,239,21,1,11,1285,99,1.364,9.3,1.3,3,7.3,2.44,99,cruzne01
124,Darwin Cubillan,29,2,1,0,1,7.09,49,0,17,0,0,0,59.2,83,49,47,10,37,1,46,1,0,2,293,69,2.011,12.5,1.5,5.6,6.9,1.24,69,cubilda01
125,Will Cunnane,28,6,10,9,0.526,5.36,155,12,31,0,0,0,241.2,280,161,144,33,118,14,203,9,0,8,1096,77,1.647,10.4,1.2,4.4,7.6,1.72,77,cunnawi01
126,Eric Cyr*,23,1,0,1,0,10.5,5,0,0,0,0,0,6,6,7,7,0,6,1,4,0,0,0,29,38,2,9,0,9,6,0.67,38,cyrer01
127,Jeff D'Amico,26,6,35,34,0.507,4.41,103,95,2,3,3,0,578,583,315,283,91,173,19,382,18,2,11,2460,103,1.308,9.1,1.4,2.7,5.9,2.21,103,d'amije01
128,Omar Daal*,30,10,64,67,0.489,4.4,373,147,40,5,2,1,1105,1116,582,540,129,411,36,753,32,13,8,4749,98,1.382,9.1,1.1,3.3,6.1,1.83,98,daalom01
129,Vic Darensbourg*,31,5,7,15,0.318,5,271,0,64,0,0,2,264.2,276,155,147,29,115,18,215,10,3,6,1176,84,1.477,9.4,1,3.9,7.3,1.87,84,darenvi01
130,Tom Davey,28,4,7,6,0.538,4.41,114,0,27,0,0,1,136.2,138,78,67,10,70,5,123,11,1,11,614,101,1.522,9.1,0.7,4.6,8.1,1.76,101,daveyto01
131,Doug Davis*,26,4,21,21,0.5,5.03,72,53,4,3,1,0,347,408,210,194,38,149,4,212,9,5,14,1560,95,1.605,10.6,1,3.9,5.5,1.42,95,davisdo02
132,Jason Davis,22,1,1,0,1,1.84,3,2,0,0,0,0,14.2,12,3,3,1,4,0,11,0,1,0,60,243,1.091,7.4,0.6,2.5,6.8,2.75,243,davisja02
133,Kane Davis,27,3,3,8,0.273,6.01,81,2,12,0,0,0,97.1,108,71,65,17,56,6,75,4,1,5,456,85,1.685,10,1.6,5.2,6.9,1.34,85,daviska01
134,Joey Dawley,30,1,0,0,,0,1,0,1,0,0,0,0.1,0,0,0,0,0,0,1,0,0,0,1,,0,0,0,0,27,,,dawlejo01
135,Zach Day,24,1,4,1,0.8,3.62,19,2,5,0,0,1,37.1,28,18,15,3,15,2,25,1,0,1,153,118,1.152,6.8,0.7,3.6,6,1.67,118,dayza01
136,Luis de los Santos,24,1,0,3,0,11.57,3,3,0,0,0,0,14,24,19,18,5,4,0,7,3,0,0,71,39,2,15.4,3.2,2.6,4.5,1.75,39,deloslu02
137,Valerio De Los Santos*,29,5,4,7,0.364,4.21,138,2,33,0,0,0,162.1,138,78,76,24,69,10,132,4,1,6,680,104,1.275,7.7,1.3,3.8,7.3,1.91,104,delosva01
138,Rick DeHart*,32,3,2,1,0.667,5.64,52,0,13,0,0,1,59,73,47,37,12,30,6,44,0,1,3,278,76,1.746,11.1,1.8,4.6,6.7,1.47,76,deharri01
139,Mike DeJean,31,6,19,16,0.543,4.18,367,1,135,0,0,33,415.2,430,214,193,41,188,32,263,17,0,28,1822,119,1.487,9.3,0.9,4.1,5.7,1.4,119,dejeami01
140,Ryan Dempster,25,5,47,48,0.495,4.81,139,136,1,8,2,0,848.1,874,476,453,106,433,17,694,40,0,24,3781,89,1.541,9.3,1.1,4.6,7.4,1.6,89,dempsry01
141,Sean DePaula,28,3,1,1,0.5,6.75,29,0,8,0,0,0,34.2,39,26,26,6,20,2,42,0,0,0,161,74,1.702,10.1,1.6,5.2,10.9,2.1,74,depause01
142,Elmer Dessens,31,6,30,35,0.462,4.29,165,88,16,2,1,1,633.1,696,319,302,78,177,18,364,12,2,12,2696,105,1.378,9.9,1.1,2.5,5.2,2.06,105,desseel01
