Rk,Name,Age,Yrs,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,WHIP,H9,HR9,BB9,SO9,SO/W,ERA+,Name-additional
14,Bronson Arroyo,30,8,56,59,0.487,4.22,195,159,6,5,1,1,1039.2,1065,556,487,121,317,36,707,61,3,27,4472,110,1.329,9.2,1,2.7,6.1,2.23,110,arroybr01
15,Jose Ascanio,22,1,1,1,0.5,5.06,13,0,6,0,0,0,16,17,11,9,3,6,2,13,0,0,0,74,88,1.438,9.6,1.7,3.4,7.3,2.17,88,ascanjo01
16,Scott Atchison,31,3,2,3,0.4,4.1,53,0,14,0,0,0,68,68,31,31,10,25,2,70,1,0,4,291,110,1.368,9,1.3,3.3,9.3,2.8,110,atchisc01
17,Luis Ayala,29,4,26,24,0.52,2.82,258,0,81,0,0,9,274.2,275,96,86,26,54,9,177,17,1,5,1129,155,1.198,9,0.9,1.8,5.8,3.28,155,ayalalu01
18,Brandon Backe,29,6,22,15,0.595,4.63,109,47,20,1,1,0,345.2,351,184,178,46,155,6,223,14,2,11,1511,94,1.464,9.1,1.2,4,5.8,1.44,94,backebr01
19,Mike Bacsik*,29,5,10,13,0.435,5.46,51,35,2,1,0,0,216,261,141,131,41,60,7,97,13,0,4,960,78,1.486,10.9,1.7,2.5,4,1.62,78,bacsimi02
20,Cha-Seung Baek,27,3,10,8,0.556,4.87,27,23,3,1,0,0,138.2,148,83,75,17,38,2,92,7,0,4,600,91,1.341,9.6,1.1,2.5,6,2.42,91,baekch01
21,Danys Báez,29,7,31,43,0.419,4.04,394,26,239,1,0,114,541.2,495,271,243,52,230,21,419,39,2,20,2339,110,1.338,8.2,0.9,3.8,7,1.82,110,baezda01
22,Homer Bailey,21,1,4,2,0.667,5.76,9,9,0,0,0,0,45.1,43,32,29,3,28,1,28,3,1,1,205,81,1.566,8.5,0.6,5.6,5.6,1,81,baileho02
23,Scott Baker,25,3,17,20,0.459,4.71,50,48,0,2,1,0,280.2,324,154,147,37,59,5,196,8,0,0,1200,93,1.365,10.4,1.2,1.9,6.3,3.32,93,bakersc02
24,John Bale*,33,5,3,3,0.5,4.47,53,9,8,0,0,0,118.2,120,66,59,12,51,4,110,6,0,4,519,99,1.441,9.1,0.9,3.9,8.3,2.16,99,balejo01
25,Grant Balfour,29,4,6,3,0.667,5.44,80,1,29,0,0,0,92.2,91,56,56,12,58,3,104,3,0,3,422,86,1.608,8.8,1.2,5.6,10.1,1.79,86,balfogr01
26,Josh Banks,24,1,0,0,,7.36,3,1,1,0,0,0,7.1,11,6,6,1,2,0,2,0,0,0,35,64,1.773,13.5,1.2,2.5,2.5,1,64,banksjo01
27,Brian Bannister,26,2,14,10,0.583,3.95,35,33,1,1,0,0,203,190,94,89,19,66,3,96,8,0,6,854,115,1.261,8.4,0.8,2.9,4.3,1.45,115,bannibr01
28,Daniel Barone,24,1,1,3,0.25,5.71,16,6,4,0,0,0,41,50,29,26,11,19,2,18,1,0,1,183,77,1.683,11,2.4,4.2,4,0.95,77,baronda01
29,Kevin Barry,28,2,1,1,0.5,6.83,20,1,8,0,0,0,27.2,30,21,21,2,16,0,23,1,0,1,129,67,1.663,9.8,0.7,5.2,7.5,1.44,67,barryke01
30,Miguel Batista,36,13,84,90,0.483,4.44,430,217,106,10,4,37,1574.2,1629,868,777,151,676,37,1003,59,6,85,6905,103,1.464,9.3,0.9,3.9,5.7,1.48,103,batismi01
31,Rick Bauer,30,6,11,14,0.44,4.34,183,10,53,0,0,3,311,312,170,150,34,118,7,181,17,0,14,1332,103,1.383,9,1,3.4,5.2,1.53,103,bauerri01
32,Denny Bautista,26,4,4,10,0.286,6.93,35,21,5,0,0,0,115.2,145,97,89,10,55,1,77,10,2,11,544,68,1.729,11.3,0.8,4.3,6,1.4,68,bautide01
33,Jonah Bayliss,26,3,5,4,0.556,6.75,61,0,23,0,0,0,64,71,49,48,11,33,4,54,5,0,3,296,66,1.625,10,1.5,4.6,7.6,1.64,66,baylijo01
34,Yorman Bazardo,22,2,2,1,0.667,3.55,12,2,6,0,0,0,25.1,24,12,10,2,7,0,17,3,0,2,108,131,1.224,8.5,0.7,2.5,6,2.43,131,bazaryo01
35,T.J. Beam,26,1,2,0,1,8.5,20,0,5,0,0,0,18,26,17,17,5,6,2,12,2,1,1,85,54,1.778,13,2.5,3,6,2,54,beamtj01
36,Colter Bean,30,3,0,1,0,9,6,0,2,0,0,0,7,8,7,7,0,9,0,5,1,0,0,38,57,2.429,10.3,0,11.6,6.4,0.56,57,beanco01
37,Josh Beckett,27,7,77,52,0.597,3.74,169,166,1,4,2,0,1014.1,909,462,421,108,337,12,959,32,2,36,4227,116,1.228,8.1,1,3,8.5,2.85,116,beckejo02
38,Erik Bedard*,28,5,40,34,0.541,3.83,114,111,0,1,1,0,658,627,308,280,58,254,2,639,22,3,20,2820,118,1.339,8.6,0.8,3.5,8.7,2.52,118,bedarer01
39,Joe Beimel*,30,7,16,22,0.421,4.58,319,23,51,0,0,3,413,444,224,210,38,178,32,227,15,4,15,1818,97,1.506,9.7,0.8,3.9,4.9,1.28,97,beimejo01
40,Matt Belisle,27,4,15,18,0.455,4.85,126,37,24,1,0,1,312,366,183,168,43,90,11,216,17,1,12,1372,94,1.462,10.6,1.2,2.6,6.2,2.4,94,belisma01
41,Heath Bell,29,4,7,9,0.438,3.57,162,0,36,0,0,2,201.2,189,85,80,17,60,6,207,3,1,5,829,116,1.235,8.4,0.8,2.7,9.2,3.45,116,bellhe01
42,Rob Bell,30,7,34,37,0.479,5.71,151,108,15,2,0,0,686,757,465,435,125,288,13,421,21,0,42,3062,81,1.523,9.9,1.6,3.8,5.5,1.46,81,bellro01
43,Francis Beltran,27,2,2,2,0.5,5.87,56,0,17,0,0,1,61.1,61,42,40,13,43,2,59,2,0,4,286,76,1.696,9,1.9,6.3,8.7,1.37,76,beltrfr01
44,Armando Benitez,34,14,40,46,0.465,3.11,754,0,525,0,0,289,772.2,541,291,267,92,401,32,937,16,5,18,3227,141,1.219,6.3,1.1,4.7,10.9,2.34,141,benitar01
45,Jeff Bennett,27,2,3,6,0.333,4.59,63,2,20,0,0,0,84.1,92,48,43,15,29,3,59,2,0,7,373,96,1.435,9.8,1.6,3.1,6.3,2.03,96,benneje01
46,Joaquin Benoit,29,7,27,24,0.529,4.78,229,55,40,0,0,7,546.1,516,307,290,71,247,8,495,23,1,20,2402,100,1.397,8.5,1.2,4.1,8.2,2,100,benoijo01
47,Kris Benson,32,7,68,73,0.482,4.34,195,195,0,8,2,0,1207.1,1241,649,582,144,423,37,787,41,2,32,5199,102,1.378,9.3,1.1,3.2,5.9,1.86,102,bensokr01
48,Jason Bergmann,25,3,8,8,0.5,5,65,28,11,0,0,0,199.2,194,114,111,31,80,8,161,10,0,7,868,85,1.372,8.7,1.4,3.6,7.3,2.01,85,bergmja01
49,Rafael Betancourt,32,5,19,16,0.543,2.8,273,0,78,0,0,12,308.1,258,104,96,28,68,18,313,1,1,6,1232,157,1.057,7.5,0.8,2,9.1,4.6,157,betanra01
50,Chad Billingsley,22,2,19,9,0.679,3.49,61,36,6,1,0,0,237,223,99,92,22,122,6,200,6,0,10,1026,128,1.456,8.5,0.8,4.6,7.6,1.64,128,billich01
51,Kurt Birkins*,26,2,6,4,0.6,6.61,54,2,11,0,0,0,65.1,77,50,48,7,30,0,57,6,0,4,306,70,1.638,10.6,1,4.1,7.9,1.9,70,birkiku01
52,Joe Bisenius,24,1,0,0,,0,2,0,0,0,0,0,2,2,0,0,0,2,0,3,0,0,0,9,,2,9,0,9,13.5,1.5,,bisenjo01
53,Nick Blackburn,25,1,0,2,0,7.71,6,0,3,0,0,0,11.2,19,12,10,2,2,0,8,0,0,0,54,57,1.8,14.7,1.5,1.5,6.2,4,57,blackni01
54,Travis Blackley*,24,2,1,3,0.25,9.35,8,8,0,0,0,0,34.2,45,38,36,11,27,0,21,1,2,3,174,49,2.077,11.7,2.9,7,5.5,0.78,49,blacktr01
55,Joe Blanton,26,4,42,34,0.553,4.1,102,98,1,6,2,0,633.2,665,308,289,57,167,11,369,14,3,10,2671,106,1.313,9.4,0.8,2.4,5.2,2.21,106,blantjo01
56,Jerry Blevins*,23,1,0,1,0,9.64,6,0,1,0,0,0,4.2,8,6,5,1,2,0,3,0,0,0,25,47,2.143,15.4,1.9,3.9,5.8,1.5,47,blevije01
57,Jeremy Bonderman,24,5,56,62,0.475,4.78,157,151,0,6,2,0,923.1,967,529,490,109,300,20,768,25,5,39,3977,93,1.372,9.4,1.1,2.9,7.5,2.56,93,bondeje01
58,Boof Bonser,25,2,15,18,0.455,4.77,49,48,0,0,0,0,273.1,303,158,145,45,89,4,220,6,1,5,1191,91,1.434,10,1.5,2.9,7.2,2.47,91,bonsebo01
59,Chris Booker,30,3,0,1,0,14.29,17,0,4,0,0,0,11.1,17,19,18,7,9,0,10,0,0,2,58,34,2.294,13.5,5.6,7.1,7.9,1.11,34,bookech01
60,Chris Bootcheck,28,4,3,6,0.333,5.48,67,3,25,0,0,1,116.2,132,75,71,16,43,4,78,5,1,8,517,82,1.5,10.2,1.2,3.3,6,1.81,82,bootcch01
61,Dave Borkowski,30,6,13,18,0.419,5.68,155,21,41,0,0,1,310.1,338,213,196,39,134,21,241,14,1,10,1391,81,1.521,9.8,1.1,3.9,7,1.8,81,borkoda01
62,Joe Borowski,36,11,21,31,0.404,4.05,405,1,254,0,0,125,437.2,426,208,197,49,169,30,363,7,0,6,1886,107,1.359,8.8,1,3.5,7.5,2.15,107,borowjo01
63,Micah Bowie*,32,5,8,12,0.4,6.01,78,19,14,0,0,0,148.1,172,102,99,19,78,3,106,5,2,4,681,73,1.685,10.4,1.2,4.7,6.4,1.36,73,bowiemi01
64,Blaine Boyer,25,3,4,2,0.667,3.71,50,0,7,0,0,0,43.2,46,19,18,1,19,1,36,2,0,4,191,117,1.489,9.5,0.2,3.9,7.4,1.89,117,boyerbl01
65,Dallas Braden*,23,1,1,8,0.111,6.72,20,14,1,0,0,0,72.1,91,59,54,9,26,1,55,2,1,6,332,63,1.618,11.3,1.1,3.2,6.8,2.12,63,bradeda01
66,Chad Bradford,32,10,31,25,0.554,3.39,473,0,105,0,0,11,446,446,189,168,24,120,32,290,27,3,4,1884,133,1.269,9,0.5,2.4,5.9,2.42,133,bradfch01
67,Ryan Braun,26,2,2,1,0.667,6.66,35,0,12,0,0,0,50,59,40,37,6,25,1,30,0,0,3,229,70,1.68,10.6,1.1,4.5,5.4,1.2,70,braunry01
68,Bill Bray*,24,2,6,5,0.545,4.57,67,0,15,0,0,3,65,73,37,33,6,23,4,53,1,0,0,286,100,1.477,10.1,0.8,3.2,7.3,2.3,100,braybi01
69,Yhency Brazoban,27,4,10,12,0.455,4.66,114,0,57,0,0,21,112,105,62,58,13,52,7,97,5,0,3,485,90,1.402,8.4,1,4.2,7.8,1.87,90,brazoyh01
70,Craig Breslow*,26,2,0,2,0,2.86,27,0,6,0,0,0,28.1,27,11,9,1,19,1,26,2,1,3,133,152,1.624,8.6,0.3,6,8.3,1.37,152,breslcr01
71,Chris Britton,24,2,0,3,0,3.39,63,0,16,0,0,1,66.1,55,27,25,6,21,3,46,0,0,0,272,135,1.146,7.5,0.8,2.8,6.2,2.19,135,brittch01
72,Lance Broadway,23,1,1,1,0.5,0.87,4,1,1,0,0,0,10.1,5,2,1,0,5,0,14,0,0,0,41,556,0.968,4.4,0,4.4,12.2,2.8,556,broadla01
73,Doug Brocail,40,13,44,43,0.506,3.99,534,42,145,0,0,7,793.2,801,397,352,73,276,29,569,32,6,32,3423,110,1.357,9.1,0.8,3.1,6.5,2.06,110,brocado01
74,Jim Brower,34,9,33,32,0.508,4.67,354,28,88,0,0,5,574,596,323,298,70,256,17,397,28,1,29,2530,96,1.484,9.3,1.1,4,6.2,1.55,96,broweji01
75,Andrew Brown,26,2,3,3,0.5,4.35,42,0,9,0,0,0,51.2,44,25,25,1,25,4,50,4,0,7,222,100,1.335,7.7,0.2,4.4,8.7,2,100,brownan01
76,Jonathan Broxton,23,3,9,5,0.643,2.98,165,0,43,0,0,5,172,143,66,57,13,70,11,218,3,0,13,722,150,1.238,7.5,0.7,3.7,11.4,3.11,150,broxtjo01
77,Brian Bruney,25,4,8,10,0.444,4.93,154,0,53,0,0,12,148,134,85,81,14,114,9,149,10,0,10,683,92,1.676,8.1,0.9,6.9,9.1,1.31,92,brunebr01
78,Clay Buchholz,22,1,3,1,0.75,1.59,4,3,0,1,1,0,22.2,14,6,4,0,10,0,22,1,0,0,88,303,1.059,5.6,0,4,8.7,2.2,303,buchhcl01
79,Taylor Buchholz,25,2,12,15,0.444,5.14,63,27,7,1,1,0,206.2,212,127,118,29,54,8,138,5,1,8,875,90,1.287,9.2,1.3,2.4,6,2.56,90,buchhta01
80,Billy Buckner,23,1,1,2,0.333,5.29,7,5,1,0,0,0,34,37,20,20,5,16,0,17,0,0,0,143,87,1.559,9.8,1.3,4.2,4.5,1.06,87,bucknbi02
81,Mark Buehrle*,28,8,107,75,0.588,3.8,259,234,6,22,7,0,1629,1681,770,688,187,373,28,943,42,9,11,6770,122,1.261,9.3,1,2.1,5.2,2.53,122,buehrma01
82,Ryan Bukvich,29,5,3,0,1,6.12,93,0,21,0,0,1,82.1,80,61,56,9,65,4,57,4,0,5,392,80,1.761,8.7,1,7.1,6.2,0.88,80,bukviry01
83,Jason Bulger,28,3,1,0,1,5.5,17,0,10,0,0,0,18,20,11,11,1,11,1,18,0,0,2,82,86,1.722,10,0.5,5.5,9,1.64,86,bulgeja01
84,Bryan Bullington,26,2,0,3,0,5.89,6,3,0,0,0,0,18.1,25,13,12,3,6,0,8,1,0,1,83,76,1.691,12.3,1.5,2.9,3.9,1.33,76,bullibr01
85,Ambiorix Burgos,23,3,8,10,0.444,4.6,144,1,63,0,0,20,160.1,160,88,82,25,77,5,156,13,5,21,712,99,1.478,9,1.4,4.3,8.8,2.03,99,burgoam01
86,A.J. Burnett,30,9,69,66,0.511,3.76,180,177,0,18,9,0,1155,988,536,483,103,482,21,1047,51,2,55,4860,112,1.273,7.7,0.8,3.8,8.2,2.17,112,burnea.01
87,Sean Burnett*,24,1,5,5,0.5,5.02,13,13,0,1,1,0,71.2,86,41,40,9,28,2,30,1,0,2,318,85,1.591,10.8,1.1,3.5,3.8,1.07,85,burnese01
88,Mike Burns,28,2,0,0,,5.88,45,0,16,0,0,0,52,69,35,34,8,12,3,36,7,0,2,240,77,1.558,11.9,1.4,2.1,6.2,3,77,burnsmi01
89,Brian Burres*,26,2,6,8,0.429,5.72,48,17,11,0,0,0,129,146,83,82,15,67,1,102,5,0,8,590,81,1.651,10.2,1,4.7,7.1,1.52,81,burrebr01
90,Jared Burton,26,1,4,2,0.667,2.51,47,0,12,0,0,0,43,28,15,12,2,22,4,36,2,1,3,176,185,1.163,5.9,0.4,4.6,7.5,1.64,185,burtoja01
91,Dave Bush,27,4,34,36,0.486,4.53,108,103,3,6,3,0,630.1,655,341,317,84,136,8,439,48,0,14,2666,100,1.255,9.4,1.2,1.9,6.3,3.23,100,bushda01
92,Paul Byrd,36,12,97,81,0.545,4.35,308,220,30,16,6,0,1483,1606,811,717,212,356,23,830,55,7,35,6350,105,1.323,9.7,1.3,2.2,5,2.33,105,byrdpa01
93,Tim Byrdak*,33,6,4,5,0.444,5.5,144,0,14,0,0,3,111.1,127,80,68,15,79,8,108,3,1,13,543,86,1.85,10.3,1.2,6.4,8.7,1.37,86,byrdati01
94,Daniel Cabrera,26,4,40,49,0.449,4.99,117,116,1,4,2,1,661.1,626,392,367,64,388,11,556,33,4,45,2962,90,1.533,8.5,0.9,5.3,7.6,1.43,90,cabreda01
95,Fernando Cabrera,25,4,6,6,0.5,4.94,103,0,41,0,0,1,140.1,130,82,77,22,75,6,154,1,1,8,607,91,1.461,8.3,1.4,4.8,9.9,2.05,91,cabrefe01
96,Matt Cain,22,3,22,29,0.431,3.73,71,70,1,3,1,0,437,354,189,181,36,185,5,372,11,2,22,1831,120,1.233,7.3,0.7,3.8,7.7,2.01,120,cainma01
97,Kiko Calero,32,5,12,10,0.545,3.55,241,1,49,0,0,7,238,197,94,94,23,93,10,248,5,1,8,985,122,1.218,7.4,0.9,3.5,9.4,2.67,122,calerki01
98,Carmen Cali*,28,3,0,1,0,6.55,40,0,12,0,0,0,34.1,45,26,25,6,28,5,27,2,0,4,174,67,2.126,11.8,1.6,7.3,7.1,0.96,67,calica01
99,Kevin Cameron,27,1,2,0,1,2.79,48,0,20,0,0,0,58,55,24,18,0,36,5,50,0,0,2,263,144,1.569,8.5,0,5.6,7.8,1.39,144,camerke01
100,Shawn Camp,31,4,10,13,0.435,5.27,196,0,42,0,0,6,230.2,299,153,135,30,66,13,168,19,1,11,1040,88,1.582,11.7,1.2,2.6,6.6,2.55,88,campsh01
101,Jorge Campillo,28,3,0,0,,7.13,8,1,3,0,0,0,17.2,23,16,14,2,7,0,11,1,0,0,83,65,1.698,11.7,1,3.6,5.6,1.57,65,campijo01
102,Jose Capellan,26,4,5,7,0.417,4.9,98,2,28,0,0,0,121.1,124,72,66,21,50,9,96,4,0,6,534,93,1.434,9.2,1.6,3.7,7.1,1.92,93,capeljo01
103,Matt Capps,23,3,13,8,0.619,3.08,165,0,62,0,0,19,163.2,150,61,56,17,28,15,123,7,0,5,660,144,1.088,8.2,0.9,1.5,6.8,4.39,144,cappsma01
104,Chris Capuano*,28,5,42,48,0.467,4.39,124,116,2,3,2,0,711.2,729,380,347,101,240,14,585,40,5,26,3078,101,1.362,9.2,1.3,3,7.4,2.44,101,capuach01
105,Buddy Carlyle,29,4,9,10,0.474,5.96,43,27,5,0,0,0,161.2,175,115,107,30,56,8,118,5,0,4,704,73,1.429,9.7,1.7,3.1,6.6,2.11,73,carlybu01
106,Chris Carpenter,32,10,100,69,0.592,4.1,246,229,6,25,12,0,1522,1560,763,694,174,464,13,1164,57,2,44,6455,111,1.33,9.2,1,2.7,6.9,2.51,111,carpech01
107,D.J. Carrasco,30,3,14,15,0.483,4.81,101,22,32,1,0,2,230.1,252,133,123,24,106,9,128,16,3,15,1029,97,1.554,9.8,0.9,4.1,5,1.21,97,carradj01
108,Hector Carrasco,37,12,44,50,0.468,4,647,10,207,0,0,19,832.1,792,411,370,69,387,33,662,33,7,85,3649,113,1.416,8.6,0.7,4.2,7.2,1.71,113,carrahe01
109,Marcos Carvajal,22,2,0,2,0,5.21,42,0,14,0,0,0,57,60,34,33,8,23,0,49,3,0,4,253,92,1.456,9.5,1.3,3.6,7.7,2.13,92,carvama01
110,Santiago Casilla,26,4,3,1,0.75,5.4,55,0,16,0,0,2,61.2,52,37,37,9,35,6,60,2,0,6,273,81,1.411,7.6,1.3,5.1,8.8,1.71,81,garcija01
111,Jack Cassel,26,1,1,1,0.5,3.97,6,4,0,0,0,0,22.2,30,10,10,1,5,0,11,1,0,1,98,102,1.544,11.9,0.4,2,4.4,2.2,102,casseja01
112,Fabio Castro*,22,2,0,1,0,3.3,30,1,15,0,0,1,43.2,27,17,16,3,26,0,32,2,1,0,181,144,1.214,5.6,0.6,5.4,6.6,1.23,144,castrfa01
113,Troy Cate*,26,1,0,0,,3.38,14,0,4,0,0,0,16,18,7,6,1,9,0,12,0,0,0,74,133,1.688,10.1,0.6,5.1,6.8,1.33,133,catetr01
114,Andy Cavazos,26,1,0,0,,10.35,17,0,5,0,0,0,20,27,27,23,5,16,0,15,2,0,2,104,43,2.15,12.2,2.3,7.2,6.8,0.94,43,cavazan01
115,Gustavo Chacin*,26,4,25,15,0.625,4.18,58,58,0,0,0,0,331.2,340,165,154,45,118,6,185,17,0,3,1426,108,1.381,9.2,1.2,3.2,5,1.57,108,chacigu01
116,Shawn Chacon,29,7,43,58,0.426,4.98,254,119,71,0,0,36,836.1,828,492,463,121,434,42,566,64,3,34,3756,96,1.509,8.9,1.3,4.7,6.1,1.3,96,chacosh01
117,Joba Chamberlain,21,1,2,0,1,0.38,19,0,3,0,0,1,24,12,2,1,1,6,0,34,1,0,1,91,1221,0.75,4.5,0.4,2.3,12.8,5.67,1221,chambjo03
118,Bruce Chen*,30,10,35,37,0.486,4.63,242,112,39,2,0,0,807,808,459,415,154,314,22,642,19,2,16,3495,96,1.39,9,1.7,3.5,7.2,2.04,96,chenbr01
119,Rocky Cherry,27,1,1,1,0.5,5.46,22,0,2,0,0,0,31.1,30,20,19,4,19,2,23,3,0,0,145,86,1.564,8.6,1.1,5.5,6.6,1.21,86,cherrro01
120,Matt Chico*,24,1,7,9,0.438,4.63,31,31,0,0,0,0,167,183,96,86,26,74,3,94,5,0,7,747,91,1.539,9.9,1.4,4,5.1,1.27,91,chicoma01
121,Randy Choate*,31,8,5,7,0.417,4.64,196,0,52,0,0,0,165,157,94,85,5,87,14,129,22,1,9,744,100,1.479,8.6,0.3,4.7,7,1.48,100,choatra01
122,Vinnie Chulk,28,5,7,11,0.389,4.29,217,0,50,0,0,2,232.2,232,117,111,24,90,8,169,7,0,13,1001,107,1.384,9,0.9,3.5,6.5,1.88,107,chulkvi01
123,Jeff Cirillo,37,1,0,0,,0,1,0,1,0,0,0,1,0,0,0,0,2,0,1,0,0,0,5,,2,0,0,18,9,0.5,,cirilje01
124,Darren Clarke,26,1,0,0,,0,2,0,0,0,0,0,1.1,2,0,0,0,1,0,1,0,0,0,7,,2.25,13.5,0,6.8,6.8,1,,clarkda06
125,Roger Clemens,44,24,354,184,0.658,3.12,709,707,0,118,46,0,4916.2,4185,1885,1707,363,1580,63,4672,159,20,143,20240,143,1.173,7.7,0.7,2.9,8.6,2.96,143,clemero02
126,Tyler Clippard,22,1,3,1,0.75,6.33,6,6,0,0,0,0,27,29,19,19,6,17,1,18,0,1,2,124,72,1.704,9.7,2,5.7,6,1.06,72,clippty01
127,Todd Coffey,26,3,12,9,0.571,4.48,196,0,50,0,0,9,187,239,103,93,24,57,11,129,12,0,9,847,102,1.583,11.5,1.2,2.7,6.2,2.26,102,coffeto01
128,Willie Collazo*,27,1,0,0,,6.35,6,0,1,0,0,0,5.2,7,4,4,0,5,1,0,0,0,0,27,72,2.118,11.1,0,7.9,0,0,72,collawi01
129,Jesus Colome,29,7,16,23,0.41,4.54,247,0,91,0,0,6,317,308,176,160,40,168,21,244,11,1,24,1416,97,1.502,8.7,1.1,4.8,6.9,1.45,97,colomje01
130,Bartolo Colon,34,11,146,95,0.606,4.1,309,306,0,31,8,0,1975.1,1955,966,899,238,679,27,1542,40,5,38,8379,112,1.333,8.9,1.1,3.1,7,2.27,112,colonba01
131,Roman Colon,27,3,6,7,0.462,5.03,73,8,18,0,0,1,127,146,75,71,23,43,4,87,1,1,10,558,87,1.488,10.3,1.6,3,6.2,2.02,87,colonro01
132,Steve Colyer*,28,3,1,1,0.5,5.04,61,0,13,0,0,0,55.1,64,32,31,9,37,1,51,1,0,5,253,87,1.825,10.4,1.5,6,8.3,1.38,87,colyest01
133,Clay Condrey,31,4,9,6,0.6,4.84,78,9,26,0,0,2,139.1,159,80,75,15,54,10,84,10,1,2,624,89,1.529,10.3,1,3.5,5.4,1.56,89,condrcl01
134,José Contreras,35,5,58,44,0.569,4.57,143,132,4,4,3,0,831,821,467,422,99,306,9,623,47,2,58,3599,101,1.356,8.9,1.1,3.3,6.7,2.04,101,contrjo01
135,Aaron Cook,28,6,36,35,0.507,4.47,138,107,5,6,0,0,718.1,834,386,357,59,224,31,274,32,1,21,3136,109,1.473,10.4,0.7,2.8,3.4,1.22,109,cookaa01
136,Roy Corcoran,27,3,0,1,0,5.89,16,0,7,0,0,0,18.1,26,14,12,1,12,0,12,0,0,1,93,80,2.073,12.8,0.5,5.9,5.9,1,80,corcoro01
137,Tim Corcoran,29,3,5,9,0.357,4.97,40,17,9,0,0,0,130.1,128,77,72,13,72,6,78,6,1,3,572,92,1.535,8.8,0.9,5,5.4,1.08,92,corcoti02
138,Chad Cordero,25,5,20,14,0.588,2.79,299,0,224,0,0,128,316.1,261,112,98,39,114,15,287,6,1,11,1325,154,1.185,7.4,1.1,3.2,8.2,2.52,154,cordech01
139,Francisco Cordero,32,9,26,27,0.491,3.29,470,0,308,0,0,177,506,454,206,185,36,231,20,528,17,2,20,2186,146,1.354,8.1,0.6,4.1,9.4,2.29,146,cordefr01
140,Bryan Corey,33,4,3,1,0.75,3.71,45,0,8,0,0,0,53.1,47,22,22,2,21,0,35,3,0,0,221,129,1.275,7.9,0.3,3.5,5.9,1.67,129,coreybr01
141,Lance Cormier,26,4,14,18,0.438,5.98,123,23,22,0,0,0,244,294,174,162,44,129,17,157,9,1,14,1117,75,1.734,10.8,1.6,4.8,5.8,1.22,75,cormila01
142,Rheal Cormier*,40,16,71,64,0.526,4.03,683,108,105,7,1,2,1221.2,1248,604,547,121,317,37,760,51,4,39,5157,105,1.281,9.2,0.9,2.3,5.6,2.4,105,cormirh01
